{'Mean Episode Return': Array(11.860527, dtype=float32), 'Var Episode Return': Array(3.5974379, dtype=float32), 'Mean Episode Length': Array(40.176144, dtype=float32), 'Var Episode Length': Array(113.836044, dtype=float32), 'Num Episodes': Array(13052., dtype=float32), 'Max Episode Return': Array(21.016651, dtype=float32), 'Min Episode Return': Array(4.773802, dtype=float32), 'Max Episode Length': Array(82., dtype=float32), 'Min Episode Length': Array(7., dtype=float32), 'Max Timestep': Array(6815744., dtype=float32), 'Min Timestep': Array(6291584., dtype=float32)} step=6815744
{'Mean Episode Return': Array(12.272204, dtype=float32), 'Var Episode Return': Array(4.00189, dtype=float32), 'Mean Episode Length': Array(40.457462, dtype=float32), 'Var Episode Length': Array(110.073875, dtype=float32), 'Num Episodes': Array(12965., dtype=float32), 'Max Episode Return': Array(24.304817, dtype=float32), 'Min Episode Return': Array(4.8611317, dtype=float32), 'Max Episode Length': Array(76., dtype=float32), 'Min Episode Length': Array(6., dtype=float32), 'Max Timestep': Array(7340032., dtype=float32), 'Min Timestep': Array(6815872., dtype=float32)} step=7340032
{'Validation Info/Mean Episode Return': Array(12.873628, dtype=float32), 'Validation Info/Mean Episode Length': Array(39.734512, dtype=float32)} step=7340032
{'Mean Episode Return': Array(12.630924, dtype=float32), 'Var Episode Return': Array(4.2641745, dtype=float32), 'Mean Episode Length': Array(40.433968, dtype=float32), 'Var Episode Length': Array(110.87013, dtype=float32), 'Num Episodes': Array(12964., dtype=float32), 'Max Episode Return': Array(21.955994, dtype=float32), 'Min Episode Return': Array(2.5649717, dtype=float32), 'Max Episode Length': Array(74., dtype=float32), 'Min Episode Length': Array(3., dtype=float32), 'Max Timestep': Array(7864320., dtype=float32), 'Min Timestep': Array(7340160., dtype=float32)} step=7864320
{'Mean Episode Return': Array(12.955767, dtype=float32), 'Var Episode Return': Array(4.65258, dtype=float32), 'Mean Episode Length': Array(40.829533, dtype=float32), 'Var Episode Length': Array(110.2956, dtype=float32), 'Num Episodes': Array(12841., dtype=float32), 'Max Episode Return': Array(22.707455, dtype=float32), 'Min Episode Return': Array(1.7673643, dtype=float32), 'Max Episode Length': Array(72., dtype=float32), 'Min Episode Length': Array(2., dtype=float32), 'Max Timestep': Array(8388608., dtype=float32), 'Min Timestep': Array(7864448., dtype=float32)} step=8388608
{'Mean Episode Return': Array(13.256368, dtype=float32), 'Var Episode Return': Array(4.913571, dtype=float32), 'Mean Episode Length': Array(40.977253, dtype=float32), 'Var Episode Length': Array(111.82946, dtype=float32), 'Num Episodes': Array(12793., dtype=float32), 'Max Episode Return': Array(22.683195, dtype=float32), 'Min Episode Return': Array(5.9438987, dtype=float32), 'Max Episode Length': Array(82., dtype=float32), 'Min Episode Length': Array(9., dtype=float32), 'Max Timestep': Array(8912896., dtype=float32), 'Min Timestep': Array(8388736., dtype=float32)} step=8912896
{'Mean Episode Return': Array(13.51643, dtype=float32), 'Var Episode Return': Array(5.2973475, dtype=float32), 'Mean Episode Length': Array(41.197342, dtype=float32), 'Var Episode Length': Array(113.68795, dtype=float32), 'Num Episodes': Array(12724., dtype=float32), 'Max Episode Return': Array(24.17271, dtype=float32), 'Min Episode Return': Array(1.0256944, dtype=float32), 'Max Episode Length': Array(92., dtype=float32), 'Min Episode Length': Array(1., dtype=float32), 'Max Timestep': Array(9437184., dtype=float32), 'Min Timestep': Array(8913024., dtype=float32)} step=9437184
{'Mean Episode Return': Array(13.823205, dtype=float32), 'Var Episode Return': Array(5.612766, dtype=float32), 'Mean Episode Length': Array(41.476818, dtype=float32), 'Var Episode Length': Array(111.18285, dtype=float32), 'Num Episodes': Array(12640., dtype=float32), 'Max Episode Return': Array(23.73292, dtype=float32), 'Min Episode Return': Array(7.6618347, dtype=float32), 'Max Episode Length': Array(74., dtype=float32), 'Min Episode Length': Array(13., dtype=float32), 'Max Timestep': Array(9961472., dtype=float32), 'Min Timestep': Array(9437312., dtype=float32)} step=9961472
{'Mean Episode Return': Array(13.990787, dtype=float32), 'Var Episode Return': Array(5.9538507, dtype=float32), 'Mean Episode Length': Array(41.845596, dtype=float32), 'Var Episode Length': Array(111.84139, dtype=float32), 'Num Episodes': Array(12532., dtype=float32), 'Max Episode Return': Array(24.545881, dtype=float32), 'Min Episode Return': Array(2.605648, dtype=float32), 'Max Episode Length': Array(73., dtype=float32), 'Min Episode Length': Array(3., dtype=float32), 'Max Timestep': Array(10485760., dtype=float32), 'Min Timestep': Array(9961600., dtype=float32)} step=10485760
{'Mean Episode Return': Array(14.2706995, dtype=float32), 'Var Episode Return': Array(6.4285736, dtype=float32), 'Mean Episode Length': Array(42.037945, dtype=float32), 'Var Episode Length': Array(111.180504, dtype=float32), 'Num Episodes': Array(12465., dtype=float32), 'Max Episode Return': Array(26.385698, dtype=float32), 'Min Episode Return': Array(8.236149, dtype=float32), 'Max Episode Length': Array(72., dtype=float32), 'Min Episode Length': Array(19., dtype=float32), 'Max Timestep': Array(11010048., dtype=float32), 'Min Timestep': Array(10485888., dtype=float32)} step=11010048
