Timestep,q_hip_flexion_r,q_hip_adduction_r,q_hip_rotation_r,q_knee_angle_r,q_ankle_angle_r,q_hip_flexion_l,q_hip_adduction_l,q_hip_rotation_l,q_knee_angle_l,q_ankle_angle_l,q_lumbar_extension,q_lumbar_bending,q_lumbar_rotation,q_arm_flex_r,q_arm_add_r,q_arm_rot_r,q_elbow_flex_r,q_pro_sup_r,q_wrist_flex_r,q_wrist_dev_r,q_arm_flex_l,q_arm_add_l,q_arm_rot_l,q_elbow_flex_l,q_pro_sup_l,q_wrist_flex_l,q_wrist_dev_l,dq_hip_flexion_r,dq_hip_adduction_r,dq_hip_rotation_r,dq_knee_angle_r,dq_ankle_angle_r,dq_hip_flexion_l,dq_hip_adduction_l,dq_hip_rotation_l,dq_knee_angle_l,dq_ankle_angle_l,dq_lumbar_extension,dq_lumbar_bending,dq_lumbar_rotation,dq_arm_flex_r,dq_arm_add_r,dq_arm_rot_r,dq_elbow_flex_r,dq_pro_sup_r,dq_wrist_flex_r,dq_wrist_dev_r,dq_arm_flex_l,dq_arm_add_l,dq_arm_rot_l,dq_elbow_flex_l,dq_pro_sup_l,dq_wrist_flex_l,dq_wrist_dev_l
791,0.4795695,-0.041841965,-0.13913591,-0.32771876,0.28049693,-0.4104516,-0.07415144,0.12231966,-0.100571625,0.22057869,-0.23309325,-0.07651375,-0.311764,-0.19118914,-0.22821091,0.30993894,0.695639,1.6788772,0.006172869,-0.016029196,0.27542707,-0.39780325,0.15940784,1.2874521,1.6695366,0.0079900725,-0.00755222,-1.8634984,0.54268855,-0.6406482,-1.1039326,0.4881696,-0.76379454,-0.36614946,0.15842323,-1.963949,-0.92161345,0.28505674,1.1215857,-0.060715023,-0.48087677,0.5738146,-0.68026245,-0.99243695,-0.015036441,-0.0032294001,0.006500713,-0.78837705,2.0863526,-5.5563436,-0.41606796,-0.035196833,0.017560264,0.0020753595
792,0.4580947,-0.03722929,-0.14533934,-0.3370999,0.2848681,-0.41756734,-0.07654347,0.12354893,-0.123021364,0.21079153,-0.23089918,-0.06535051,-0.31161505,-0.19571614,-0.22706792,0.3114285,0.6867899,1.6787204,0.006302857,-0.01600231,0.27013037,-0.37915322,0.108368136,1.2780632,1.669172,0.0076951715,-0.007650342,-2.321952,0.38886786,-0.6008555,-0.8287726,0.40928116,-0.65572095,-0.1376867,0.10730753,-2.4446461,-1.0244613,0.18637766,1.0933988,0.057363726,-0.44278246,-0.1726346,0.6397262,-0.8173017,-0.01479985,0.020848008,0.00089856744,-0.37435183,1.7132461,-4.833072,-1.2726969,-0.035586756,-0.04933085,-0.01413266
793,0.4312784,-0.033790905,-0.15105732,-0.34060338,0.28805,-0.42276886,-0.0770327,0.124285355,-0.15066883,0.20003708,-0.22871657,-0.053690936,-0.3102011,-0.19940218,-0.23429127,0.32004088,0.6770752,1.6786256,0.0068542426,-0.016112763,0.26919484,-0.36434877,0.071731456,1.2554579,1.6688855,0.0068197167,-0.007951181,-2.981367,0.30290723,-0.530545,0.11022757,0.2510843,-0.40819675,0.0153661,0.07847704,-3.005932,-1.1122932,0.23689559,1.2019523,0.16465968,-0.325068,-1.0771108,0.9849313,-1.0643812,-0.006457487,0.0690995,-0.01582482,0.06079395,1.3244772,-2.9439676,-2.8806632,-0.02399122,-0.10083101,-0.034967437
794,0.3991459,-0.029512439,-0.1530607,-0.3323353,0.27522174,-0.4251489,-0.076543175,0.12387317,-0.18502866,0.1883557,-0.22720155,-0.040024783,-0.30764773,-0.20081729,-0.25241086,0.33348116,0.6711849,1.6785707,0.0077024843,-0.0161839,0.26703078,-0.35950437,0.06242173,1.235116,1.6687177,0.0054597803,-0.007966295,-3.1910913,0.62820566,0.107022315,1.2561476,-3.379569,-0.112509154,0.0032297135,-0.1846668,-3.7710838,-1.2215955,0.03786564,1.5730451,0.39511684,0.04763184,-2.2913218,1.5578048,-0.32552606,-0.004470241,0.08983676,-0.0035189781,-0.3732786,-0.018769499,0.3250375,-1.5277174,-0.0121051585,-0.14481927,0.01274672
795,0.36639747,-0.02527628,-0.15140842,-0.31638944,0.2162854,-0.4239058,-0.074928425,0.12406005,-0.22920698,0.17395608,-0.23049879,-0.02546623,-0.30480626,-0.21048737,-0.27371076,0.3270243,0.6977701,1.6783766,0.008131142,-0.015557424,0.26019955,-0.3706823,0.08367837,1.230992,1.6681054,0.0040122713,-0.007882658,-3.3711138,0.20893767,0.11792398,1.7476252,-7.234457,0.2874159,0.30049664,0.19754201,-4.8755045,-1.5992812,-0.6025953,1.3248814,0.13342693,-1.5629009,-2.007065,-1.9204246,4.4618444,-0.027588127,0.019075703,0.08656402,-0.8945677,-1.8340917,3.225019,0.33017004,-0.08057689,-0.13776842,0.0051592593
796,0.33252788,-0.024798688,-0.15183593,-0.29752022,0.1339064,-0.41746306,-0.07077422,0.12649335,-0.28386036,0.15551662,-0.23764727,-0.012040051,-0.30490845,-0.2276635,-0.29210144,0.29576483,0.75212264,1.6779283,0.008323002,-0.01473812,0.24253514,-0.37551594,0.09211994,1.2364373,1.6671271,0.003296898,-0.007891184,-3.372996,-0.05303288,-0.12711726,1.9236405,-8.652062,0.8759809,0.5032666,0.24400066,-5.8179092,-2.040238,-0.7579625,1.341837,-0.07805452,-1.8056347,-1.7268883,-3.8134866,6.0292826,-0.052337017,0.017928263,0.07586838,-2.3296292,0.37456408,-0.6091881,0.65444595,-0.10380805,-0.04213054,-0.0037878547
797,0.3008401,-0.02525857,-0.15521492,-0.27881217,0.046859447,-0.40441325,-0.065501355,0.12756324,-0.3463619,0.13219373,-0.24362348,0.00293928,-0.30501503,-0.235775,-0.31121626,0.2729159,0.7963145,1.6770785,0.00843767,-0.014616144,0.21181144,-0.36004952,0.08065399,1.2480401,1.6658727,0.0025682338,-0.007773468,-2.9738488,-0.00036321598,-0.5293218,1.793536,-8.653671,1.597329,0.51206475,-0.014291142,-6.499205,-2.53478,-0.44554088,1.6472491,0.09966107,-0.20958477,-2.0607288,-1.4193145,3.4637775,-0.09564069,0.008652417,-0.01465025,-3.5392354,2.3397293,-1.439152,1.454323,-0.13149808,-0.08470139,0.017634094
798,0.27325892,-0.026095754,-0.16203843,-0.26308003,-0.034307253,-0.38436958,-0.05955874,0.1273402,-0.41501665,0.102311485,-0.24670634,0.019122846,-0.3032989,-0.21190605,-0.33316422,0.30348238,0.7713713,1.6757897,0.008260334,-0.015542287,0.18460913,-0.3359305,0.08630891,1.2460496,1.6647565,0.0016030372,-0.00792382,-2.5775106,-0.14985564,-0.74004346,1.3941331,-7.701323,2.2823815,0.658528,-0.021415966,-7.070962,-3.2886727,-0.1881544,1.5806547,0.21183038,3.9693363,-2.2371209,5.754717,-6.136089,-0.13570994,-0.024465993,-0.117268085,-2.2176714,2.4694934,1.7964483,-1.2194437,-0.0979632,-0.096944824,-0.026943455
799,0.24808398,-0.03013732,-0.16990407,-0.25224084,-0.1070936,-0.36017472,-0.051129945,0.12799567,-0.4873727,0.0640805,-0.2499442,0.032742262,-0.2995404,-0.18106358,-0.34460616,0.32039055,0.71998227,1.6750468,0.008121305,-0.015496004,0.17537919,-0.313505,0.11839964,1.2084812,1.6636747,0.0011180189,-0.0085728485,-2.504469,-0.60719746,-0.80694187,0.8748793,-7.0341754,2.4693701,0.98582953,0.12616469,-7.3027887,-4.2143793,-0.45114693,1.1713232,0.43310398,2.5819008,-0.49665168,-0.76629055,-4.5560603,-0.047148317,-0.014105474,0.057761963,-0.1179499,2.0846539,4.047474,-5.3198476,-0.10848072,-0.024101665,-0.076761715
800,0.22574477,-0.03867276,-0.17424972,-0.25143105,-0.14681108,-0.33451468,-0.039017305,0.1290122,-0.5604855,0.015889952,-0.25647548,0.04063152,-0.2958536,-0.15709946,-0.3469602,0.31465203,0.68598455,1.6746008,0.0075392323,-0.01446816,0.17560302,-0.29703486,0.15914041,1.1637992,1.6628338,0.0012500059,-0.008644535,-2.112685,-1.1399494,-0.03198794,-0.44743672,0.48983467,2.6819084,1.4945767,0.22099619,-7.294294,-5.186455,-0.71203554,0.36582497,0.20284873,2.2524357,-0.016980326,-0.43403277,-2.6794,-0.042208306,-0.07595328,0.118452206,0.07010642,1.3133287,4.0859485,-3.8661532,-0.07057583,0.029983956,0.023868164
801,0.20621087,-0.05384046,-0.17248157,-0.25872967,-0.097554944,-0.30455935,-0.021690957,0.13133524,-0.6314895,-0.034465868,-0.26158583,0.03872813,-0.29585475,-0.16202825,-0.33857614,0.25316063,0.70259017,1.6744313,0.007031867,-0.012758178,0.16696192,-0.28762147,0.17936788,1.157798,1.6625073,0.0018638555,-0.0077085863,-1.5280272,-1.2935888,0.29553103,-1.314542,6.048819,3.1516135,1.3973178,-0.16821836,-6.946389,-4.735672,-0.47427422,-0.056020692,0.14250581,-2.0442276,1.3357716,-9.380361,4.2597494,-0.010236447,-0.040740043,0.18285233,-1.3487706,0.7936303,0.7083391,1.2975441,-0.015232864,0.071622774,0.11675326
802,0.19435208,-0.065926544,-0.17509064,-0.27212107,-0.09206471,-0.2726855,-0.01038748,0.12714955,-0.69722736,-0.07197354,-0.26523563,0.04005354,-0.29648465,-0.16344826,-0.33716878,0.23169164,0.7272551,1.674558,0.0065139285,-0.011817928,0.15361522,-0.2690197,0.16846964,1.1324335,1.6633524,0.0025070275,-0.008241798,-0.8013533,-0.67528415,0.008033189,-2.0655107,0.71551025,3.0374577,0.6021521,-0.858921,-6.2884836,-3.050628,-0.51974803,0.6038183,0.09185937,1.097986,-0.6297571,2.0028055,1.3103783,0.028374992,-0.050030824,0.05408075,-1.1965309,2.6026444,-2.196915,-5.0999317,0.12654911,0.055785276,-0.124946445
803,0.18866694,-0.070877954,-0.17183569,-0.29872382,-0.059305437,-0.24229844,-0.006423799,0.11894036,-0.7575795,-0.095806494,-0.27304032,0.04659929,-0.29765385,-0.15519917,-0.34623408,0.2536924,0.75958514,1.6747364,0.006704874,-0.0109893875,0.12483623,-0.25812912,0.15271595,1.1287565,1.6645048,0.0028112575,-0.007979606,-0.16857056,-0.21686995,0.4707507,-3.1500957,3.8740783,3.2227697,0.08940813,-0.9020387,-5.912246,-1.9967974,-0.81309026,0.86112064,-0.15709731,0.6991281,-1.0916276,2.3106244,4.3378205,0.012496744,0.049899634,0.09036247,-3.935803,0.20014367,-1.1399994,2.485658,0.10662957,0.020295082,0.087423034
804,0.18890879,-0.07543072,-0.16910747,-0.32819042,-0.03709797,-0.2058401,-0.0042207637,0.112704545,-0.8144099,-0.11370673,-0.27968985,0.0514117,-0.3004803,-0.1509163,-0.33728683,0.22610918,0.79233277,1.6750046,0.0077903983,-0.010434644,0.0969995,-0.2708164,0.16941053,1.1254097,1.6652578,0.0036534527,-0.007949362,0.2978895,-0.46270376,0.32100248,-3.0347872,2.3875117,3.9593241,0.1798443,-0.60061824,-5.492411,-1.6671742,-0.5110707,0.32772902,-0.27977973,0.30203903,2.1256588,-5.6798778,2.5920372,0.02872873,0.12736209,0.038494334,-2.0734086,-2.1700895,3.356289,-2.1279922,0.06117077,0.11276824,-0.031890124
805,0.1927655,-0.07955048,-0.16465253,-0.35676622,-0.009462811,-0.16420327,-0.0025092412,0.106870934,-0.8648096,-0.12884575,-0.2834055,0.05259168,-0.3041018,-0.13700019,-0.3183281,0.21073279,0.80326015,1.6748748,0.007984319,-0.010450749,0.08000351,-0.28930065,0.1939546,1.0838879,1.6658686,0.0050461427,-0.00818641,0.3272352,-0.42630544,0.524221,-2.6291718,2.8396678,4.213598,0.22965685,-0.5695539,-4.7004733,-1.4350636,-0.33285406,-0.086564176,-0.4011705,2.0112202,1.7878524,0.8600236,0.19136429,-0.028244756,-0.02642708,-0.017140126,-1.4561303,-1.6573039,1.9039111,-5.4294553,0.05892389,0.14559111,-0.016798489
806,0.19184592,-0.08496745,-0.16015533,-0.37325728,0.0034221187,-0.12190405,0.0018428052,0.10198749,-0.9069693,-0.1416683,-0.2861487,0.04839762,-0.30897358,-0.113235526,-0.30163276,0.23314393,0.80061966,1.6746397,0.0077526798,-0.010635651,0.06020683,-0.3027753,0.19977254,1.0389061,1.6662945,0.0061730845,-0.007650289,-0.21593255,-0.46536452,0.5119119,-1.3353958,1.3959689,4.248078,0.41312018,-0.5370746,-3.9125462,-1.203999,-0.24755523,-0.49869448,-0.45344293,2.6095138,1.586834,3.0536566,-0.5344851,-0.019751111,-0.019576667,-0.017835893,-2.2800677,-1.1307366,-0.24973656,-3.945205,0.033116836,0.09268265,0.08222618
807,0.18758279,-0.08830111,-0.15396123,-0.38343662,0.021292908,-0.08010274,0.0056582023,0.09629469,-0.94216967,-0.15227936,-0.29016247,0.043098196,-0.31323725,-0.09024054,-0.28428203,0.24667537,0.81444514,1.6746595,0.008027997,-0.0101866145,0.022246884,-0.3095849,0.17173661,1.0384562,1.6667827,0.0067087226,-0.006143752,-0.54078025,-0.28264135,0.67472047,-0.7915732,1.9039838,4.170945,0.39699608,-0.5675975,-3.275656,-0.96924406,-0.4664744,-0.58008397,-0.41792998,2.1245503,1.8199178,0.35356516,2.5600975,0.0102180885,0.046356075,0.0691692,-4.7447815,-0.3946622,-4.3451433,2.3970137,0.05210807,0.0322994,0.17174904
808,0.17979275,-0.09132128,-0.14782164,-0.38546512,0.035286922,-0.037875313,0.010647567,0.09162038,-0.9713096,-0.1596286,-0.29385337,0.035941917,-0.31497967,-0.0689457,-0.27009127,0.26047987,0.84245634,1.6748291,0.008209259,-0.010055479,-0.011548229,-0.31984797,0.16653343,1.0438857,1.6670272,0.006457116,-0.005510651,-1.1459323,-0.47513404,0.40121022,0.5997074,-0.24949107,4.23169,0.7166094,-0.31248328,-2.6696546,-0.54264337,-0.29782042,-0.92474777,-0.1348982,2.1028965,1.1754642,1.9865102,2.9888053,0.020174231,0.005758253,-0.012447265,-2.587758,-1.4490744,1.7765356,-0.5151791,0.013745307,-0.0465575,0.015721725
809,0.16909796,-0.09397962,-0.14259487,-0.37859905,0.04064275,0.005197239,0.01632538,0.08777869,-0.9944456,-0.16220832,-0.2949801,0.02776767,-0.31353453,-0.046113275,-0.2625778,0.2843671,0.85916525,1.6751755,0.0083513195,-0.010954019,-0.03821815,-0.33044666,0.18564664,1.044903,1.6673344,0.0060493345,-0.005256293,-1.1662313,-0.15268686,0.5363936,0.8258762,0.8588785,4.2466335,0.4879824,-0.37078506,-2.0569034,-0.09636182,-0.092165135,-0.7463344,0.28062636,2.3817344,0.46836066,2.6118472,0.89166504,0.04046855,0.017638914,-0.1200673,-2.7043924,-0.81805354,2.003375,0.51130646,0.037224688,-0.03658218,0.028495774
810,0.15320003,-0.09476726,-0.1389328,-0.36644506,0.050237842,0.045282427,0.020736674,0.08587786,-1.0111055,-0.16181554,-0.29724187,0.021154653,-0.30932918,-0.025246987,-0.25352645,0.28311807,0.8522353,1.6758889,0.008651483,-0.012358968,-0.056803517,-0.3301399,0.19671758,1.0287738,1.6676456,0.006117722,-0.0055199326,-1.9361168,-0.041656706,0.20694621,1.4974382,0.95820934,3.8115702,0.41740316,-0.036728974,-1.4212317,0.12029686,-0.36922386,-0.5930569,0.45728013,1.9092537,1.1381267,-1.7679979,-1.6686959,0.0814541,0.031420443,-0.14352363,-1.3236542,0.55097485,0.54023385,-2.9074087,0.026896236,0.02459301,-0.047769003
811,0.1298919,-0.095702,-0.13861142,-0.34737772,0.053623263,0.08131061,0.025702093,0.08669404,-1.0225769,-0.15894364,-0.30319476,0.01515322,-0.30638275,-0.006849679,-0.2492031,0.26823008,0.8429508,1.6764582,0.00878634,-0.01302951,-0.07620834,-0.31267276,0.15715313,1.0059254,1.6681911,0.006950072,-0.00570051,-2.4250147,-0.11302035,0.01333234,2.0513678,0.14058325,3.556306,0.5343842,0.08463127,-0.98247385,0.4063233,-0.6527715,-0.61615753,0.26287106,1.7765139,-0.029158566,-1.3376558,-0.4689432,0.04420157,0.0054846606,-0.031384192,-2.2741797,2.4863324,-6.706517,-1.8986106,0.06268403,0.10183534,-0.0058770585
812,0.106549636,-0.09601203,-0.13741347,-0.3264483,0.057673693,0.11716644,0.030736338,0.08706239,-1.0297099,-0.15190786,-0.3082299,0.010010571,-0.30234018,0.011374159,-0.26188108,0.27811882,0.85085905,1.6768839,0.008521927,-0.012923408,-0.09373789,-0.2828068,0.100323826,0.97180873,1.6689583,0.007012362,-0.0062244684,-2.2936904,-0.010464265,0.19261602,2.13054,0.5014464,3.5699835,0.51450723,0.000103206075,-0.51436245,0.9385453,-0.42509758,-0.48337686,0.49558985,1.8501208,-2.0356758,2.3757634,1.5740371,0.041968692,-0.037287824,0.027877197,-1.4427489,3.2919202,-5.070349,-4.338373,0.08108909,-0.036925595,-0.0697362
813,0.082441196,-0.09907552,-0.13578397,-0.30394554,0.057215754,0.15121128,0.038293373,0.08609702,-1.0315986,-0.13916235,-0.3141343,0.0012764671,-0.29906172,0.028421663,-0.27740318,0.288077,0.86888605,1.6771482,0.0083318865,-0.012433927,-0.11380375,-0.25256544,0.031411055,0.9480245,1.6698211,0.0071532545,-0.006238824,-2.335193,-0.37055615,0.24757133,2.1021867,0.30560344,3.3530812,0.7759683,-0.19290978,0.0035801027,1.5346805,-0.6545616,-1.0152712,0.28285557,1.6282368,-1.2702968,0.17081054,1.9236442,0.01753684,-0.011589333,0.056397878,-2.3066964,2.8782954,-7.9683304,-1.1915126,0.0847218,0.035594944,0.026588753
814,0.060738917,-0.10276225,-0.13297454,-0.2828991,0.060489208,0.18538798,0.045730386,0.08357727,-1.0288675,-0.12038003,-0.3190907,-0.009394208,-0.29434136,0.041752283,-0.29422972,0.28748864,0.88105917,1.677121,0.008193092,-0.012440508,-0.13619593,-0.2237428,-0.05826424,0.94607633,1.6705503,0.007537747,-0.005805768,-2.1717758,-0.44510928,0.20014083,2.3068547,-0.27796963,3.4307594,0.804675,-0.2583422,0.4671126,2.046686,-0.3990978,-1.1584854,0.5568125,1.1090543,-1.9621775,-0.20624864,0.79364544,-0.011784878,-0.014926619,-0.02540297,-2.1829813,2.8722873,-9.562822,0.45397168,0.064464904,0.037970204,0.0481484
815,0.040104613,-0.10559375,-0.13093872,-0.25988278,0.061984144,0.21977708,0.051911462,0.08118983,-1.0212573,-0.098005354,-0.32119268,-0.01934481,-0.2841824,0.037026394,-0.31435373,0.25804618,0.8982447,1.6772087,0.0080170985,-0.01276584,-0.15182489,-0.20427044,-0.116351984,0.95164764,1.6709139,0.007122686,-0.0055335686,-2.0885599,-0.17219749,0.16048871,2.3685498,0.3155702,3.3784273,0.49800175,-0.19444053,0.9709076,2.3394585,-0.14051668,-0.870349,1.2763649,-1.4612194,-2.0714338,-4.546323,2.2590625,0.015492313,-0.020794604,-0.03608625,-1.2218808,1.3881999,-3.56746,0.6183687,0.025025124,-0.07188094,0.01792666
816,0.016104203,-0.107036814,-0.1302378,-0.23424193,0.061755233,0.25018623,0.056345627,0.07935596,-1.0084171,-0.07363909,-0.3252806,-0.027268937,-0.26996508,0.013907506,-0.33361396,0.19353563,0.9437454,1.677402,0.007939454,-0.012280423,-0.15983489,-0.2064616,-0.10005999,0.9624338,1.6712261,0.006079041,-0.0054000043,-2.4882655,-0.08324627,0.06752481,2.5647712,0.084332146,2.8803973,0.3533087,-0.20429875,1.4751967,2.5101786,-0.5307058,-0.7063796,1.5350862,-2.803255,-1.8145524,-7.5451574,5.9184294,0.01866879,-0.0028126845,0.08188211,-0.53672945,-1.1826522,4.758015,1.3577853,0.036443066,-0.10997895,0.011097319
817,-0.008104002,-0.107087925,-0.1297476,-0.20847285,0.062010743,0.27845615,0.05859086,0.07702492,-0.99081296,-0.047081217,-0.32984203,-0.033764187,-0.2562391,-0.008986534,-0.3474327,0.1200374,0.99092954,1.6773086,0.007668958,-0.01173199,-0.17084204,-0.2125463,-0.07097201,0.9885441,1.6718594,0.005624144,-0.0052294657,-2.3579988,0.084224425,0.0464341,2.547372,0.054594684,2.788049,0.09952545,-0.24197386,1.9411249,2.7791584,-0.40130064,-0.57090735,1.2966454,-1.9742739,-1.1258745,-7.2582927,4.0130153,-0.021337628,-0.037340164,0.04246425,-1.4458867,-0.25136685,1.8095264,3.3566175,0.0720744,-0.016592445,0.017549863
818,-0.030343572,-0.10554025,-0.12918282,-0.18337853,0.06308804,0.3056288,0.058345295,0.07446034,-0.96770704,-0.01823226,-0.33177665,-0.039104275,-0.24439228,-0.020626545,-0.35522762,0.059288442,1.0121533,1.6772269,0.007040489,-0.011619284,-0.17659368,-0.20902434,-0.06697249,0.9850231,1.6725515,0.005967356,-0.0061070924,-2.1813755,0.19894083,0.06233541,2.4836879,0.15802082,2.6154208,-0.10049837,-0.2555403,2.5675867,2.94157,-0.106719494,-0.5114042,1.112307,-0.6670986,-0.5590084,-5.393676,0.99198335,-0.0008037791,-0.07161035,-0.00063874223,-0.03915268,0.71822083,-0.46883866,-2.6434817,0.06524523,0.053744096,-0.12818614
819,-0.052368335,-0.10315524,-0.12836586,-0.15958913,0.0639024,0.3291194,0.056385953,0.07182706,-0.9387232,0.01186056,-0.33360487,-0.04422473,-0.23706123,-0.014419417,-0.3691817,0.053349517,1.0158697,1.677126,0.0056763072,-0.011350945,-0.1850248,-0.20014237,-0.08238828,0.96873724,1.6730245,0.006235177,-0.006768413,-2.1560965,0.2866093,0.13165072,2.2342322,0.21857756,2.1974795,-0.28712255,-0.27319536,3.110373,3.0354877,-0.21202596,-0.49188924,0.5221543,1.405532,-1.8839284,2.295142,0.018188909,-0.010867917,-0.15602574,0.039536785,-1.3355552,0.9909218,-2.1686144,-1.0199966,0.03699763,0.0129441945,-0.037462734
820,-0.07261534,-0.099488564,-0.12646864,-0.13971703,0.06726333,0.34934768,0.05210086,0.069244854,-0.90489995,0.042459693,-0.3358795,-0.048540697,-0.23326541,0.0024017973,-0.38826966,0.08652067,1.023599,1.677107,0.0044927103,-0.0106229335,-0.20575961,-0.18786827,-0.11672454,0.9704081,1.6733634,0.006338432,-0.006814802,-1.9205266,0.42111802,0.23045045,1.8234799,0.36361098,1.9229718,-0.52289265,-0.23997837,3.5470648,3.0713422,-0.21899334,-0.38851315,0.3011567,1.8666388,-1.9121941,3.9399147,1.2561053,0.0025739248,-0.09645381,0.08460687,-2.529388,1.3730435,-4.171542,0.89067435,0.030392483,0.007862956,0.008637763
821,-0.08960867,-0.094207115,-0.12369239,-0.12372803,0.07200495,0.36780548,0.04541267,0.06761545,-0.8668623,0.073032804,-0.33668306,-0.05137429,-0.22848308,0.015338928,-0.39953288,0.101284735,1.039938,1.6773472,0.004334032,-0.010098008,-0.23143946,-0.17457028,-0.1556367,0.9787565,1.6735035,0.0061698877,-0.0068532815,-1.5807458,0.58201844,0.29084647,1.4744586,0.48312348,1.7731426,-0.7455497,-0.107836284,3.9873319,3.0344582,-0.0021509742,-0.22841649,0.5776137,0.9368547,-0.6436146,-0.004234448,1.8448024,0.03134495,0.018315667,0.035838693,-2.6020846,1.2992668,-3.7232344,0.8036035,0.0063053058,-0.027213385,-0.009254172
822,-0.104059145,-0.08743251,-0.12003866,-0.11113219,0.07859828,0.38381124,0.036726695,0.067347266,-0.8239665,0.10265458,-0.3361072,-0.052759018,-0.22189693,0.02517352,-0.4028432,0.09852496,1.0540042,1.6776572,0.0045258286,-0.010011746,-0.25804752,-0.16565883,-0.17836542,0.98817015,1.6734617,0.0055869278,-0.0069089886,-1.3178664,0.650974,0.32856745,1.1485403,0.40773025,1.5217179,-0.88160926,-0.0074601276,4.4973855,2.9080503,0.14006905,-0.1580392,0.70826024,1.0013682,-0.12399264,-0.4360768,1.1421772,0.029771563,0.018631566,-0.0033546959,-2.7270398,0.6355219,-1.3967481,1.0410703,-0.00789515,-0.06881108,-0.0035665056
823,-0.11633045,-0.07962219,-0.11448469,-0.10258326,0.08769101,0.39636528,0.026261162,0.0677683,-0.7758509,0.1307119,-0.33528465,-0.053103194,-0.21373543,0.039153643,-0.40425086,0.099621855,1.0579286,1.6778908,0.004699403,-0.010092908,-0.28412744,-0.16508117,-0.17518423,0.9988945,1.6733779,0.0048410394,-0.006842926,-1.1513497,0.840992,0.69066703,0.6708575,1.1497364,1.0956212,-1.1368865,0.05854986,5.018878,2.7287273,0.061259657,0.023955122,0.8893528,1.6421995,-0.14275318,0.4372985,-0.07502297,0.020174589,0.016690088,-0.0091488045,-2.5351975,-0.2976409,1.355996,1.0944396,-0.0071611456,-0.07294933,0.011152718
824,-0.12709856,-0.07209745,-0.10797259,-0.0971814,0.09627959,0.40527984,0.015263844,0.068317324,-0.722523,0.15659806,-0.33481634,-0.053995073,-0.20447057,0.05348888,-0.3991599,0.09000745,1.0557603,1.677983,0.0049342425,-0.010213749,-0.31015062,-0.16946857,-0.16681114,1.0148073,1.6733013,0.0048424816,-0.0066000517,-1.0662751,0.74120164,0.6486523,0.4551732,0.8630191,0.7370381,-1.1014937,0.08192964,5.5316668,2.49793,0.008646372,-0.12006794,0.9288801,1.3172323,0.91549623,-1.8079139,-0.3161551,0.0032078759,0.02413024,-0.013075249,-2.634194,-0.5368901,0.51903933,1.893713,-0.008024189,0.032456085,0.028715735
825,-0.13726956,-0.06292315,-0.10074831,-0.09350685,0.10734191,0.4115773,0.0027647607,0.07041592,-0.665561,0.18091853,-0.33442524,-0.05296535,-0.19462816,0.064051345,-0.39629933,0.0805968,1.0639695,1.6778598,0.004880909,-0.010123173,-0.33488446,-0.17166875,-0.16865647,1.0289173,1.6732665,0.005267136,-0.006508802,-0.9580696,0.9389573,0.6618622,0.41081274,0.7490367,0.62476045,-1.2706305,0.25616038,5.7856283,2.379995,0.12891626,0.16351882,1.0142978,0.86973745,-0.10232303,-0.41275874,1.5365928,-0.018556748,-0.017196374,0.017609628,-2.3950477,-0.03440949,-0.6093213,1.1261684,-0.0018187045,0.044779167,0.00057904975
826,-0.14713801,-0.052366458,-0.092983596,-0.089311086,0.1188206,0.41668746,-0.010718447,0.07385942,-0.6068294,0.20377982,-0.3325394,-0.049841847,-0.18474415,0.07814204,-0.4038822,0.094084226,1.0734764,1.6775575,0.0045853583,-0.010078947,-0.35408065,-0.17016627,-0.17916256,1.024255,1.6733664,0.005703681,-0.0067472197,-1.0240927,1.0819917,0.83126813,0.46735305,1.3149972,0.4441412,-1.3461896,0.39206117,5.8874774,2.2326515,0.24092211,0.35896412,0.968169,1.7338898,-1.154883,2.4084842,0.58832026,-0.033338338,-0.032360572,-0.0009260271,-1.6240249,0.25400743,-1.3229265,-1.4666871,0.01492522,0.040900502,-0.032292575
827,-0.15772668,-0.043251466,-0.08463054,-0.08385369,0.12837835,0.4201768,-0.022715427,0.077230655,-0.54869854,0.22521883,-0.3297067,-0.04767871,-0.1751797,0.10189544,-0.41608828,0.12325808,1.0723935,1.6772932,0.0045763045,-0.009947311,-0.3684894,-0.17456186,-0.17575385,1.0044003,1.6735258,0.005644757,-0.0068831993,-1.0784456,0.88829136,0.9598986,0.4933165,1.2503455,0.26923424,-1.1780398,0.3205337,5.7267256,2.0828338,0.27352285,0.20045923,0.9699828,2.798331,-1.2599505,3.23147,-0.5547587,-0.022100257,0.013754778,0.01970997,-1.3002429,-0.8550608,1.3715988,-2.3383791,0.017107286,-0.024759697,-0.003992616
828,-0.16841947,-0.035714086,-0.07586759,-0.07877969,0.13738395,0.42320174,-0.03294384,0.08045428,-0.49431887,0.24517293,-0.32697508,-0.046970315,-0.16301022,0.11817166,-0.4218152,0.124278404,1.0828549,1.6770135,0.005021968,-0.009510862,-0.37789154,-0.1927972,-0.1448452,0.9871468,1.6736274,0.005470408,-0.0064286366,-1.1127914,0.822235,0.8871612,0.44834515,1.268065,0.31410316,-1.0230036,0.40158346,5.18607,1.94239,0.21209829,0.14320688,1.335419,0.92983186,-0.17902626,-1.784299,2.0065846,-0.031702567,0.053763535,0.050937545,-0.67529243,-2.4107854,4.14163,-1.3380305,0.0077494206,-0.011362036,0.06558972
