Timestep,q_hip_flexion_r,q_hip_adduction_r,q_hip_rotation_r,q_knee_angle_r,q_ankle_angle_r,q_hip_flexion_l,q_hip_adduction_l,q_hip_rotation_l,q_knee_angle_l,q_ankle_angle_l,q_lumbar_extension,q_lumbar_bending,q_lumbar_rotation,q_arm_flex_r,q_arm_add_r,q_arm_rot_r,q_elbow_flex_r,q_pro_sup_r,q_wrist_flex_r,q_wrist_dev_r,q_arm_flex_l,q_arm_add_l,q_arm_rot_l,q_elbow_flex_l,q_pro_sup_l,q_wrist_flex_l,q_wrist_dev_l,dq_hip_flexion_r,dq_hip_adduction_r,dq_hip_rotation_r,dq_knee_angle_r,dq_ankle_angle_r,dq_hip_flexion_l,dq_hip_adduction_l,dq_hip_rotation_l,dq_knee_angle_l,dq_ankle_angle_l,dq_lumbar_extension,dq_lumbar_bending,dq_lumbar_rotation,dq_arm_flex_r,dq_arm_add_r,dq_arm_rot_r,dq_elbow_flex_r,dq_pro_sup_r,dq_wrist_flex_r,dq_wrist_dev_r,dq_arm_flex_l,dq_arm_add_l,dq_arm_rot_l,dq_elbow_flex_l,dq_pro_sup_l,dq_wrist_flex_l,dq_wrist_dev_l
0,0.37390357,-0.041153222,-0.25065416,-0.12486328,0.106505536,-0.42911187,-0.064425275,0.13951506,-0.11263429,0.33137262,-0.30135426,0.036621172,-0.21473527,-0.3870408,-0.30346245,0.22386204,0.7159159,1.5320765,0.0,0.0,0.33184445,-0.45852667,0.14266732,1.1799092,1.4415534,0.0,0.0,0.007847714,0.26250982,0.08707055,-1.5997552,-4.132255,-0.6247629,-0.5294694,0.9674107,-1.4140688,-0.24610882,0.3223383,0.43241638,-0.42338407,0.4160753,0.08035709,0.59338766,-1.4283282,0.24722673,0.0,0.0,-0.24633905,0.39962775,-0.6375134,0.14297496,0.20146123,0.0,0.0
1,0.37147316,-0.033279102,-0.24953422,-0.13841954,0.025709966,-0.4381521,-0.07371339,0.15017727,-0.12933666,0.33403915,-0.3029333,0.0479958,-0.20585097,-0.41175,-0.2851084,0.14353488,0.74921405,1.6617832,5.246936e-05,-0.0010425274,0.35562995,-0.45026657,0.18422402,1.1801419,1.6247303,-0.0012931294,-0.00017890631,-0.5810718,0.9976637,-0.35759136,-1.1865263,-9.519264,-1.0212071,-1.2976161,1.3204848,-1.9233476,0.1986114,-0.48545393,1.6704249,1.4172636,-4.1391454,2.8678904,-12.010966,6.073247,9.637674,0.016768463,-0.13278978,4.033638,1.0496182,7.6461606,-0.1126323,20.85633,-0.1368688,-0.009537065
2,0.37044704,-0.029076707,-0.25612706,-0.15265687,-0.07299237,-0.4396487,-0.08399227,0.16815516,-0.15457597,0.33084172,-0.30251768,0.061766285,-0.19749247,-0.43060496,-0.24328887,0.047792133,0.74732167,1.7110343,0.00010234093,-0.0034471126,0.39402646,-0.44079906,0.27634156,1.1758596,1.732426,-0.0021496755,-0.0011474694,0.12325912,-0.07190556,-0.7457939,-1.6427768,-9.758532,0.29911044,-0.72975045,2.0609798,-2.8590367,-0.68429345,0.28985524,1.0308877,0.40886548,-0.50093406,4.9731297,-8.377419,-3.9708216,2.6533968,-0.009132391,-0.27297443,3.719345,0.8854677,10.07756,-0.5864057,5.8948298,-0.05939193,-0.109049335
3,0.3718887,-0.033758532,-0.2642141,-0.17184494,-0.16144912,-0.43402246,-0.08921641,0.18941149,-0.18589829,0.32014313,-0.29851663,0.07036512,-0.20734979,-0.409351,-0.20795144,0.037291422,0.67706776,1.7195094,-0.00067504664,-0.0054445104,0.39742023,-0.42319623,0.3013106,1.1816397,1.7533973,-0.00095821766,-0.002296633,0.13893136,-0.62473583,-0.8078275,-2.0962334,-8.119904,0.675969,-0.43633524,2.0647798,-3.265922,-1.2818061,0.46161455,0.813116,-1.7624353,3.6511345,2.7122447,3.2792826,-8.89047,0.013845181,-0.08659982,-0.15590502,-1.7569443,2.2683914,-2.1207347,1.2098571,0.32057136,0.18710463,-0.11575132
4,0.37273666,-0.039658684,-0.2711593,-0.19552645,-0.23061505,-0.42760894,-0.09305307,0.20605202,-0.21969083,0.3055198,-0.29414704,0.08006188,-0.2323184,-0.37042022,-0.20028287,0.12598436,0.6240099,1.7144059,-0.00078696694,-0.005735457,0.35536748,-0.39581025,0.22895324,1.1985236,1.7444539,0.0015468512,-0.003630236,0.0803047,-0.5660881,-0.6045728,-2.5349774,-6.144541,0.64828277,-0.3221025,1.3839967,-3.4660864,-1.5898771,0.4511153,1.0424936,-2.904801,4.036165,-0.38012907,12.242583,-2.929343,-0.72616416,0.031249085,0.025136441,-5.6403513,3.039096,-10.205127,1.9437956,-1.4147888,0.2628346,-0.13834201
5,0.37073004,-0.044480726,-0.2739908,-0.22307166,-0.25283667,-0.42224,-0.09518925,0.21598919,-0.2563285,0.28831422,-0.2909167,0.09163573,-0.2610487,-0.33629912,-0.21368763,0.24317177,0.6379326,1.7066091,0.0009222358,-0.005466686,0.30174437,-0.36570823,0.1396021,1.2100796,1.7281154,0.0027407354,-0.0048524514,-0.45191526,-0.4723488,0.057764646,-2.8708062,2.2164876,0.53497255,-0.08975473,0.8277431,-3.8415189,-1.7996186,0.3005425,1.1535171,-2.9374833,3.0603406,-2.019141,11.366141,4.1235023,-0.7797488,0.24884377,0.021692196,-5.2300487,2.951896,-8.15431,0.6780552,-1.679445,0.052270766,-0.10990071
6,0.36412424,-0.04734299,-0.27028945,-0.25112456,-0.19573553,-0.41535383,-0.095060274,0.22051758,-0.2981317,0.26930735,-0.2875064,0.10454878,-0.28849187,-0.3089237,-0.23374246,0.30019653,0.68189764,1.6991875,0.0039811707,-0.006332373,0.2472962,-0.33783337,0.0645705,1.2356178,1.7125964,0.0027134924,-0.0050215404,-0.41085982,0.054208647,0.66018474,-3.1062229,6.4835043,0.8609809,-0.061242573,-0.041178048,-4.4638658,-1.9938903,0.33683246,1.620619,-2.3252954,2.6228302,-2.1512544,2.4845927,4.5306234,-0.70674706,0.31645626,-0.13243662,-5.501889,2.8146813,-7.0981812,3.6078901,-1.444356,-0.026555864,0.022472335
7,0.36116812,-0.047388583,-0.26355872,-0.2850759,-0.17023796,-0.4069473,-0.09248764,0.21595067,-0.34783486,0.2449765,-0.28934127,0.11983957,-0.30409038,-0.2919772,-0.26272726,0.3173976,0.7579129,1.6925119,0.0059077432,-0.0074631525,0.20398217,-0.31754294,0.0175858,1.2708074,1.7001175,0.0021266516,-0.004829567,-0.092557356,-0.10431145,0.9691862,-3.7697961,1.1337165,0.86795956,0.6119767,-0.76404697,-5.2990465,-2.7467525,-0.49435413,1.2979656,-0.9816966,1.1484241,-3.3486247,1.2747797,9.405407,-0.62974155,0.1297746,-0.10499258,-3.6077893,1.4878767,-3.254641,3.4871097,-1.1182714,-0.06888215,0.017895421
8,0.35943347,-0.04894094,-0.25269455,-0.32193497,-0.13054124,-0.3949747,-0.08429678,0.20876257,-0.40499422,0.21217704,-0.293826,0.13137145,-0.31045067,-0.27659094,-0.28201184,0.2826265,0.80177,1.6872416,0.007579072,-0.009852362,0.17586689,-0.30661386,0.008197488,1.280652,1.6902796,0.0014643354,-0.005575717,-0.12226405,0.030465683,1.1770601,-3.745246,4.6691036,1.3986562,0.7351846,-0.830962,-5.9566164,-3.6122668,-0.44669813,1.3130608,-0.31094608,1.7925138,-1.1702236,-6.1856303,1.3701233,-0.46752405,0.17417206,-0.28570005,-2.2987628,0.9069447,0.45420924,-0.62092495,-0.889983,-0.06074941,-0.111314915
9,0.35593626,-0.049236372,-0.2454393,-0.35429153,-0.1101438,-0.37816355,-0.07730884,0.2018618,-0.46682554,0.16978912,-0.29755613,0.14461017,-0.31382388,-0.25673753,-0.29270032,0.22615215,0.7923083,1.683264,0.008219009,-0.012422491,0.15191507,-0.29398137,0.005997559,1.2577261,1.6827655,0.0014522903,-0.00675909,-0.27775586,0.053908262,0.7644419,-3.2038918,1.7611225,1.9016479,0.64861757,-0.7421589,-6.2785583,-4.685325,-0.27750486,1.3585104,-0.23325484,2.09547,-1.0516776,-5.3155828,-2.3864245,-0.3532368,0.012299216,-0.23322295,-2.4452791,1.5061336,-0.6431575,-3.393633,-0.6649805,0.02462636,-0.116113685
10,0.34727,-0.048806656,-0.23776187,-0.38113725,-0.07597312,-0.35993248,-0.07018878,0.19551931,-0.52972895,0.11522857,-0.30332342,0.15617947,-0.31952953,-0.21761751,-0.31755197,0.25079036,0.7433041,1.6800178,0.007230818,-0.0144215105,0.12378237,-0.2820914,-0.00713024,1.2208661,1.6775056,0.0021542518,-0.0074436953,-0.9808891,0.15612543,0.98833513,-2.659288,3.638651,1.795623,0.72642636,-0.75094295,-6.258764,-5.896677,-0.7592194,1.086629,-0.56108785,5.0121956,-3.3103256,7.1898856,-6.4505577,-0.29609117,-0.13589498,-0.1747397,-2.9913342,1.0286065,-1.7046646,-3.9439735,-0.44659328,0.087921426,-0.044804472
11,0.33563173,-0.048626173,-0.22741276,-0.40435323,-0.05380568,-0.3412611,-0.06064572,0.18811768,-0.5915592,0.053368997,-0.31214496,0.1635417,-0.32123405,-0.18398345,-0.3465981,0.3053502,0.7050537,1.6780274,0.006311168,-0.015061039,0.09480651,-0.28337568,0.00081027846,1.1886398,1.6741279,0.002643994,-0.0073803603,-1.0229856,-0.0050889477,1.2477698,-2.3979766,2.3317351,2.030883,1.060236,-0.8094584,-6.139671,-6.2892194,-0.85713756,0.5390467,0.12040151,2.3307686,-2.696855,4.391111,-2.2414021,-0.15080333,-0.0718477,-0.015329882,-2.8653066,-0.8316544,2.3413427,-2.773209,-0.27670312,0.03311597,0.028355904
12,0.32474276,-0.049090497,-0.21492907,-0.42741013,-0.0269621,-0.31917676,-0.05026223,0.18090363,-0.6521985,-0.00929069,-0.32108656,0.16720599,-0.31788135,-0.1756889,-0.36537448,0.31769824,0.6939918,1.6770756,0.0059114797,-0.015046692,0.06999911,-0.29496655,0.02753295,1.1609182,1.671951,0.003398759,-0.006906013,-1.1927572,-0.06696344,1.1553736,-2.1471603,2.785268,2.3291748,0.97506595,-0.63443273,-6.0059147,-6.1884723,-0.89712995,0.29368773,0.4098894,-0.12125212,-1.3908045,-0.6296445,-0.43487215,-0.06973404,-0.0277396,0.007297048,-2.2558355,-1.3718886,2.8498185,-2.7432082,-0.18398537,0.09256504,0.054580767
13,0.30853698,-0.050853506,-0.20720886,-0.4416289,-0.009005956,-0.29431126,-0.041246608,0.17632644,-0.71125776,-0.064673506,-0.32998264,0.16866931,-0.31511045,-0.18107438,-0.3727592,0.3095259,0.68979406,1.6765132,0.005571178,-0.014856138,0.0515532,-0.30192074,0.036843784,1.1269228,1.6707344,0.0048000226,-0.006312,-1.7567079,-0.1931169,0.6238747,-1.0653524,1.4630561,2.647781,0.8277948,-0.43889645,-5.8307385,-4.8502254,-0.8103567,0.0705534,0.25715426,-0.8294672,-0.32781497,-0.91887283,-0.39421725,-0.0486753,-0.03598755,0.023695134,-1.5829971,-0.26883608,-0.2857202,-3.8200467,-0.0905931,0.15458146,0.060236648
14,0.2901348,-0.050921906,-0.20155227,-0.4500568,0.009766105,-0.2663476,-0.035314605,0.17132051,-0.7682887,-0.099978775,-0.33809462,0.17070901,-0.31109935,-0.19737566,-0.3795627,0.3047704,0.71231306,1.6761193,0.005436899,-0.014068337,0.03772903,-0.30395928,0.03483223,1.0985607,1.6701721,0.0058986405,-0.0053829206,-1.8568056,0.07371056,0.5064493,-0.67699516,2.0232873,2.94644,0.4728374,-0.5098758,-5.613773,-2.756058,-0.75620186,0.2587207,0.46880886,-2.1269507,-0.87048155,-0.20414829,3.847807,-0.033746876,-0.0018220313,0.097780414,-1.266401,-0.16526727,-0.15863869,-2.1960738,-0.039115947,0.08647906,0.103552684
15,0.27100375,-0.050475128,-0.19747084,-0.4543464,0.029784637,-0.2347943,-0.031122467,0.16660446,-0.8226944,-0.1224193,-0.34542996,0.17242211,-0.3073985,-0.21691507,-0.38360566,0.302365,0.75643116,1.6759294,0.005635537,-0.01293579,0.025234437,-0.30720913,0.036169473,1.0878644,1.6701193,0.006365833,-0.004496805,-1.8777045,0.035965323,0.3596435,-0.32749587,1.8981267,3.3110914,0.381685,-0.4853218,-5.3133626,-1.9590919,-0.6990472,0.11273109,0.3440362,-1.8273011,-0.0897912,-0.26136082,4.753477,-0.011697689,0.029338373,0.11590633,-1.233127,-0.41933128,0.31441438,-0.35527018,0.010100672,0.027922876,0.07784864
16,0.25147453,-0.051256504,-0.19543733,-0.45407698,0.039432142,-0.19989102,-0.026968634,0.16183871,-0.87359595,-0.13785495,-0.35241523,0.17140222,-0.30627328,-0.22405492,-0.37584797,0.30164808,0.78986174,1.6758819,0.0061458177,-0.012006005,0.009535621,-0.31295797,0.03504561,1.1009822,1.6704834,0.0066765575,-0.003792021,-1.9023969,-0.12963007,0.18370566,0.14618388,0.6934406,3.6389277,0.43297443,-0.52675265,-4.935705,-1.2491672,-0.6613539,-0.24777208,0.013182683,-0.022969859,1.3276145,0.027262527,2.5107117,-0.0012872199,0.05914969,0.08148311,-1.7703633,-0.67056483,-0.364613,2.348066,0.046629272,0.03140213,0.06294696
17,0.23460144,-0.051998787,-0.19286382,-0.45264432,0.050547548,-0.16114254,-0.023205845,0.15565738,-0.91999847,-0.147875,-0.3572302,0.16832636,-0.30619836,-0.22120465,-0.3588858,0.29619867,0.8178717,1.6759835,0.0068436195,-0.011156619,-0.005079338,-0.31605726,0.022937061,1.1121206,1.6708663,0.007203743,-0.0039433916,-1.6005926,-0.07736765,0.2920413,0.18849623,1.2785115,3.9901645,0.38026184,-0.6452859,-4.4234924,-0.8818602,-0.38578716,-0.38506088,-0.021772766,0.4983996,1.9451672,-0.87202954,2.9762163,0.014528158,0.071868494,0.083332986,-1.2707075,-0.101454556,-1.7305756,0.35524943,0.032896753,0.059401732,-0.048380483
18,0.21947062,-0.0528868,-0.18957399,-0.44897628,0.063671365,-0.119791605,-0.018981969,0.14911179,-0.9606139,-0.15472189,-0.3589932,0.1634829,-0.30509368,-0.21506888,-0.33610052,0.2773687,0.8425852,1.6761762,0.007673666,-0.010744043,-0.010298939,-0.317029,0.015024823,1.1005341,1.6711166,0.0074908836,-0.00463846,-1.4859779,-0.116806634,0.35210705,0.49496055,1.2978408,4.1969385,0.47110108,-0.65348184,-3.8096006,-0.55793387,-0.062118173,-0.5702718,0.1810429,0.7028269,2.4821124,-2.469274,2.1611035,0.02008523,0.08424021,0.021454135,-0.05827719,-0.09447604,-0.22942156,-2.0890038,0.021375803,0.014660326,-0.07490803
19,0.20533523,-0.053615104,-0.18570128,-0.441678,0.0757525,-0.07682927,-0.014193363,0.1424075,-0.9947681,-0.15812035,-0.35692012,0.15765111,-0.3029639,-0.20531924,-0.3169644,0.26066178,0.8608371,1.6763566,0.008443183,-0.010953498,-0.0125706,-0.3176868,0.019416625,1.0788122,1.6709821,0.007444021,-0.0052048042,-1.4280832,-0.035212886,0.3918237,0.9169103,1.1277207,4.314781,0.47139734,-0.6689863,-3.1468976,-0.2111565,0.3408644,-0.5763997,0.22650076,1.1459188,1.541176,-1.2028505,1.6198553,0.017036628,0.07172582,-0.038829185,-0.33708474,-0.04066328,0.860719,-2.217334,-0.028383685,-0.012516384,-0.046368368
20,0.19072899,-0.053746093,-0.18192382,-0.42997393,0.08584041,-0.033583794,-0.009471018,0.13593636,-1.0222889,-0.15863384,-0.35175028,0.15159892,-0.30043504,-0.19207646,-0.30344164,0.24828747,0.86699086,1.6764046,0.009047544,-0.0116528245,-0.01897793,-0.32084128,0.03982266,1.0635973,1.6705325,0.0071461443,-0.00543676,-1.4893374,0.0034899677,0.36413068,1.3381743,0.9261914,4.3232007,0.46997166,-0.62927985,-2.4932952,0.05117115,0.62497306,-0.6172942,0.26814395,1.4297171,1.2136352,-1.266407,-0.0019376854,-0.00075456314,0.053080723,-0.08052176,-0.8376878,-0.47625318,2.773412,-1.0763193,-0.050462496,-0.03509322,-0.012644428
21,0.1730936,-0.054026037,-0.17902958,-0.41269743,0.08944857,0.007952978,-0.0040756622,0.13015674,-1.0437156,-0.15557274,-0.34625003,0.14504418,-0.29781362,-0.175771,-0.30065808,0.25310856,0.8763307,1.6763074,0.009162569,-0.012057237,-0.027684493,-0.32780626,0.078114055,1.0610454,1.6701435,0.0069115483,-0.005342214,-1.9171674,-0.094546914,0.23443986,2.0175545,-0.20335399,4.0790977,0.63004184,-0.5568042,-1.9228531,0.51247746,0.54033756,-0.7274104,0.25245836,1.7481248,-0.30141163,1.521927,1.5196234,-0.012364353,-0.0056125685,-0.022023937,-0.89590573,-0.8332037,4.4822135,0.27699953,-0.032009795,-0.016149107,0.018267231
22,0.15205558,-0.05440869,-0.17508115,-0.39234096,0.091290265,0.04583761,0.0023009884,0.12400989,-1.0594436,-0.1480738,-0.34324214,0.13820207,-0.29468167,-0.1576738,-0.31241643,0.26737735,0.91294557,1.676487,0.009294123,-0.011779456,-0.03409823,-0.33479267,0.12660535,1.0563209,1.669985,0.006967203,-0.0055422476,-2.2908301,-0.03921575,0.49032828,2.070456,0.35344464,3.5388567,0.68025553,-0.6402594,-1.3327781,0.8808622,0.08240952,-0.6936105,0.33268103,1.9104668,-1.7325513,1.3858509,4.9633307,0.030516194,0.020842075,0.04658626,-0.48321927,-0.61794204,5.0714707,-0.9222774,-0.00783946,0.015494545,-0.035582766
23,0.12813766,-0.055678383,-0.16916087,-0.371435,0.09612902,0.07913554,0.010195698,0.11734548,-1.0692965,-0.13623942,-0.3436872,0.13000149,-0.28978294,-0.14637281,-0.32374036,0.24003012,0.9622061,1.677028,0.010012262,-0.011932057,-0.041816417,-0.33383542,0.1562123,1.0514634,1.6699888,0.007571824,-0.0057276594,-2.4964635,-0.19452265,0.6523216,2.1180863,0.53013396,3.1566238,0.86704504,-0.6840778,-0.7527434,1.4358553,-0.16332181,-0.9129404,0.58556086,0.6676614,-0.78831106,-5.1235313,4.8799095,0.0597186,0.088327624,-0.043012835,-0.95269334,0.5210638,1.660166,-0.21878293,0.0027310965,0.07637036,-0.010895031
24,0.10287487,-0.059714075,-0.16283731,-0.34988388,0.101618685,0.10987717,0.020336222,0.11041524,-1.0733919,-0.118066825,-0.34501246,0.11781679,-0.2871393,-0.12831599,-0.3204488,0.17858787,0.971794,1.6774241,0.010783744,-0.012905357,-0.057483748,-0.3291776,0.16522469,1.0479305,1.6702045,0.008071512,-0.0061610527,-2.5160725,-0.49823827,0.61003774,2.1908987,0.53944296,3.0605838,1.0620162,-0.7087595,-0.20567738,2.1146958,-0.075541444,-1.3709148,0.076972656,2.5155673,0.9959218,-6.8058887,-1.434889,0.029408842,0.067039184,-0.114490144,-1.9592117,0.43642777,0.44327205,-0.45928985,0.029015714,0.03568303,-0.056512143
25,0.07694407,-0.0631101,-0.1563009,-0.3267851,0.10586506,0.13947175,0.029030066,0.10259905,-1.0734632,-0.09247907,-0.34634417,0.10559354,-0.28728217,-0.10086976,-0.329324,0.15330525,0.9794386,1.677614,0.010466924,-0.013052763,-0.086312264,-0.31971893,0.15062177,1.0490755,1.6708215,0.00834406,-0.006465624,-2.65281,-0.20110252,0.6921985,2.4057856,0.33237508,2.8946633,0.70642704,-0.8339477,0.116900295,2.785266,-0.18073131,-1.0914679,-0.020921798,2.845584,-2.0578685,0.04066402,2.1303198,0.015862335,-0.06966223,0.028789388,-3.4325252,1.2693336,-2.574369,0.44558737,0.07322001,0.020818008,-0.01873922
26,0.048597783,-0.06394896,-0.15072766,-0.29945526,0.103969365,0.16797498,0.034522805,0.09489968,-1.0704776,-0.06326043,-0.34838954,0.09571973,-0.2860454,-0.07552418,-0.3513392,0.15505643,0.9958654,1.6778164,0.009754203,-0.013278257,-0.12053044,-0.30343115,0.11383545,1.05388,1.6713513,0.008520422,-0.006443178,-2.9523032,0.071500495,0.47902104,2.8471885,-0.16233319,2.8018978,0.3726533,-0.6851181,0.40277612,2.9710803,-0.26185232,-0.8231712,0.20777677,2.326334,-2.3143651,0.24762538,1.3567948,0.021698212,-0.06958435,-0.044252463,-3.3810685,1.8604772,-4.3458676,0.50074136,0.041488834,0.014416986,0.011232491
27,0.017727794,-0.06252916,-0.14668457,-0.27042937,0.10404284,0.19469343,0.03718091,0.08904796,-1.0635326,-0.034204066,-0.35212705,0.08784391,-0.2837252,-0.047365062,-0.37023306,0.16698857,0.9882188,1.6780027,0.008800317,-0.013777504,-0.1465114,-0.28427556,0.07245674,1.0457665,1.671751,0.00833689,-0.006640191,-3.1007867,0.14952779,0.386534,2.8961742,0.09203656,2.6088784,0.23356558,-0.54397655,0.931393,2.8601844,-0.4020773,-0.80791384,0.26484093,3.0906177,-1.599887,1.7755511,-2.0746987,0.01752536,-0.103117295,-0.048403706,-2.1067145,1.941433,-4.044318,-1.6264527,0.03841367,-0.032803055,-0.03150195
28,-0.009884931,-0.06142042,-0.14171405,-0.24308349,0.10590851,0.22165194,0.039536245,0.08345791,-1.049552,-0.0061465064,-0.35380733,0.07949872,-0.2795684,-0.022406437,-0.3844938,0.18367305,0.9806177,1.6785371,0.007820165,-0.013438029,-0.15743877,-0.25465372,0.017019747,0.99334425,1.6720972,0.00803146,-0.007605141,-2.469254,0.034709465,0.6046984,2.5626135,0.26048955,2.7442646,0.27690732,-0.59390664,1.7823241,2.7487142,0.011057502,-0.91177356,0.52277154,2.1215205,-1.3030953,1.6143494,0.052347336,0.06752548,-0.09256158,0.06835521,-0.42134348,3.568994,-6.555913,-7.5259056,0.031631686,-0.032488976,-0.1194227
29,-0.032784127,-0.062102888,-0.13515419,-0.22113635,0.11004321,0.2469569,0.042668585,0.077799834,-1.0262405,0.020613436,-0.35521787,0.06961594,-0.2726621,-0.015270038,-0.39317498,0.1726777,1.0152067,1.6790854,0.007459582,-0.012008841,-0.16409922,-0.23514767,-0.013703737,0.9434565,1.6723795,0.0068144407,-0.0076684845,-2.1381617,-0.11974862,0.6687286,1.9427195,0.50726306,2.4288197,0.32145786,-0.53082436,2.675201,2.6217687,-0.20525248,-1.0156909,0.76943433,-0.124691494,-0.59825003,-2.69346,5.5287924,0.045156218,-0.011580371,0.1676203,-0.88827574,0.96851337,-0.8565387,-3.383575,0.027148645,-0.15195031,0.0431364
30,-0.05206725,-0.06434255,-0.12888978,-0.20482191,0.1156313,0.26980132,0.04633416,0.07319538,-0.99406534,0.045820285,-0.35748374,0.05857599,-0.2637594,-0.026144164,-0.3900803,0.12300596,1.0839536,1.6794161,0.0074704727,-0.0107620815,-0.1687656,-0.23724908,0.011479297,0.91242516,1.6725138,0.005377703,-0.0072819768,-1.8431411,-0.3288423,0.5539906,1.4969517,0.35469916,2.1639144,0.43601343,-0.4130787,3.5738118,2.4666777,-0.25967163,-1.196442,0.9322614,-1.6564671,0.9145058,-6.263799,7.705592,0.024912087,0.005513161,0.09956071,-0.22337383,-0.93536156,4.5899024,-2.8748755,0.008723454,-0.13102911,0.03573905
31,-0.06894883,-0.06672292,-0.12245833,-0.19312525,0.12198162,0.28919345,0.04917778,0.06940205,-0.95351106,0.070152506,-0.3608191,0.04741972,-0.25746694,-0.025337983,-0.391605,0.11412759,1.1397058,1.6793705,0.0066778557,-0.010694813,-0.18335198,-0.23839353,0.030516656,0.9087245,1.6730105,0.0046677687,-0.0065708244,-1.620074,-0.15864517,0.72386223,0.98392236,0.77259284,1.7603132,0.15742767,-0.37575492,4.370037,2.399379,-0.40916723,-1.0467843,0.49638563,1.0964911,-0.82066965,2.220258,4.318307,-0.013769838,-0.110315435,-0.032014307,-2.2035024,0.38622785,0.3049103,1.1478286,0.06452618,-0.044211946,0.08164001
32,-0.08278055,-0.06541678,-0.11629114,-0.18412548,0.13052936,0.30755696,0.047763318,0.06747781,-0.90634286,0.09329505,-0.36241132,0.039994128,-0.24901241,-0.024497505,-0.3935695,0.11544315,1.1715798,1.6792991,0.0061159288,-0.011743457,-0.2008654,-0.24138543,0.056070592,0.9209854,1.6731293,0.0043154,-0.0059943106,-1.2818575,0.4081255,0.47227353,0.94304264,0.8590918,1.9162339,-0.3941661,-0.005920421,4.907029,2.2577884,0.026556116,-0.42817783,1.029343,-0.5962963,0.15629977,-1.1295811,2.4908693,-0.004960017,-0.032195,-0.13299285,-1.4668852,-0.7023104,3.9070454,1.291117,-0.0106536625,-0.027723461,0.045144096
33,-0.09733591,-0.058362287,-0.11277585,-0.1739717,0.13887623,0.32414365,0.040979605,0.06886189,-0.8537092,0.11423354,-0.36383337,0.0388864,-0.24153763,-0.018678142,-0.39499274,0.12387751,1.1774153,1.6791987,0.0057808002,-0.012786999,-0.22465672,-0.24508289,0.0652134,0.95327455,1.6731765,0.004906908,-0.0055390303,-1.5092041,0.8532403,0.32395923,1.028235,0.8258334,1.5125579,-0.83190286,0.18145436,5.5129337,1.9685673,-0.22060469,0.036589693,0.6125189,1.2996961,-0.30966982,2.0233579,-0.60462064,-0.0106396675,-0.03127646,-0.086007066,-2.9290183,-0.19268124,-0.85116655,4.3854313,0.009170818,0.093625806,0.04156284
34,-0.11040333,-0.049155947,-0.107968315,-0.16373481,0.14475662,0.3386506,0.031374943,0.0698643,-0.7941963,0.13232407,-0.3640695,0.04030014,-0.2345758,0.0002588916,-0.40349314,0.16441648,1.1669468,1.6794014,0.005315442,-0.013204755,-0.2483413,-0.23994869,0.05148574,0.9666369,1.673173,0.005603728,-0.006232142,-1.2154793,0.9531562,0.6596657,0.9225332,0.7168502,1.2901404,-1.0470451,0.026094627,6.2879357,1.6982625,0.003414052,0.18333934,0.78510433,2.293726,-1.1590583,5.3154597,-1.3207772,0.03459081,-0.04952912,-0.020067882,-2.012545,0.9454635,-1.6967671,-0.5451927,-0.0046278625,0.055427987,-0.113409966
35,-0.122341916,-0.03968662,-0.09945097,-0.15596536,0.15358262,0.3482734,0.02041184,0.06974179,-0.7264933,0.14746167,-0.3651284,0.041970372,-0.22663356,0.029898593,-0.4117238,0.22121835,1.1419169,1.67975,0.005145476,-0.01336054,-0.2702003,-0.22113857,0.010926337,0.955815,1.6731853,0.0062387823,-0.0070452522,-1.1754884,0.95325726,0.9418871,0.70469147,0.95997226,0.78268766,-1.1262195,-0.004391455,7.060616,1.3939602,-0.15268694,0.17261997,0.78026897,3.3784525,-0.5923384,5.910606,-3.25018,0.03410454,-0.0015562078,-0.011803537,-2.2719672,2.457226,-5.4831843,-1.4196512,0.0023718327,0.062164906,-0.0642466
36,-0.13414651,-0.030320892,-0.09077249,-0.14981887,0.16376352,0.35416195,0.009390358,0.070493534,-0.6526363,0.16019602,-0.3674639,0.04321055,-0.21833785,0.05469751,-0.4051918,0.251495,1.1148655,1.6798689,0.005531257,-0.013128342,-0.29839227,-0.20575994,-0.023691326,0.96722263,1.6730832,0.0061541516,-0.0069838366,-1.1225629,0.9259218,0.7976335,0.539921,1.0628928,0.5383232,-1.0770217,0.13656908,7.558938,1.2347803,-0.21917912,0.09229596,0.8233578,1.9158471,1.4222649,1.2614646,-2.4182718,2.868538e-05,0.051793206,0.037357107,-3.1937227,0.9874818,-2.220823,2.704248,-0.014556264,-0.036872823,0.035007276
37,-0.14460199,-0.021226173,-0.0825863,-0.145017,0.17323864,0.3586263,-0.0014649709,0.07169175,-0.5751913,0.17308147,-0.3691792,0.044244055,-0.21069095,0.07389533,-0.3914699,0.26188758,1.0974286,1.6798183,0.0059220316,-0.012309407,-0.33274832,-0.19115642,-0.053596135,0.990214,1.6731964,0.0060124076,-0.006973974,-1.0415375,0.7643518,0.78110766,0.5568037,0.35695818,0.3580084,-0.9955915,0.0215496,7.859789,1.3257656,-0.14378634,-0.029454907,0.738515,1.9159245,1.355301,0.90103245,-1.3074377,-0.0073954416,0.031974263,0.09862028,-3.6145487,1.7358627,-3.4456527,2.0745275,0.021932667,-0.0043513537,-0.013910663
