Timestep,q_hip_flexion_r,q_hip_adduction_r,q_hip_rotation_r,q_knee_angle_r,q_ankle_angle_r,q_hip_flexion_l,q_hip_adduction_l,q_hip_rotation_l,q_knee_angle_l,q_ankle_angle_l,q_lumbar_extension,q_lumbar_bending,q_lumbar_rotation,q_arm_flex_r,q_arm_add_r,q_arm_rot_r,q_elbow_flex_r,q_pro_sup_r,q_wrist_flex_r,q_wrist_dev_r,q_arm_flex_l,q_arm_add_l,q_arm_rot_l,q_elbow_flex_l,q_pro_sup_l,q_wrist_flex_l,q_wrist_dev_l,dq_hip_flexion_r,dq_hip_adduction_r,dq_hip_rotation_r,dq_knee_angle_r,dq_ankle_angle_r,dq_hip_flexion_l,dq_hip_adduction_l,dq_hip_rotation_l,dq_knee_angle_l,dq_ankle_angle_l,dq_lumbar_extension,dq_lumbar_bending,dq_lumbar_rotation,dq_arm_flex_r,dq_arm_add_r,dq_arm_rot_r,dq_elbow_flex_r,dq_pro_sup_r,dq_wrist_flex_r,dq_wrist_dev_r,dq_arm_flex_l,dq_arm_add_l,dq_arm_rot_l,dq_elbow_flex_l,dq_pro_sup_l,dq_wrist_flex_l,dq_wrist_dev_l
91,3.3178668,-4.752813,-1.2933571,-23.836262,9.807834,0.18131028,-15.589359,4.072001,-52.40183,-14.022387,-17.026737,12.998403,-9.505469,-11.87285,-18.217327,7.9645534,40.377182,93.06622,-0.23802066,1.2855493,5.758268,-19.853987,5.018632,66.74321,92.16724,-0.8326269,1.1841673,-121.17937,-9.296514,-15.572959,83.88809,47.120937,170.97548,77.616394,25.280426,-167.79478,-47.976986,-4.7006197,-16.526743,-21.446493,69.83045,60.66788,-27.097439,44.69664,0.96743584,-3.7969275,-2.1088998,-60.12121,-4.727769,-29.584034,-30.655598,5.2039824,-0.42681223,-0.006571331
92,2.1713521,-4.9095807,-1.4194548,-22.959932,10.081255,1.9011981,-14.727568,4.2225423,-53.924313,-14.117684,-17.014643,12.751177,-9.719332,-11.168086,-17.667542,7.5586944,40.932888,93.090195,-0.27245194,1.2520463,5.077806,-19.86022,4.5628033,66.379715,92.221565,-0.8416684,1.1827291,-118.32326,-27.195648,-15.347569,108.78489,-48.105167,171.64119,98.82838,9.870398,-141.4192,12.881446,5.442195,-36.44063,-23.47934,70.24638,52.163784,-48.633648,62.870018,2.9518852,-3.1914136,-3.814476,-74.05003,0.048561744,-55.180046,-38.28265,5.3441586,-1.1091832,-0.18409656
93,1.0907543,-5.1218004,-1.4702891,-22.008457,10.049794,3.58456,-13.782935,4.1876593,-55.187004,-13.700599,-16.963314,12.422996,-9.877267,-10.362524,-17.289738,7.04541,41.524837,93.13285,-0.30057427,1.2043862,4.2758727,-19.785986,3.9649484,66.04852,92.2708,-0.86066043,1.1834412,-105.103325,-16.868008,-0.46030158,90.65676,16.448198,164.97858,91.21414,-10.011011,-116.43466,62.704987,3.3765786,-29.158333,-11.245885,87.23591,27.951212,-53.346104,57.463745,4.715619,-2.5636373,-5.037719,-83.68095,12.351781,-62.178448,-29.81637,4.5714,-2.1970866,0.1783608
94,0.052793484,-5.2493815,-1.4400342,-21.116886,10.340921,5.1881294,-12.894294,4.035569,-56.200386,-12.8367605,-16.948608,12.168148,-9.932245,-9.481698,-17.13941,6.5965734,42.193504,93.176155,-0.32705492,1.1539078,3.4561024,-19.660221,3.4980433,65.62269,92.31542,-0.8833243,1.181384,-103.807434,-10.696654,5.0438824,89.04244,34.041622,156.74709,88.057106,-17.950237,-90.98508,98.634735,-0.33293664,-23.55847,-1.9450679,88.815994,6.751382,-39.901073,72.63014,4.024319,-2.5940073,-4.9008293,-81.04078,12.679216,-37.069168,-50.420483,4.2790866,-2.2117364,-0.35357353
95,-0.95002145,-5.371741,-1.3111248,-20.25089,10.709077,6.6838064,-11.980544,3.7800176,-56.928417,-11.726136,-16.969635,11.90402,-9.892743,-8.53868,-17.198196,6.3746076,42.948967,93.20924,-0.35120597,1.1000272,2.5282843,-19.509838,3.1422606,65.04708,92.35174,-0.9097627,1.177444,-97.049065,-15.200659,20.163792,83.51243,38.037537,143.3458,95.45188,-32.06648,-59.766693,117.5791,-4.1895823,-30.836367,9.681324,97.8563,-13.58387,-11.976458,77.26075,2.891958,-2.2449253,-5.438803,-100.15306,16.279009,-34.220413,-62.211117,3.2252266,-2.7535167,-0.38930085
96,-1.8922939,-5.605442,-1.0877331,-19.362537,10.725646,8.08502,-10.940005,3.4148319,-57.36317,-10.481478,-17.01295,11.504661,-9.729918,-7.5963936,-17.392426,6.297663,43.844284,93.23347,-0.36923242,1.0545835,1.5283512,-19.413593,2.976481,64.41547,92.37989,-0.93769485,1.1786317,-89.3199,-25.306047,24.05873,88.52921,-8.035997,141.09734,105.88875,-38.52614,-33.887074,128.43292,-2.393455,-42.390244,19.97489,91.89277,-23.722425,-5.0600653,97.15924,2.1336572,-1.5385896,-4.0100317,-100.2355,6.0532465,-5.8642693,-64.06962,2.5524862,-2.7026265,0.34277877
97,-2.7618344,-5.8180885,-0.80240345,-18.564869,10.889479,9.439938,-9.922089,3.0180898,-57.545105,-9.157413,-17.094969,11.108949,-9.49726,-6.639653,-17.717697,6.362969,44.94109,93.243774,-0.38024166,1.0287782,0.4711611,-19.415548,2.934647,63.95727,92.39744,-0.9595427,1.1893641,-87.327095,-18.695786,30.660345,76.444405,26.438765,130.72102,98.98863,-40.229626,-7.3343754,134.6793,-12.79814,-37.5553,25.410736,98.28346,-38.143353,13.253724,117.39317,0.5077301,-0.8585329,-1.8703902,-109.045265,-4.1607804,-3.0159442,-34.44095,1.3405815,-1.8735242,1.3482935
98,-3.6143315,-6.0076427,-0.48132518,-17.83846,11.223299,10.703759,-8.934477,2.6140707,-57.442448,-7.7984023,-17.242743,10.714281,-9.214134,-5.6745176,-18.062288,6.485034,46.091118,93.24357,-0.39139417,1.0181627,-0.6294215,-19.486862,2.894088,63.667057,92.409836,-0.9741862,1.2033257,-82.93017,-20.643532,32.929153,69.8214,36.675266,123.993935,100.12779,-40.573116,22.488491,136.02902,-15.044624,-42.42614,29.628,95.27438,-31.616432,11.684506,112.86234,-0.2555382,-1.1941954,-0.6654319,-111.003265,-9.353383,-4.89686,-25.712936,1.1554376,-1.233822,1.3663895
99,-4.440324,-6.2578044,-0.19439399,-17.118881,11.441778,11.919824,-7.89647,2.2296143,-57.03835,-6.4354844,-17.384834,10.229726,-8.918336,-4.817409,-18.30737,6.492358,47.214455,93.23014,-0.4033824,1.0210081,-1.6899804,-19.664833,2.865251,63.413746,92.42367,-0.9766857,1.2134551,-86.132996,-34.519634,19.007357,88.75168,-44.232376,122.41556,112.05124,-36.84993,51.60057,137.20517,-10.623252,-57.84646,26.985838,78.41235,-19.06836,-5.7946177,112.57702,-1.7927265,-1.1732773,0.70506895,-104.44254,-24.972527,-2.0204804,-23.029116,1.432685,0.20262344,0.83369297
100,-5.2954264,-6.5160155,-0.006796673,-16.327612,11.422492,13.110849,-6.8643227,1.9057616,-56.366352,-5.0440326,-17.520397,9.724091,-8.632222,-4.134161,-18.444353,6.2768965,48.45109,93.20999,-0.4146877,1.0394077,-2.6107042,-19.858566,2.8469596,63.121845,92.43249,-0.96978736,1.2193564,-87.78971,-20.893778,16.495342,76.24507,17.232698,115.93287,98.60384,-28.272285,77.75839,140.25055,-16.172064,-46.181694,28.350824,62.09636,-10.156669,-30.711155,130.20235,-2.060963,-1.084589,2.2750993,-84.18934,-15.983707,-1.9277214,-32.584488,0.6059747,0.88392377,0.47000477
101,-6.213706,-6.682605,0.11023078,-15.566767,11.729326,14.219015,-5.9156175,1.6753286,-55.41601,-3.6321216,-17.698225,9.293941,-8.390648,-3.4935238,-18.544353,6.115497,49.546944,93.184235,-0.42438984,1.054536,-3.4180725,-20.009693,2.7541533,62.70899,92.445175,-0.9631695,1.2198943,-94.68467,-14.821327,8.912066,76.24747,36.586033,106.48022,93.2205,-20.430506,107.137695,141.54495,-19.270782,-42.04039,21.822748,64.85733,-9.653281,-7.64316,96.95185,-2.7125382,-0.8775231,1.1463404,-78.518715,-14.874825,-13.920187,-46.577015,1.5216646,0.53019565,-0.1254724
102,-7.208639,-6.82604,0.2138457,-14.816824,12.131869,15.156701,-5.003802,1.4501404,-54.13251,-2.2287817,-17.964962,8.867365,-8.158998,-2.8485966,-18.703957,5.861864,50.525497,93.157455,-0.41861314,1.0596015,-4.255263,-20.118176,2.335309,62.356884,92.45282,-0.9642042,1.2218667,-101.9934,-15.5587225,12.913922,72.97513,42.17677,83.74638,90.56067,-26.036713,144.16943,137.84766,-32.156387,-45.129948,25.474394,64.39395,-20.094229,-35.955833,98.0147,-2.5883272,1.1912062,0.19508639,-86.73519,-8.8673315,-59.036667,-28.098358,0.3831446,-0.4131648,0.31980935
103,-8.166445,-7.044077,0.35675377,-14.050306,12.176767,15.954365,-4.076341,1.1307117,-52.463364,-0.8938806,-18.240381,8.350954,-7.8576984,-2.204273,-19.032726,5.5585265,51.484062,93.154205,-0.40347272,1.0502772,-5.1583467,-20.121784,1.7014855,61.994217,92.46156,-0.97976935,1.2191701,-89.402245,-20.779303,18.822245,70.19218,13.651126,76.333916,89.67848,-34.35256,182.39127,130.63261,-25.616276,-51.317608,33.808517,64.85691,-41.996605,-26.957848,94.19498,0.704966,1.6138915,-1.4086322,-91.87025,6.1049113,-65.856,-42.466553,1.0692918,-2.0297625,-0.5240102
104,-9.016031,-7.2027826,0.6021863,-13.422548,12.503773,16.63712,-3.2433217,0.7990826,-50.416885,0.3676014,-18.49996,7.894199,-7.4624643,-1.5748428,-19.696087,5.3716326,52.554886,93.16058,-0.37971297,1.0451773,-6.1114407,-19.897507,0.991232,61.51413,92.46236,-0.99818856,1.215511,-85.08393,-12.7031355,26.5895,60.941296,40.66052,62.013203,79.61111,-30.85954,218.71246,122.31432,-27.30102,-41.74095,42.337757,61.844402,-82.20877,-13.913685,114.90378,0.5893596,2.647062,-0.10609721,-97.419556,32.798805,-73.804085,-51.267582,-0.37400514,-1.7082539,-0.27704695
105,-9.925265,-7.3060293,0.8103679,-12.779999,12.960895,17.181028,-2.4615538,0.56613564,-48.044037,1.5102243,-18.781284,7.483602,-7.0687666,-1.1138967,-20.512075,5.1977634,53.819977,93.161415,-0.36747485,1.046467,-7.05883,-19.546413,0.10510575,60.9118,92.45705,-0.9957926,1.2132361,-94.86189,-7.8235593,15.81396,68.48694,46.801647,51.54426,76.765465,-17.206131,247.76225,109.69709,-27.179575,-39.42117,36.537224,35.513695,-81.31543,-19.634504,133.49702,-0.1506362,0.54461616,0.21418013,-93.063995,36.559803,-97.772224,-66.106834,-0.58923703,1.0875609,-0.1931289
106,-10.905165,-7.3966823,0.88379294,-11.955201,12.997411,17.699371,-1.6931461,0.42860004,-45.441486,2.5884717,-19.010908,7.0637383,-6.7377067,-0.78884965,-21.251923,4.948501,55.068493,93.168465,-0.36876708,1.0404226,-7.98488,-19.235743,-0.83493644,60.343304,92.46024,-0.99650204,1.2148417,-97.51041,-2.489291,6.912596,79.352234,23.687243,50.439312,70.22412,-10.783764,268.27948,108.79774,-22.394592,-36.850567,32.25168,31.058132,-70.37165,-28.145048,119.06519,1.0648397,-0.43238205,-0.94670534,-90.86075,29.222532,-91.49966,-52.82148,0.72647625,-0.58196473,0.29896617
107,-11.841442,-7.329394,0.968961,-11.197335,13.375914,18.194584,-1.0982527,0.33241415,-42.642982,3.7065163,-19.207434,6.779504,-6.3946114,-0.5391812,-21.945074,4.593377,56.289562,93.17445,-0.3738833,1.0234809,-8.925771,-18.835848,-1.8641865,59.869366,92.47515,-1.0061586,1.2140492,-91.66383,12.4068165,9.932414,73.53205,44.032032,47.740913,52.47535,-9.672419,287.6558,113.046616,-18.962687,-23.21309,36.30068,21.134388,-68.73983,-40.02331,124.22318,0.36510414,-0.5377168,-1.9786327,-95.909744,46.74676,-109.64718,-43.682007,1.7756035,-1.1197381,-0.2539342
108,-12.660185,-7.191588,1.0690604,-10.486114,13.583351,18.700472,-0.622921,0.20320678,-39.661144,4.8259206,-19.33362,6.5469437,-6.0144796,-0.35821423,-22.636023,4.294954,57.540733,93.17369,-0.3772503,0.995155,-9.929074,-18.49718,-2.7596884,59.478493,92.494,-1.0218468,1.2072182,-71.83269,15.962683,12.625719,64.77339,17.047861,53.856087,43.029995,-14.96268,304.7315,110.57608,-7.4077377,-22.159916,40.106964,16.054543,-69.449715,-23.74009,125.682045,-0.2655346,-0.22314253,-3.1265512,-103.16389,26.151144,-77.166435,-36.81462,1.8883026,-1.6956975,-0.8583731
109,-13.327668,-6.9487786,1.243734,-9.976887,13.970168,19.173904,-0.2960914,0.038035948,-36.500492,5.8714375,-19.455599,6.383906,-5.600261,-0.25365055,-23.262709,3.9456012,58.942467,93.149414,-0.36876836,0.97024196,-11.12171,-18.31613,-3.7034476,59.640137,92.50044,-1.0281073,1.204956,-64.749054,29.95377,20.018158,43.617126,46.158516,41.90324,25.33119,-18.313757,323.8591,98.692215,-16.29077,-11.883239,42.54042,7.322484,-58.446846,-41.55226,149.17332,-3.3300622,1.2966956,-2.1422384,-128.96475,13.001193,-104.50531,48.897625,0.04812949,-0.12629066,0.0021853703
110,-13.900122,-6.565173,1.4965687,-9.574233,14.382498,19.576061,-0.15668628,-0.16195787,-33.16147,6.7471905,-19.576485,6.3683887,-5.104583,-0.10606258,-23.940851,3.757718,60.11779,93.10678,-0.3476235,0.9377953,-12.253718,-18.24181,-4.157964,59.515835,92.515564,-1.0376357,1.1850785,-55.461025,43.075146,27.990751,41.376297,33.789806,37.51981,7.4446154,-20.388077,339.83087,79.37223,-10.845778,4.6168737,54.0002,19.348522,-73.67516,-5.0509586,97.81748,-4.5265307,2.4331365,-3.5987833,-103.64388,4.373651,-9.639041,-50.695534,2.1615438,-1.2493647,-2.7385232
111,-14.485034,-6.146997,1.7854916,-9.172229,14.588281,19.844852,-0.09279085,-0.39026037,-29.705294,7.390888,-19.758469,6.3819375,-4.557212,0.15670657,-24.55083,3.7513092,60.991257,93.053764,-0.32212132,0.9174171,-13.252262,-18.29956,-4.28846,59.091473,92.53161,-1.0309558,1.1711588,-56.270832,39.13877,30.026657,36.83458,11.067516,22.694159,7.2728157,-25.218733,347.14163,55.06499,-20.098467,-2.9947684,55.104,30.93621,-51.89091,2.6845198,79.3148,-5.472016,2.5298216,-1.2657678,-97.73492,-12.351252,-15.7086315,-37.98422,1.3044392,1.5059131,-0.7551205
112,-14.987007,-5.791027,2.1177878,-8.8180685,14.597478,20.079897,-0.004098411,-0.64192224,-26.275906,7.8472953,-19.922565,6.311065,-3.9995763,0.54399604,-25.046383,3.9035625,61.603344,93.00732,-0.29862735,0.9081674,-14.198546,-18.420406,-4.4405317,58.6276,92.545715,-1.010463,1.1640712,-48.871517,31.585928,36.033928,39.099247,-3.2251341,24.920319,11.747196,-24.16219,338.3184,40.505054,-13.550747,-11.22311,54.957596,43.35664,-47.58783,22.909874,50.432076,-4.1168604,2.2034938,-0.7164597,-93.20683,-12.4813385,-14.975394,-50.75661,1.4095253,2.2265863,-0.65048784
113,-15.579669,-5.485399,2.4867845,-8.332173,14.474232,20.27271,0.12346345,-0.83688116,-23.006771,8.217888,-20.12195,6.1913085,-3.435445,0.9504326,-25.513472,4.0298696,62.078533,92.96752,-0.27855793,0.90284073,-15.004045,-18.574934,-4.608756,58.15752,92.55149,-0.97733825,1.1616228,-68.87977,31.512589,36.281425,55.059837,-19.410547,13.693999,12.358065,-15.940538,317.60797,36.48993,-26.557753,-10.732483,56.74857,39.3477,-46.510815,6.4728365,45.545906,-3.795681,1.8435214,-0.43016237,-71.81994,-17.216732,-18.072649,-44.475056,0.18511385,3.6945477,-0.057002094
114,-16.305798,-5.1129603,2.8636837,-7.7367177,14.226071,20.428003,0.1974155,-0.95229214,-20.020834,8.613835,-20.391832,6.1645317,-2.8660452,1.3079576,-26.069143,4.111333,62.588245,92.94502,-0.25942567,0.89800763,-15.672367,-18.645105,-4.826252,57.607395,92.56442,-0.9509677,1.1560519,-72.922134,41.30546,38.992355,60.84482,-26.075169,18.351477,3.729506,-9.530774,285.48782,41.824223,-25.782316,2.8738184,57.445446,33.03419,-61.52388,8.913902,54.319168,-1.4823282,1.8850777,-0.49861115,-63.6763,-0.37996244,-23.71886,-61.725094,1.7481285,2.0702114,-0.75210965
115,-17.006004,-4.661929,3.2887297,-7.1388035,13.996857,20.664618,0.19217987,-1.0547435,-17.350359,9.060042,-20.61254,6.2515335,-2.2861924,1.6063479,-26.755249,4.197445,63.23591,92.94392,-0.24160987,0.8943768,-16.295588,-18.522247,-5.150182,56.908756,92.5858,-0.9449019,1.1483796,-66.27296,46.453415,45.402992,58.00348,-18.928926,28.099607,-2.6151335,-11.942813,255.4048,46.099255,-18.22338,11.182343,58.67182,27.595308,-72.916565,8.31692,71.026634,0.5095352,1.6790029,-0.30458307,-61.736656,20.174946,-37.605335,-74.900375,2.2365625,-0.08500933,-0.74161524
116,-17.645523,-4.2177672,3.7675667,-6.5812383,13.892238,20.97529,0.17596361,-1.208571,-14.948737,9.497256,-20.764004,6.3453135,-1.706582,1.8894913,-27.49412,4.3296046,63.964138,92.94673,-0.23055895,0.8919458,-16.878984,-18.260607,-5.604227,56.145084,92.59937,-0.95137453,1.1444306,-63.18868,42.09238,49.2101,54.586998,-4.073484,32.450207,0.04342958,-17.57679,230.23503,40.56864,-13.4965315,7.1107383,57.073215,28.787724,-74.17019,16.177591,74.063614,0.17262132,0.8171566,-0.20833038,-56.27648,29.598455,-50.23487,-76.78044,0.9127733,-0.88948214,-0.22378016
117,-18.296423,-3.8574934,4.245656,-6.040559,13.974816,21.308619,0.23816231,-1.4063834,-12.799134,9.828507,-20.888521,6.338835,-1.1661557,2.1342952,-28.180658,4.5125403,64.751076,92.94601,-0.22981665,0.8903817,-17.396244,-18.03356,-6.109794,55.468666,92.59507,-0.9594995,1.1474448,-66.31679,31.952618,46.651386,53.672695,17.364763,34.40047,10.493971,-20.920544,204.19797,27.73911,-11.659049,-5.86125,51.76985,21.601818,-64.986336,19.595333,82.00124,-0.1800157,-0.25854397,-0.12998937,-48.86555,18.03184,-50.914165,-61.325356,-1.021536,-0.7477027,0.5209598
118,-18.943634,-3.5882893,4.695532,-5.505863,14.302695,21.720871,0.40004268,-1.6174053,-10.938993,10.063944,-20.950579,6.2206564,-0.66371274,2.202717,-28.85385,4.714387,65.696175,92.954765,-0.23932938,0.88749653,-17.88424,-17.864023,-6.7128544,55.029373,92.57937,-0.96766037,1.1569848,-63.542297,23.345201,43.464134,53.784008,43.675945,46.584343,20.381292,-20.992971,173.54187,22.004484,-2.104963,-15.98737,48.845055,-2.9413033,-68.784256,20.430887,102.59439,1.3220551,-1.2289413,-0.36273846,-48.79102,15.925866,-66.04671,-32.521282,-1.7741838,-0.8253498,1.099357
119,-19.608967,-3.4171822,5.1033583,-4.969951,14.902912,22.223524,0.671978,-1.8372638,-9.402414,10.031912,-20.982294,5.9893713,-0.22756042,2.2080867,-29.526178,4.989456,66.75286,92.96109,-0.24511866,0.888279,-18.354294,-17.664509,-7.5711036,54.92668,92.55346,-0.97705114,1.1704206,-68.9177,12.665241,38.660877,53.03561,71.318115,52.81426,32.05392,-22.850626,139.16057,-31.37473,-4.6985927,-28.309511,39.777306,3.0490415,-66.041145,31.872993,108.07148,0.30553755,-0.2595821,0.27470466,-45.509094,22.065983,-97.8498,4.3332696,-2.8916829,-0.9752013,1.3849716
120,-20.343634,-3.340673,5.4974275,-4.4989767,15.774365,22.735498,1.0220696,-2.108044,-8.232721,9.485268,-21.115757,5.6563206,0.10336262,2.6713612,-30.31137,5.8212705,67.530876,92.95016,-0.24211283,0.8887328,-18.760904,-17.442038,-8.513388,54.977432,92.52995,-0.9947186,1.1736945,-75.77458,4.750407,40.563923,41.407303,97.878044,49.243847,35.845985,-30.725775,102.400925,-58.372215,-19.67963,-36.362206,30.28154,73.93142,-86.42527,114.25044,60.096516,-1.6610844,0.58993864,-0.017412549,-37.29539,22.440468,-91.74985,5.821154,-2.0286999,-2.060139,-0.15464887
121,-20.87509,-3.3109946,5.915126,-4.2922835,16.952324,23.397247,1.3732249,-2.4488466,-7.435818,9.017435,-21.170568,5.2540193,0.42322126,3.4254162,-31.080326,6.9156194,67.89715,92.94637,-0.22836822,0.8831467,-19.159367,-17.165905,-9.285156,55.031063,92.5296,-1.0187486,1.1661023,-31.192448,2.4627614,42.919415,0.33969596,132.21301,80.08518,33.834427,-36.268303,65.344505,-36.538548,7.397285,-42.76522,33.8909,75.826385,-70.42049,106.72773,21.007814,0.21258487,1.6763417,-0.7622218,-41.809307,31.441006,-68.201195,4.35266,0.87163824,-2.4657984,-1.0054591
122,-21.203857,-3.2712843,6.2574077,-4.4037952,18.164051,24.085184,1.7090085,-2.8031404,-6.898205,8.858537,-21.123379,4.817718,0.8240269,3.8905408,-31.649647,7.479974,67.96844,92.938034,-0.2036236,0.8679655,-19.410757,-17.043459,-9.250785,54.71724,92.56231,-1.0182403,1.143943,-49.946777,7.51368,24.892162,-9.349662,97.796585,48.256626,32.865723,-32.87246,47.31559,-0.27275372,-7.5447035,-40.80668,41.57536,29.332426,-48.867035,26.432505,-3.6870043,-1.2952156,2.7023628,-1.8043784,-13.427772,1.4491863,46.692585,-54.517994,4.2936945,1.246836,-2.6375644
123,-21.827309,-3.108328,6.3957205,-4.4611435,18.77906,24.423475,2.0092838,-3.0750136,-6.5822663,9.035006,-21.221632,4.4900527,1.1777683,4.026042,-32.095142,7.647344,67.744446,92.93128,-0.17838506,0.8506182,-19.607729,-16.93487,-8.9393635,54.02351,92.619545,-0.99406046,1.1253313,-63.51109,21.729061,8.506116,-4.062661,39.741035,31.34679,28.15099,-24.07618,20.558857,26.22673,-4.007349,-27.856876,31.396448,2.0402765,-40.969315,10.707588,-36.265217,-0.36957502,2.3476264,-1.645463,-24.353127,17.194489,21.454575,-80.7004,6.181853,2.841959,-1.4496477
124,-22.41375,-2.944505,6.4737906,-4.504934,19.041779,24.723011,2.3391461,-3.3597128,-6.493872,9.36657,-21.121418,4.1294713,1.4198619,3.9262118,-32.294113,7.5519423,67.27802,92.93696,-0.15686177,0.84179026,-20.038078,-16.716871,-8.901478,53.220924,92.677216,-0.9779589,1.1206266,-52.98097,8.161019,10.025616,-5.8971763,23.485867,29.709805,38.33877,-33.645195,2.4531565,37.077023,21.070135,-46.681915,21.346453,-18.252306,-5.3899846,-22.044075,-53.862698,0.96180284,1.9649068,-0.50967693,-55.590553,23.833088,-7.1153994,-80.15339,5.384735,0.98379487,-0.018515702
125,-22.942354,-2.9778905,6.5747967,-4.5749087,19.255547,24.948038,2.8075988,-3.7190292,-6.575277,9.790172,-20.833324,3.5022576,1.575751,3.712031,-32.186523,7.3676095,66.72708,92.944046,-0.14436242,0.8441192,-20.716682,-16.517847,-9.08104,52.525505,92.71477,-0.96708655,1.1276824,-54.628136,-9.124233,8.591079,-6.7352448,19.09259,17.20266,51.84075,-35.28945,-16.440428,46.016483,32.914787,-71.420364,10.925856,-23.502361,21.00454,-16.014261,-55.398216,0.57124907,0.8894556,0.56428105,-75.55239,17.345383,-24.421354,-63.06749,2.897382,1.0921184,0.9959394
126,-23.478106,-3.0737665,6.663661,-4.6809297,19.394144,25.066326,3.3233654,-4.0376487,-6.886022,10.293076,-20.452627,2.7617774,1.6677511,3.5386617,-32.00731,7.4456606,66.113686,92.945915,-0.13580833,0.85243946,-21.390757,-16.301483,-9.453168,51.760735,92.73325,-0.9518782,1.135929,-51.0354,-8.185991,8.907309,-14.04493,10.558487,9.951675,50.180996,-29.24945,-40.820644,52.648132,42.92602,-74.05574,8.228861,-14.049177,15.8917,22.172754,-64.6273,0.018804558,0.8374005,0.93688345,-62.119194,24.422474,-44.953194,-84.976524,1.3134235,1.6473955,0.7336188
127,-23.95442,-3.1139925,6.760638,-4.8900304,19.454239,25.115547,3.7822764,-4.3064556,-7.4137106,10.842418,-19.973738,2.047184,1.7262383,3.4940083,-31.844812,7.7963576,65.48613,92.94824,-0.12653434,0.86549395,-22.016735,-15.974998,-10.028867,50.97446,92.73758,-0.93565434,1.141237,-45.256004,-0.7940421,10.348338,-26.090847,3.1229413,0.9237372,42.509525,-25.824293,-59.57314,56.046597,50.84088,-69.253525,4.7925115,1.4402577,16.427351,42.6692,-60.92991,0.32620195,0.9516566,1.4315233,-62.648922,37.847332,-64.94953,-74.49993,0.014943214,1.5471101,0.41506878
128,-24.378056,-3.1447363,6.792928,-5.225135,19.44419,25.094095,4.2171,-4.179476,-8.025017,10.559584,-19.433521,1.2877871,1.7030663,3.4470477,-31.53578,7.9903717,64.97216,92.949585,-0.12066647,0.88204867,-22.650238,-15.656053,-10.559442,50.361217,92.72974,-0.9228351,1.1433386,-41.445644,-10.320775,-5.4947343,-39.49204,-4.2682185,-2.5465791,47.841377,61.546352,-56.863197,-149.98093,52.531574,-87.49994,-12.107481,-5.5199594,43.31078,5.036851,-48.196457,0.044271987,0.37528327,1.6796087,-61.022896,26.324049,-45.6711,-54.19298,-1.115677,1.1434757,0.100767404
129,-24.776516,-3.2801375,6.7444854,-5.7665796,19.298084,25.034294,4.6409645,-3.3323946,-8.597359,8.007704,-19.015232,0.37966353,1.5903069,3.537546,-31.219513,8.231633,64.380516,92.95725,-0.12964049,0.883229,-22.975908,-15.3038645,-10.786746,49.709873,92.720535,-0.91540676,1.1475748,-37.483425,-13.249356,-3.4402149,-63.8798,-22.062765,-5.711789,37.037506,88.57447,-62.309956,-293.18207,35.97316,-89.93301,-9.297594,17.57784,23.11907,35.2446,-65.008354,1.0741844,-1.4209259,-0.56734097,-14.0614605,41.96955,-8.254255,-71.82295,-0.7882332,0.5599344,0.57172596
130,-25.069355,-3.3598278,6.72749,-6.52117,18.969006,25.063616,4.9140744,-2.529819,-9.362768,4.9633064,-18.66063,-0.4450025,1.5381773,3.6402788,-31.027,8.302893,63.846912,92.97879,-0.1421471,0.8811756,-22.973068,-14.617973,-11.107297,49.05711,92.718155,-0.90919054,1.1567181,-23.850758,-3.3796847,-0.9704662,-81.58225,-40.40039,9.513734,20.570223,72.96801,-86.633316,-304.08502,36.617,-75.93575,-2.2960525,5.0793285,15.723882,-10.347259,-45.63989,2.5529761,-1.162399,-0.048622623,9.424131,85.84734,-45.835926,-61.178253,-0.0035520408,0.601757,1.0265791
131,-25.29131,-3.3968349,6.6674004,-7.374618,18.494244,25.20094,5.1124024,-1.9602998,-10.339371,2.1014488,-18.273447,-1.2205117,1.5038353,3.6623917,-30.79729,8.052063,63.314014,92.98984,-0.1525207,0.88008314,-22.862965,-13.846788,-11.382226,48.60079,92.71247,-0.908801,1.1637068,-22.146383,-5.0803905,-9.066931,-87.935745,-51.292946,14.575319,20.310324,45.816086,-103.82035,-271.6864,39.152687,-79.80199,-3.9357216,0.41923636,27.400883,-33.9458,-57.624985,0.40930936,-0.9663169,-0.122316115,11.637001,71.48644,-16.466572,-34.997944,-0.796812,-0.18924925,0.51931083
132,-25.548323,-3.4862533,6.5248785,-8.292337,17.934956,25.30855,5.34697,-1.6545193,-11.446456,-0.34954384,-17.910685,-2.0786402,1.433639,3.719094,-30.544832,7.8488464,62.7299,92.97947,-0.16896422,0.87921417,-22.772842,-13.290323,-11.421391,48.42992,92.702965,-0.9031187,1.1654655,-28.484715,-11.622558,-17.491154,-94.45771,-59.071804,7.292693,25.740746,21.292143,-114.687065,-226.62825,33.803596,-89.902725,-8.927126,8.865666,23.842285,-12.087601,-58.281414,-1.6476895,-1.8810024,-0.061323516,7.238472,45.383896,3.6010368,-5.284485,-0.9820272,0.911405,0.001235812
