Timestep,mot_shoulder_flex_r,mot_shoulder_add_r,mot_shoulder_rot_r,mot_elbow_flex_r,mot_pro_sup_r,mot_wrist_flex_r,mot_wrist_dev_r,mot_shoulder_flex_l,mot_shoulder_add_l,mot_shoulder_rot_l,mot_elbow_flex_l,mot_pro_sup_l,mot_wrist_flex_l,mot_wrist_dev_l
47,0.17148657,-1.782483,-0.34207165,4.0766807,37.065407,-3.2814004,11.373319,1.2048526,-0.8713875,1.8178523,3.773592,28.605276,-10.2431755,12.633933
48,12.844078,-30.68193,-7.881188,-1.4707916,36.15016,-3.8495798,10.652349,-2.4915056,-8.912979,1.3776281,4.9982944,28.710335,-10.94413,12.611371
49,12.190273,-16.7362,-7.398301,3.9876406,35.85688,-3.8256679,10.771133,-3.8397071,9.856806,5.6844654,3.3493326,28.510933,-10.630861,12.727732
50,6.4902363,-16.943436,-7.887115,2.0582378,36.501804,-3.6092148,11.216284,-9.806946,11.839646,5.3732266,4.0213747,28.950207,-10.646509,12.824877
51,-2.6127532,1.1760046,0.08025937,1.2129971,36.292206,-3.5740323,11.976158,9.162645,0.26922858,5.787669,1.4311887,28.48766,-10.469132,12.856032
52,-10.99369,11.397519,2.4343276,1.9860629,35.58329,-3.235966,12.715231,17.011559,-15.681779,0.28925073,0.44748813,27.875723,-10.499811,12.986014
53,-13.988569,10.54553,0.76649314,-0.7431874,35.90423,-3.3331492,13.448493,1.608154,-6.427042,-0.17602341,2.8426363,28.360798,-10.514352,13.017741
54,-3.2006795,-10.603577,-2.5299993,2.1976974,35.59472,-3.8214166,13.069609,-3.0847356,-0.016668424,2.4503984,1.2171829,28.720186,-10.277261,12.93967
55,-3.243643,-1.2085313,-2.1805418,3.5615935,35.64433,-3.731488,12.845114,-0.58969134,10.41668,5.9452567,2.8646166,28.434923,-9.942019,12.535499
56,4.7796407,1.346293,-2.0702193,3.2433307,35.74856,-4.088755,13.551829,-2.2086782,16.03514,7.647106,6.081025,28.629726,-9.747808,12.666271
57,-1.4561847,-5.2106886,-1.0236204,4.4269085,37.01291,-3.8685296,13.609384,-2.294406,26.131578,10.216216,4.6460276,29.247433,-9.749485,13.001376
58,5.684667,-4.797375,0.06694595,6.62114,37.096897,-4.2567964,13.760108,4.338813,21.937113,8.75912,10.321407,28.809635,-10.023132,13.199213
59,4.931671,8.559613,1.9224837,5.397464,36.11912,-4.7032866,13.893641,9.756861,4.0573034,-0.039996397,6.8400393,28.67309,-10.0007715,13.192693
60,-0.19211309,3.824121,2.1826913,3.1854298,36.394405,-5.20125,14.003512,13.008421,1.1410555,-0.86576635,7.2302394,29.256802,-10.079467,13.275926
61,8.024456,-8.25855,0.33209297,6.701445,37.017845,-5.265594,13.984426,10.035944,5.0682125,-0.23676239,6.874892,29.438385,-9.98815,13.30107
62,19.07101,-11.94339,-3.5713274,8.512333,36.921867,-5.0470815,13.399487,0.52565664,9.479746,2.618818,5.3887,29.41366,-10.083758,13.068724
63,14.011114,-6.8675656,-1.5335194,7.4677444,36.710808,-4.997204,13.430658,2.6108968,8.376627,2.1293287,5.305573,29.474243,-9.948661,13.167008
64,-27.859602,-3.2925844,4.182101,-7.910065,36.29626,-3.7644253,13.599255,9.68053,-3.6574285,3.8278327,8.94506,28.122288,-10.516989,12.998323
65,3.7799253,-22.848623,-4.419673,3.7347121,35.633717,-3.395862,13.547303,3.3768406,13.444104,4.4447618,8.079173,26.944204,-10.22121,13.583936
66,5.0423346,-16.886929,-3.5746539,-1.391961,36.08935,-2.722597,14.672028,-3.5754976,19.580566,8.450995,9.4249115,26.54531,-9.98235,13.750061
67,-14.298451,-15.311501,-3.4051719,-6.6201744,34.61246,-1.2501853,15.092185,-2.917929,0.18431829,1.8434417,4.827811,26.14709,-9.930524,13.068238
68,-29.06264,20.327757,9.578868,1.0475991,31.629503,-1.2337183,15.101557,4.250005,-50.04507,-10.968067,-8.012299,26.133455,-9.220287,12.80093
69,-15.111866,49.184067,10.503488,6.873411,29.816193,-1.2219703,16.540916,12.513441,-43.14101,-11.632506,2.3543308,24.094292,-9.74814,12.557997
70,-24.19216,22.215107,9.201752,-0.56319296,34.91219,-2.4224532,15.910188,-22.083384,-40.35073,-10.757466,-8.073853,27.355417,-9.553254,13.824126
71,-6.821119,-19.558586,-1.6190153,-1.7442198,35.141857,-1.7782439,14.120764,-39.78552,0.93995863,3.9599073,-6.331222,28.60532,-9.227723,13.705319
72,2.1285357,-21.857662,-5.212845,-3.408642,35.902576,-1.0531782,15.78944,-29.085857,1.1879932,4.212925,-0.5828253,27.02147,-8.404674,13.403423
73,-0.6436449,-9.22753,0.23522803,-1.8473246,35.803368,-1.4519327,14.964522,-20.35587,-12.494313,0.70818263,0.31736395,26.876507,-8.747034,13.307927
74,-15.614029,-2.3423584,0.9729791,-3.4125438,34.916878,-1.0473647,15.084091,-15.178738,-18.542067,-5.0471416,-0.19536503,26.298988,-8.883447,13.235259
75,-25.663347,20.667782,7.322659,-3.27908,33.288364,-0.5440469,15.871523,9.358621,-26.68422,-10.137184,3.1763358,24.366058,-9.592637,12.954037
76,-16.064636,14.2891035,8.083732,-1.9060231,32.552086,-0.3985896,15.955795,8.945008,-23.011654,-9.484478,2.950892,23.825937,-9.908478,12.486156
77,0.32454336,-3.9956505,0.59701437,2.631252,33.356487,-0.105134234,14.961534,-5.1536736,-19.870275,-8.737084,2.7575548,23.730583,-9.94771,12.156716
78,5.1991467,-8.323534,-2.2716062,3.8297315,33.552223,-0.31993574,14.499296,-9.093825,-8.571078,-2.262308,1.1045175,23.338926,-9.812769,12.406535
79,5.3201494,-7.441483,-2.1924193,3.2928984,33.274418,-0.7975469,14.425914,-9.691793,-1.2308149,0.7548183,-0.18143164,23.21473,-9.454262,12.951114
80,7.9378877,-10.776015,-3.3832033,3.3696449,34.20261,-0.95522755,14.852877,-5.0776963,7.1004457,2.125844,2.6049497,22.838804,-9.20465,13.20724
81,9.554098,-5.213871,-3.1338587,4.8151574,33.78159,-0.9709998,14.636432,-7.7894855,-2.347008,-0.08502561,2.2747858,22.609293,-9.045003,13.309018
82,8.011913,-4.37954,-3.001728,2.380985,33.96105,-1.007189,14.535753,-8.080677,-3.3777065,0.14444436,3.1764219,22.420008,-9.0489645,13.183994
83,6.55156,-5.93935,-2.3060594,3.2657158,33.83166,-1.081879,14.672476,-1.5050137,-1.9000032,-1.3559761,4.09981,22.340658,-8.939454,13.106351
84,5.6221385,5.6547294,-0.37679905,3.954981,33.42811,-1.0610691,14.511578,-0.067034096,-1.9183136,0.38687682,4.4103203,22.424337,-8.990186,13.057298
85,-1.1509416,16.807981,2.9833105,4.596417,33.077045,-1.3352635,14.228771,6.5284076,-4.656323,-0.59650767,4.4765325,22.755114,-8.965277,12.817511
86,-6.1313915,23.35841,6.1104283,6.2705693,32.58311,-1.5524482,14.312993,13.486021,-7.138717,-2.0330677,4.4803634,22.968082,-8.849553,12.677881
87,2.92678,13.984059,2.0667431,7.025864,33.269936,-2.0733697,13.660842,1.4846438,-6.95299,0.93686646,4.2306137,23.738642,-9.244299,12.7834215
88,7.4887266,-8.016742,-4.196356,5.082205,33.708454,-3.0702698,13.162544,2.369744,2.969603,-2.2956038,3.453767,24.207909,-9.580947,13.053883
89,8.667684,12.147229,1.871848,8.952748,32.512535,-3.1847925,13.712536,5.610487,-16.526022,-7.151704,1.7294731,24.806997,-9.500871,13.186595
90,5.8793855,2.6783772,-0.57314867,6.112076,34.050594,-4.1812997,12.672645,-7.519514,-13.829806,-4.152121,-1.7135897,26.322142,-9.918323,13.459656
91,7.916393,-14.403344,-5.7730317,5.2054076,34.850807,-4.868596,11.523155,-7.3156123,-6.5635595,-3.260396,-1.0972557,26.574417,-10.106334,13.33163
92,14.03233,-24.29383,-7.8971486,3.6417258,35.924,-5.3357887,10.773333,-6.7005024,0.83238864,0.31819284,2.3077269,26.667086,-10.27603,13.268663
93,4.8116465,-15.044031,-3.6570835,3.894558,35.82003,-5.0758944,10.63505,-8.390202,-3.3001316,1.3663886,-1.6059564,27.273514,-10.259457,13.337824
94,6.136434,-14.24847,-2.6408215,4.1101832,35.6774,-5.0403433,9.686846,-20.683128,-2.150656,2.056386,-4.6638875,27.131914,-10.858027,13.751584
95,1.0358948,-8.124378,-1.1974736,4.53726,35.732098,-4.6142135,10.200719,-6.8558745,-6.4149384,0.83619475,-0.06705939,27.179132,-11.099381,13.581924
96,7.2493186,-8.665072,-1.1942089,6.905061,35.01419,-4.4943595,10.677971,-4.1159253,-10.62768,-2.0450304,3.5651462,26.63251,-11.133579,13.665157
97,-4.0776267,2.8834202,1.7688789,3.3588302,34.999825,-4.5576367,11.427767,-2.43573,-9.480206,-2.6297991,2.615161,26.862957,-11.225273,13.764697
98,-11.244699,3.4132907,1.703421,1.4805583,34.13837,-4.585335,12.2839985,4.046771,-15.754391,-5.228199,2.9959586,27.151573,-10.8383465,13.428204
99,-6.3472066,5.8771453,1.13078,4.733739,34.015137,-4.6330156,12.771847,8.920976,-1.781231,-1.7029862,5.044181,26.682579,-10.241691,13.2066965
100,-8.607824,0.41580305,2.2992191,-0.5611618,33.631245,-4.65189,12.589887,0.68390375,-8.814577,-3.6334348,0.7371465,27.5571,-10.807491,13.403271
101,2.814383,-18.538542,-6.902807,2.521392,33.13852,-4.563247,11.636018,-0.7934741,-10.055454,-6.564534,2.9789894,26.639378,-11.564372,13.486472
102,2.662726,-19.34069,-4.933568,2.2152526,35.16146,-4.2997456,10.825445,-9.173146,3.9604194,1.0117216,-0.64184463,27.670752,-11.609679,13.49605
103,5.7020845,-28.840313,-7.0714407,4.1890254,34.441757,-3.750189,11.632114,-11.309921,11.343042,3.1921866,0.16046274,26.720913,-10.956347,13.718988
104,-13.971085,0.38670617,2.2054935,2.8471563,34.261982,-3.8385763,12.020288,-1.3624913,-8.058103,-5.8365602,-0.21503247,26.609821,-10.391948,13.511223
105,-3.4165075,4.008763,1.3621955,3.4448767,35.10261,-4.155233,11.098208,2.3629534,-6.111309,-3.075927,3.965346,27.547316,-11.528058,13.347504
106,-2.9448538,0.6188054,0.01329954,4.7361875,34.464657,-4.1844225,10.299698,-4.575036,5.157534,-0.87935215,2.875899,28.039593,-11.358704,13.107753
107,-3.0076957,1.8800774,2.2700126,4.951185,34.34498,-3.7145946,9.520866,-7.64432,-10.986948,-1.7142961,0.41334084,28.295261,-11.877532,13.078181
108,-1.8908299,6.2426476,1.0747905,7.929383,32.2702,-2.8663375,9.726265,-0.62689304,-16.284178,-7.738881,10.359579,26.860163,-11.415211,12.397666
109,-3.801729,-6.1400185,1.3106323,-1.2819936,32.047466,-2.4503088,9.40509,-14.724802,1.6341588,7.1958833,-8.817324,29.462614,-11.211554,13.094844
110,1.0929769,12.95827,4.747757,5.7800107,30.997627,-1.8658006,10.062091,7.4437284,-18.675837,-6.3708735,5.3607793,27.926746,-10.680818,12.514634
111,1.1714507,0.9798845,2.0329075,2.8904274,31.517818,-2.2389042,10.036484,0.44475302,-6.2313323,-1.5725148,2.0379813,28.469141,-10.077569,12.605026
112,-1.0248549,-5.1971693,-1.5872898,2.6215189,30.896215,-2.5901382,9.94452,14.861336,-11.827273,-4.9669743,7.5727262,27.580189,-9.324414,12.110315
113,-0.8942096,-10.2146435,-1.9440573,3.7559159,31.976149,-2.256744,9.628651,-1.1123524,2.1274424,0.19306342,1.5873094,29.085287,-9.787956,12.370615
114,2.264432,-8.798085,-2.1107836,6.1216545,32.58898,-2.1836603,9.449598,-3.3916728,4.9246845,0.45762423,1.050427,29.276571,-10.6310215,12.488649
115,2.6468997,-3.012347,0.26423305,6.0576243,32.07017,-2.2843184,9.528915,3.6027045,-0.11910684,-1.6393558,3.417636,28.475172,-10.920597,12.393484
116,-2.236651,3.3859272,3.0053658,5.960462,31.986256,-2.4193943,9.620801,9.832973,-10.876624,-4.5311813,5.8847113,27.516464,-11.065394,12.3893585
117,-9.762135,-3.0810354,2.3666384,3.9810386,33.098846,-2.9508805,9.691386,7.0912666,-6.182386,-4.168335,6.6614437,27.270582,-11.161469,12.639238
118,3.3695977,-0.04636171,1.6390464,6.822331,32.161175,-2.3399396,9.783806,13.448532,-1.6577064,-4.4009275,9.536608,26.43304,-11.278591,12.5595045
119,25.95484,-11.164649,-0.5543486,5.942735,31.13564,-2.4318035,9.447585,8.578892,-0.07277934,-1.0425034,4.9502645,27.212639,-11.731927,12.302091
120,-3.4717088,1.6152939,2.8992102,-1.4150165,32.608597,-1.6074065,9.920704,-3.9904876,12.388025,4.2538342,2.3267617,28.90445,-11.385912,12.463211
121,-20.707878,-4.085528,-1.1423018,-6.7064095,31.203787,-1.3726108,9.816654,-3.614799,-1.191419,6.7266545,-2.8113983,30.93852,-8.998114,11.975434
122,-18.485594,-5.972261,0.9879584,-4.9945126,32.106888,-1.1112388,9.765431,-16.783543,0.5960596,-0.2869963,-4.574804,31.438097,-9.520103,12.847675
123,-8.328809,3.9167252,0.056998007,1.7324481,32.495094,-1.0287131,9.429768,-20.767387,-1.6775043,-0.90357524,-3.5600822,31.213009,-10.763226,13.265149
124,-1.4860674,6.674516,2.4289076,6.040103,32.13712,-1.0264425,9.351218,-7.7357802,-8.490265,-2.9054258,1.7904456,30.21984,-10.305865,12.958395
125,5.786187,-5.9620867,0.22980365,4.8899775,31.987429,-1.0108997,9.518005,7.217264,-4.899655,-3.4092913,3.4562113,29.87213,-9.883843,12.481115
126,13.473643,-4.4074116,-1.6351709,8.172683,32.120476,-1.1013182,9.398081,4.2455425,2.0729878,-1.3003175,5.4660306,29.544313,-9.46471,12.175551
127,5.430487,-0.569701,-2.8644435,7.5459113,31.771727,-1.5534233,9.730367,0.7227366,-2.616639,-0.20007955,5.702431,29.220808,-9.4149475,12.068125
128,11.866538,-18.03052,-4.1997395,3.4804342,32.758514,-2.7931056,8.7557535,20.081003,17.772377,6.137262,10.127211,29.559189,-8.7706585,12.109114
129,6.9400215,-16.170816,-7.960427,4.807982,33.376587,-2.8229668,9.284656,11.780694,24.116686,3.1381233,9.603462,29.667868,-8.888146,12.372566
130,2.9269073,-4.6825347,-3.298138,2.564215,32.108288,-2.3134356,9.516999,3.4732974,-5.3270493,-0.5957411,7.035329,29.200607,-9.992762,12.243379
131,7.449033,-7.035071,-1.6299477,4.7169886,31.347315,-2.8175435,9.288146,1.7934073,-17.724909,-3.9398754,6.150616,29.082878,-9.660647,12.1138525
132,3.01162,-5.4544578,-2.6025813,7.6107473,31.345074,-2.9617064,9.111232,-3.07731,-14.223951,-2.3311045,2.5675862,29.972668,-9.03348,12.145115
133,3.4051998,-7.1046925,-3.754072,4.9108186,31.261328,-2.9400349,9.486322,-1.6322198,-16.124435,-2.5418932,1.5718167,29.98388,-9.294556,12.284415
134,-6.48694,-7.358265,-1.1771723,-1.5284691,31.495373,-3.2316034,9.299317,-4.465316,-16.938465,-2.9792366,0.90421987,30.20643,-9.01922,12.225366
135,-18.722923,12.167958,4.5641494,-0.35370338,31.876911,-3.578617,9.428909,-2.3129735,-12.079228,-4.086199,0.91023403,29.623207,-8.343696,11.934581
136,-18.346506,9.972367,4.888273,-3.5524564,31.525135,-3.9266367,9.302102,0.64332163,-15.526376,-6.9690113,1.5689822,29.454836,-8.620655,11.750222
137,-12.010873,3.277831,3.278729,-2.24532,31.485397,-3.6548734,9.001298,4.8092823,-17.789083,-6.620254,3.2523384,29.473852,-8.470585,11.742691
138,-6.4910574,9.241883,4.183149,1.7908696,31.78211,-4.076864,9.024851,13.592546,-13.977097,-6.435202,5.9570813,29.002117,-7.8623586,11.597026
139,-0.4558106,-8.712122,-1.6163325,1.65965,32.431023,-4.3973055,8.550379,3.1320074,0.17724302,-1.1887884,3.7523816,28.94702,-8.213843,11.2714815
140,-5.872833,8.75181,1.563666,-1.6070858,33.321198,-5.2872505,8.284886,-3.1687942,10.069234,-2.688148,5.242741,27.478981,-8.3549385,10.976536
141,-5.298648,13.84796,3.0515997,3.4784515,33.00542,-5.3460894,8.572934,-4.7411747,9.424771,2.78998,3.7465172,27.991037,-8.361996,11.362768
142,-23.242413,6.6908607,6.36485,-5.9828076,32.984505,-4.9468026,8.3416,-14.909439,0.37749884,-1.2114414,0.7576695,28.333153,-8.461656,11.57073
143,-2.6343102,-4.970895,-0.6838033,3.1232932,33.754414,-5.436112,8.01766,-12.092503,3.5899978,-1.1766458,4.834481,26.96013,-8.199442,11.211598
144,-3.0823293,-3.8162649,-0.07434888,0.0059492816,33.942997,-5.524998,7.8103685,-14.063767,1.4453723,0.12116342,1.286033,26.889132,-7.7926226,11.237347
145,-19.684933,-3.5104558,3.8421013,-5.813643,32.475006,-5.319024,8.420156,-14.825129,-16.584293,-3.0862186,-2.6726162,27.801918,-7.8291817,11.499893
146,3.258246,-18.23575,-4.5224442,2.920186,35.33507,-6.012036,8.819037,-7.964422,8.367458,2.324165,3.0786936,26.86125,-7.769403,11.76391
147,-10.087155,-10.068903,1.0901692,-0.98432285,34.356674,-5.4897327,9.232139,-7.9843664,-14.817482,-2.401341,0.31146628,27.952812,-8.01962,12.125769
148,14.529903,-20.67734,-5.270972,5.884356,34.188686,-6.572983,8.845621,-3.8084924,-4.136799,-1.1069077,4.3577166,27.736874,-7.6345215,11.452067
149,10.702495,-14.350888,-3.8499882,1.9431995,34.239017,-6.2326236,8.811053,-5.0118885,-9.819868,-1.496082,5.0349183,28.173397,-8.08762,11.467384
150,5.3403354,-8.717824,-0.7576833,4.466999,34.19815,-5.9865074,9.6110935,-0.18508008,-10.211763,-2.6106339,4.457011,28.93814,-8.326067,11.9289465
151,-7.528117,-1.4699749,2.972426,2.0475523,35.53362,-5.2048316,10.677309,1.9796814,-14.696559,-3.2877655,6.873638,29.211248,-8.689509,12.568206
152,-1.8062216,1.9098725,1.4061072,1.2337492,36.291286,-5.47785,10.904687,6.5154843,1.9545643,2.9142542,5.449137,29.490866,-8.267718,12.715733
153,-14.80919,1.7289591,3.6033163,-1.1734741,36.447346,-5.133142,11.636316,8.591924,-13.174005,-2.247198,5.3563714,29.444887,-8.489795,13.102354
154,-20.754007,-6.2503767,2.0145385,-3.78379,36.332348,-5.083481,11.961889,1.994821,-13.091614,-1.44263,3.1902978,29.940487,-8.535714,13.148874
155,-17.226318,-13.335479,0.08509905,-3.697273,36.347374,-5.1616254,12.2314005,0.9790014,-11.967056,-0.8557915,2.1537097,30.282757,-8.674409,13.163118
156,-13.132491,-14.852799,-1.3542914,-3.0789862,36.69634,-5.2324853,12.479897,-1.5156403,-6.609624,0.45277867,0.98865235,30.669853,-8.810202,13.349165
157,-3.2170103,-14.027062,-3.4463875,-1.3552877,37.055485,-5.571639,12.780215,-0.13416581,6.331378,3.7996268,1.4611795,30.229946,-8.884664,13.460742
158,-2.7532465,-7.998243,-2.9960108,-0.43762106,36.751415,-5.394938,13.144793,0.3129692,-1.1395714,2.4940953,2.843234,30.13156,-9.198436,13.683316
159,2.435496,-6.813544,-3.684906,0.84002113,37.90671,-5.4124146,12.902299,-3.4165955,11.928392,3.9395149,3.95709,29.705065,-8.965688,13.603553
160,0.1370259,4.2776227,0.3456961,6.0430703,37.20623,-5.2643256,13.1922035,16.010633,-9.952568,-1.9851197,7.764103,29.23084,-9.468532,13.736735
161,-10.288417,11.962791,3.8676422,3.6373637,37.770275,-4.8624644,13.919179,14.020902,-10.526236,-2.336565,6.884847,29.144688,-9.604592,14.162647
162,-13.823436,-7.0676637,-0.9978821,-0.18768844,37.144062,-4.8456526,13.435162,1.8121878,-6.9662433,1.6031607,4.49516,29.473526,-9.20325,13.710647
163,-1.3930376,-22.825588,-5.793273,-2.4022665,36.87451,-5.675695,13.107761,-7.8658147,4.2783346,3.7317998,2.8462782,30.054716,-8.702024,13.161585
164,10.525069,-28.820187,-8.955728,0.9531341,36.81038,-5.210436,12.408865,-3.868982,7.9158673,7.417203,4.3627057,28.95892,-9.310994,12.8512535
165,7.1228385,-16.05797,-6.557782,1.8768744,35.88711,-5.4496617,12.727324,-1.9520679,-9.87024,3.3783727,1.8695809,29.98887,-9.165871,13.261877
166,11.405511,-13.374562,-5.3264256,6.165944,35.49854,-5.752914,14.218426,1.8953485,1.3638221,4.3484836,2.5526319,30.397125,-9.641872,13.745613
167,-8.641383,12.805961,1.6539247,5.5546284,36.75709,-5.302805,15.423855,1.6526599,7.302526,3.0983913,3.9320745,30.388424,-9.513029,14.213131
168,-11.560607,14.18234,4.430613,3.213119,36.498425,-5.025094,15.085849,-0.99783915,-6.044847,-1.7959058,4.2563252,30.261122,-9.555521,14.043842
169,-14.534988,3.9594555,0.96370995,1.466367,36.151417,-5.101939,14.743535,8.443777,-13.987198,-5.4879622,4.486286,29.660776,-9.394582,13.586174
170,-7.988115,4.094059,0.4467254,3.8434908,36.289337,-5.263087,14.340573,8.314219,-3.505377,-1.8686118,4.319417,29.99223,-9.325148,13.285173
171,-2.8267617,9.715065,1.205791,2.5033238,34.845043,-5.1814017,13.88398,10.061487,-10.662463,-3.7239304,4.9666343,29.698778,-9.641373,13.276064
172,1.4186666,3.7631857,0.09444207,5.3038187,34.18527,-5.4345665,14.167091,20.530767,-12.931273,-4.020321,7.628921,29.126862,-9.863471,13.619858
173,1.8978392,-1.160637,-0.57317,4.866467,34.756203,-5.094064,14.531607,12.218214,-0.998925,-1.7434222,3.4097345,28.833523,-10.337846,13.920527
174,3.3065898,-2.9389875,-2.312243,4.7195706,35.038963,-5.1432924,14.477017,2.8110144,6.3053446,2.6067207,5.1478596,28.664211,-10.291047,13.8162775
175,8.87612,-6.772364,-4.094474,4.026711,36.0742,-4.437843,14.309186,-1.1516453,14.675,6.8001533,6.3213387,27.84847,-10.354976,13.509977
176,6.3617997,-13.426976,-4.803146,2.901293,36.536205,-4.091864,13.912077,-8.575463,9.540067,5.1821156,4.2908587,27.874939,-10.483473,13.686451
177,0.26980352,-6.366811,-2.1551342,1.7951769,34.413773,-4.2278514,13.53812,-4.2786145,-14.26438,-2.1008024,2.4600139,28.350082,-10.408989,13.823257
178,-3.1785152,-17.594872,-4.594365,2.3439925,36.18207,-3.760214,13.842928,-0.33810622,8.823328,7.679738,3.7348547,27.686842,-10.130445,13.426865
179,-3.4690142,-7.2055387,-3.283306,-0.027112298,35.443626,-2.9185069,13.696082,-7.016914,-7.3580546,-2.6053927,3.898629,27.546595,-10.402359,12.546217
180,-3.5698202,-4.515237,-2.0956407,0.84687465,34.974953,-3.0536458,13.835515,2.8405163,-5.1158023,-1.4463208,2.9091387,27.105047,-10.221646,12.526409
181,-4.214975,-8.723328,-1.7623588,0.19436607,34.914864,-2.7331781,13.309405,-4.0353494,-4.5837264,-0.46963787,2.2274847,27.26315,-10.100866,12.489631
182,-5.296609,3.312787,1.525182,0.24477747,34.49039,-2.3008075,13.172033,1.2487842,-9.53771,-3.5543985,1.3886563,26.997965,-10.187313,12.218611
183,-6.784133,15.102334,4.6866813,1.0758426,34.105247,-2.2448475,13.259358,5.003091,-14.707597,-4.7901177,3.0048811,26.774157,-10.206262,12.155054
184,-0.39036235,7.491035,3.2016537,2.2301433,34.159077,-2.092386,13.007598,4.2260346,-9.788641,-3.3004255,1.646283,26.76607,-10.263538,12.149179
185,-1.0974319,-10.114225,-1.4330508,1.2382216,34.699856,-1.9961106,12.253964,-7.234636,5.608935,2.2613294,2.1095052,27.021284,-9.608034,11.916551
186,-5.093761,-6.860445,1.1391165,1.1603988,34.947075,-2.2865064,12.199149,-0.6311313,6.690683,1.9213442,4.669769,26.93759,-9.861141,12.345974
187,-1.4259741,-5.084977,1.8777177,1.2186183,35.579357,-2.7186449,12.7086,3.9254162,3.4123936,2.2245865,4.038387,27.326397,-10.239584,12.623173
188,0.89199215,-1.1281756,3.3800478,1.1648849,36.511887,-2.431852,13.306944,-9.651223,5.089501,0.7386921,2.645457,28.49417,-9.982707,13.448729
189,5.6048627,-15.270385,-2.0669918,-0.9492872,35.889668,-2.059652,13.422439,-0.01605587,-9.537077,-0.006747376,2.003919,27.446249,-10.2609825,12.616019
190,11.176645,1.4172872,-0.016050616,2.8057091,35.00415,0.11750358,15.064987,6.4568067,-9.514965,-4.795547,6.5302243,24.742668,-9.999969,10.997763
191,1.0591502,15.061043,7.904122,2.8932705,34.917538,1.4248126,15.517728,-9.716375,-25.644424,-8.868153,2.081339,25.243076,-9.831789,10.047284
192,6.9262824,1.5619898,2.5578253,2.1513193,36.461784,0.8775633,15.047463,-18.879011,9.53251,2.0645835,2.0046136,24.827974,-11.021186,11.565163
193,5.133624,6.521708,2.8433867,6.2366834,36.524563,1.189147,14.745852,3.211359,16.34307,2.0368545,6.3757997,24.065046,-9.804496,11.63624
194,26.892193,5.827627,-2.5090683,14.247049,35.315018,1.466043,15.625431,4.7942243,5.507395,-0.4905368,8.541913,22.717148,-10.483681,11.671212
195,5.96364,-18.454296,-0.32780045,-0.7417125,34.51872,0.882541,15.612423,8.739741,4.640425,3.3669071,6.0550184,22.908781,-10.3821125,10.821031
196,12.587946,-5.724152,-2.145396,3.4517262,33.290043,0.7727724,16.015656,6.6915455,-14.447452,-0.5811964,3.6628764,23.035234,-10.7112,10.564931
197,2.6198144,-5.6367145,-2.221148,1.9679265,33.85225,0.81191295,15.517884,-2.1708758,-5.566297,1.487233,0.549721,24.169106,-10.294497,10.113847
198,-3.7233033,-9.334552,-2.9211438,0.55875015,33.106388,0.429284,15.300228,-8.9790745,-1.4520069,2.6727653,0.39235207,24.478937,-10.196198,10.660429
199,-9.7711,-2.8112803,0.14855334,-0.76337284,32.972763,0.015003042,15.83786,-12.583275,3.987479,2.7609084,0.8687563,25.247005,-10.173756,11.444029
200,-17.895763,7.1689706,4.801488,1.331483,32.36343,-0.6427996,16.65055,-0.28819445,-2.3413682,-1.4085685,2.8056805,25.518263,-10.061809,12.176313
201,-18.005636,11.601723,3.8112202,0.33158323,33.13409,-1.3040732,16.502104,2.1381588,-7.763386,-1.4515064,1.1943486,26.41466,-10.169068,12.340448
202,-7.378625,-1.3641675,-0.049949963,-0.09509446,33.97916,-2.0413737,15.778242,-3.85233,-7.2030582,-0.33749753,-0.6739491,27.03758,-10.158285,12.578806
203,1.2463946,-2.4808695,-2.2459245,2.811998,33.479534,-3.046209,14.582073,-7.7671223,-9.139945,-0.7607699,-3.112851,27.194283,-9.948472,13.026996
204,2.6313443,-1.5482488,-3.044136,4.7664967,32.704277,-3.2126024,13.704305,-5.297938,-10.658082,-3.2363257,-2.73077,26.360523,-9.681612,13.024815
205,2.8413358,-2.2207067,-2.4708245,5.57476,32.10781,-3.2268195,13.663478,-7.4118304,-20.617556,-4.7077365,-1.383216,25.912178,-9.603178,13.0586405
206,5.501241,-10.567899,-4.982022,5.029011,33.130424,-3.8595743,13.190572,-10.021236,-12.813812,-0.7469591,-2.7743473,26.636211,-9.657432,13.093063
207,9.387888,-19.520123,-6.423699,6.2480464,33.065567,-3.9633129,12.833747,-8.341107,-5.731393,-1.6519055,-0.81046885,26.37278,-9.429116,13.227214
208,11.485577,-28.220995,-7.063379,3.1152985,33.942623,-4.5656166,11.811068,-15.627611,-2.0161202,1.5212171,-3.1858141,27.136522,-10.008497,13.789543
209,4.031251,-22.267696,-4.9478545,4.0687256,33.812904,-4.546396,11.735993,-11.90454,-2.1237574,0.09436183,0.41324347,26.96554,-10.060223,13.894124
210,-5.2395763,-1.3541812,-1.0390115,3.7383223,33.76007,-4.394665,12.400975,0.19866773,-1.2456238,2.1106942,3.4894288,26.854557,-9.8739195,13.389187
211,-5.7232823,10.582075,1.5202843,4.531105,33.659473,-4.4623923,13.223632,2.8129308,-13.177393,-3.8134732,2.8442762,27.30425,-10.173234,13.292196
212,-3.0797627,2.1873894,0.010035698,3.8029976,33.98401,-4.7298665,12.93305,8.691434,-13.311894,-6.5435367,4.0788584,27.274363,-10.505383,13.126594
