Timestep,mot_shoulder_flex_r,mot_shoulder_add_r,mot_shoulder_rot_r,mot_elbow_flex_r,mot_pro_sup_r,mot_wrist_flex_r,mot_wrist_dev_r,mot_shoulder_flex_l,mot_shoulder_add_l,mot_shoulder_rot_l,mot_elbow_flex_l,mot_pro_sup_l,mot_wrist_flex_l,mot_wrist_dev_l
213,4.508884,-9.209121,-2.421012,3.922884,33.942497,-5.1287,12.3777485,6.3093295,-11.405028,-5.3638363,3.8723743,27.298275,-10.742021,13.264695
214,8.281309,-19.396158,-5.5260773,5.323002,34.08488,-5.3276143,11.551739,2.0238702,-0.8579405,-0.61604244,3.610201,27.578873,-10.582062,13.081199
215,10.543672,-18.758516,-4.735155,5.485428,34.66474,-5.214353,11.0488,-4.7087064,-1.0815778,-0.91369087,-0.17271666,27.9361,-10.827762,13.177638
216,-1.4974988,-10.712629,-2.3031688,6.1674156,35.5317,-4.7007837,11.391933,-6.1620603,-3.6322126,-1.9536785,2.751159,27.791782,-10.190435,13.033062
217,-6.9911776,-2.3782573,0.63710636,2.6109526,35.606964,-4.224681,11.6631155,-5.938909,-8.777581,-2.524498,-0.21816756,27.967089,-10.438629,13.049139
218,-6.512097,-3.8120646,1.1976132,2.6965413,35.68245,-4.1414967,11.588231,-2.4322534,-10.360829,-3.3548112,1.4611192,27.872349,-10.620442,12.997114
219,-6.9221025,1.994463,1.5929604,1.7148744,35.311077,-4.0169945,10.999001,-8.404548,-10.006079,-3.932218,-0.6050389,27.855412,-10.899126,12.97854
220,-1.2181681,-4.404937,-0.9459281,4.5729594,35.14055,-3.9907038,10.175622,-5.24436,-2.3558567,-1.4550345,2.520475,27.717892,-10.869426,12.751352
221,12.611167,-11.449405,-4.91892,1.0512763,34.06131,-3.7303295,9.146324,-11.180891,-8.282344,-2.6381762,-2.3279803,27.915586,-11.904961,12.663942
222,3.4547222,-0.09237804,1.0810822,8.702764,34.745182,-3.5558,9.896125,-4.6547976,1.6019074,-2.2300947,1.3753816,27.656128,-11.243181,12.792102
223,3.3806422,1.7108716,3.709754,2.4231079,34.68222,-3.6904354,9.510856,-7.6078286,-8.978073,-2.4177654,0.4467907,27.25527,-11.826043,12.680386
224,-2.6492622,1.2060815,1.618041,4.2212443,35.52838,-3.6457798,8.993599,-3.6846704,-2.139961,-3.033474,1.1006188,27.46639,-11.663746,12.523606
225,-4.0014777,13.670983,7.09245,3.2988648,35.12886,-3.979508,9.10319,2.973358,-9.391144,-4.56025,2.591546,26.922518,-12.179455,12.672755
226,-10.868162,17.50218,7.699506,7.7332783,35.03722,-3.6305826,9.108389,11.371318,-19.858784,-8.714737,6.2875457,26.6289,-11.7292595,12.422624
227,3.3457658,-9.013157,2.8886275,2.9363666,33.9486,-3.6084552,7.710119,4.2897034,-11.892307,1.2020895,3.2676415,27.513205,-12.187174,12.180015
228,2.7533183,-2.1991334,-1.5135467,3.7315836,33.458263,-3.2670665,8.133758,-0.083437115,-1.9946231,-5.562014,5.9327345,26.790854,-12.277667,12.224682
229,20.683163,-14.313593,-2.6765711,8.343598,33.047497,-3.3246198,6.614031,2.6327662,5.967112,3.4588168,1.4104652,27.819263,-12.359631,12.061434
230,7.445633,3.7658784,-1.170405,5.0587,33.67058,-3.0382318,8.037361,-12.620438,3.2206247,1.4433955,5.193139,27.42868,-12.357241,12.675746
231,4.161628,-1.7502995,0.33537695,3.4316769,33.536255,-2.8468738,7.818264,-6.737663,1.5139349,-0.58375573,3.691335,27.766327,-12.465172,12.570815
232,4.5467787,1.9865746,1.0224487,4.8478975,33.298603,-2.2976184,8.294162,-9.837537,2.1834898,0.9664846,4.053809,28.106785,-12.263432,12.503554
233,4.8180914,0.8850838,3.3704658,5.342413,32.49416,-1.4294515,8.348433,-10.965676,-0.1771384,2.297338,1.169836,29.113863,-12.152657,12.769667
234,8.372614,-13.46721,-2.5924385,-1.5389811,32.62306,-1.9134803,8.967398,11.494501,4.840418,-5.0873504,8.09046,28.218996,-10.988046,12.941846
235,9.378204,-19.673645,-5.922306,5.6036654,32.56685,-0.904979,8.636483,3.4629343,9.137136,3.2347317,2.4581676,29.097433,-10.472323,12.988705
236,-7.781317,-4.355179,0.7552151,0.8327814,32.077435,0.37104154,8.750316,-12.781899,-6.1716146,1.0112305,-2.0878139,30.200186,-10.894039,12.751653
237,2.5719101,1.0194218,2.4722106,4.648361,32.298653,-0.16284604,9.292448,1.531389,-13.171133,-0.10675725,4.8949733,28.94707,-10.885976,12.639715
238,11.329606,-12.281789,-4.4491086,6.7203717,32.594368,-0.6928097,9.396381,5.4510894,3.083569,-1.5174943,5.3231688,28.761162,-9.845006,12.442114
239,9.132873,-14.424571,-5.9910507,6.330215,33.034496,-1.1739551,9.639227,8.503054,10.635694,0.034969408,6.167854,28.425323,-9.575103,12.273804
240,4.8628163,-4.792988,-2.8523967,5.5724,32.094547,-1.4001727,10.009555,0.22566758,4.413052,2.774564,4.1973634,28.813452,-9.603964,12.2929735
241,4.734692,-1.3960162,-1.6845335,4.833215,31.725145,-1.467341,10.117256,2.300918,-3.5623147,0.02598334,3.9794455,28.805964,-9.693107,12.315462
242,4.685096,-6.2575383,-1.9239765,6.30348,31.907883,-1.6955819,10.020904,9.765936,-1.9443907,-2.1681747,5.9818945,28.518553,-8.947538,12.125194
243,1.4513212,-3.1894765,-0.56272227,6.296489,31.46926,-1.660694,10.2679615,16.851788,-4.0869765,-3.3615763,7.0839453,28.008812,-8.735884,12.072577
244,2.4968328,5.940104,0.8528589,5.809984,31.39057,-1.5224808,10.0571995,8.754751,-6.2710123,-3.1678343,5.128214,28.359535,-9.165261,12.3737335
245,2.6613479,-4.7581906,-0.3406279,3.0559714,32.35657,-1.6982983,9.516546,-4.0385027,-0.2645164,-0.21215399,5.048173,29.019627,-9.1533165,12.480821
246,-2.3361244,-3.205889,-0.005341142,1.3487202,32.062717,-1.6732382,9.591898,-3.4961624,-4.225194,0.6101244,1.1554241,29.3191,-9.413682,12.727232
247,-9.565285,0.21939531,2.0856755,2.5766358,31.245766,-1.6533666,9.897167,9.934834,-13.763407,-3.0794098,5.4699593,28.527216,-8.67603,12.539021
248,-14.851345,4.98282,3.5954542,-0.9683012,30.42809,-1.6670213,9.966437,5.6685467,-18.366257,-4.902051,4.409907,28.934528,-8.234081,12.464372
249,-14.176964,4.8080635,2.9717133,-4.5827765,30.943756,-2.1008995,9.647262,2.5615218,-7.333289,-2.6441474,0.5803797,29.670795,-8.089874,12.555849
250,-15.295891,-7.9063253,-0.34228608,-4.33155,31.48435,-2.4846675,8.965473,2.8782978,-4.375065,0.75861275,2.234023,30.121752,-7.9571323,12.1913
251,-6.060384,-5.1965165,-1.7930708,0.25523108,30.99684,-2.9290109,9.053184,11.280804,-8.631044,-3.2580473,7.4261956,29.020359,-7.857344,11.786468
252,-6.144396,5.9748116,2.155011,-0.29900932,31.677172,-3.4299538,8.945075,14.801857,-6.3670564,-4.532022,9.116938,28.102327,-7.6235585,11.501806
253,-32.670944,16.24257,7.977721,-4.966281,29.982231,-4.2848363,8.493442,2.2858803,-31.738176,-10.816009,5.809454,27.449461,-7.5299206,10.940101
254,-22.222328,13.557475,6.431372,-4.207048,32.603645,-4.362051,8.510299,-5.5476727,-6.576093,-4.6701913,-2.0061433,28.684614,-8.487241,11.432179
255,-4.56225,-1.5726686,0.18738289,2.3733215,35.235535,-5.6686726,7.9443297,-14.089345,29.825275,3.2806957,-0.09387721,28.452318,-7.860189,11.324156
256,-29.779686,9.241141,5.567701,-5.4671044,32.398884,-5.7205467,7.8277497,-17.961288,-12.286537,-4.6418924,1.1960146,27.52772,-7.6051416,10.825865
257,-25.512693,1.8739871,4.367367,-3.93833,32.242565,-5.4012394,7.877657,-20.066221,-15.384003,-5.1945896,-0.8834227,28.250776,-8.282725,11.052387
258,-6.3981795,-0.64366406,-0.46171233,0.10000376,33.147392,-5.700045,8.081335,-13.776275,-9.441663,-3.5146008,3.1382768,27.44434,-8.076301,10.914655
259,6.5447125,-12.913987,-3.3548617,4.277594,33.877636,-5.5971036,7.8532734,-5.596209,-14.121488,-2.4272816,4.033958,26.797693,-8.270178,10.942439
260,17.196766,-13.910599,-4.790317,7.591833,34.485268,-5.665543,8.3113,-1.2751436,-11.592021,-3.0659754,5.886956,26.318401,-8.172987,11.184495
261,19.013248,-18.76255,-6.0177517,7.1705747,35.387695,-5.504651,8.261716,0.06907011,-4.0283356,-1.2901311,7.7414255,26.569769,-8.560908,11.343014
262,17.833817,-12.22165,-3.7673378,5.512658,34.912525,-5.4636726,8.814919,2.9727988,-5.9518723,-0.97608745,7.8458853,26.575054,-8.652053,11.344237
263,2.9799986,-3.143461,-1.4150059,0.4613414,34.852932,-5.0136,9.239031,0.82884824,-3.4719799,-0.53591084,5.8395624,27.232119,-8.80047,11.484591
264,-7.641288,-1.5747641,0.50631446,-0.9697269,35.1613,-4.2808166,9.492244,-0.84874874,-10.42792,-0.12932326,1.4453046,28.405788,-9.198531,12.038269
265,-3.6933377,0.8830413,-0.07645429,1.0458056,35.48698,-3.9550173,9.323212,0.27315295,-9.029943,-1.0951532,2.3703458,28.159983,-9.425318,12.302073
266,6.0197406,4.0239234,-0.9883894,5.631437,35.665314,-3.8882196,8.99404,0.091462865,-4.954998,-2.6121812,4.00232,27.788746,-9.343059,12.350868
267,8.731344,-0.100738145,1.5916404,6.9021854,35.38281,-4.056483,9.187892,8.852984,-8.392011,-3.2867432,4.612276,27.52218,-9.376405,12.487002
268,6.269618,5.1692553,2.3490713,5.8921475,35.339813,-3.9425683,11.048548,13.8236685,-13.452827,-4.158774,9.210875,26.873123,-9.732767,13.2554035
269,-15.010675,-23.107454,-0.15426652,-4.1617966,36.68673,-3.2644942,11.677234,-5.1330495,-5.283881,0.4788789,4.80703,27.957855,-10.403037,13.50587
270,-10.373527,-25.236935,-3.5017684,-4.1502995,38.056282,-3.4022598,11.9162445,-4.988735,14.7125635,4.2322273,3.7844615,27.97599,-10.565097,13.578014
271,-7.624604,-16.96648,-2.1804767,-1.626357,38.690414,-3.5870988,11.471656,-8.847236,24.79858,9.379096,2.5120873,28.816887,-10.574002,13.635376
272,-5.6872973,-17.99624,-5.181169,-0.42144284,38.894974,-3.8339727,10.967669,-13.996184,8.773198,7.5225677,0.85439813,29.259127,-9.879701,13.12236
273,-12.378315,6.252149,2.2979403,-0.22582781,36.892025,-3.327846,12.869127,8.066929,-22.762676,-5.0669174,3.74699,27.924868,-10.370248,13.512137
274,-8.32627,1.1972293,1.4588358,0.7434656,37.54544,-3.5877903,12.674335,7.577012,-17.173874,-4.2490153,3.7152362,28.083126,-10.314736,13.884839
275,-9.951836,-7.0392647,0.3660212,0.30109987,37.24344,-4.1581764,13.16299,12.552773,-6.9570045,-3.3466325,6.7820797,27.792522,-10.075833,13.634012
276,12.019675,-22.164225,-7.669637,5.476122,36.88781,-4.340153,12.823147,1.9238442,5.160531,1.9788461,2.6220183,28.03484,-10.020452,13.4054165
277,21.327673,-36.236397,-8.765633,6.2862554,36.985188,-4.4336386,12.025905,-3.5263164,6.3845954,3.2540226,-0.043454956,28.536005,-10.510783,13.531378
278,-1.5622975,-19.674105,-5.9887896,1.9087148,37.48175,-3.8192039,12.057222,-15.09293,-4.1053,6.7205844,-2.5906115,29.811026,-10.183973,13.71763
279,-0.5265505,-12.563924,-5.966005,0.14803773,37.886467,-4.768534,12.358844,-7.3127446,10.536457,4.092472,3.031654,28.969898,-9.328028,13.28293
280,-4.768718,20.385899,5.0304537,6.719922,36.74194,-3.8738441,12.850492,10.887585,10.10337,4.9508924,7.8210135,27.893274,-10.0236025,13.722043
281,-14.729978,15.073964,5.813667,-0.8045126,36.106266,-3.517186,13.250383,12.481856,-8.668486,-1.6738489,5.514557,28.044947,-10.589695,13.529146
282,-1.7939678,-5.632977,0.5915556,4.3794866,35.387577,-4.3567867,13.850713,18.697994,-0.71513873,-3.3692918,11.279721,27.022095,-10.297991,13.51596
283,-8.594875,-6.994327,-1.1452558,2.5132613,36.28859,-3.8355253,13.203918,6.8209686,-2.150711,-0.26734358,7.7201924,27.941713,-10.217028,13.114326
284,-15.033725,-2.3896465,1.0766783,0.03967827,36.334614,-3.721275,13.378461,2.5122116,-2.8395174,-1.7257638,5.1427774,28.660192,-10.490747,13.375996
285,2.2719185,-8.756562,-1.6867768,4.0191984,35.427258,-3.8358674,13.582115,-1.0003486,7.0215063,0.5593608,3.1069834,27.982903,-10.687917,13.649217
286,-9.218399,5.132478,2.7058172,3.7633553,35.54151,-3.472615,12.931066,1.866152,0.13034756,0.13739847,4.7394757,28.538475,-10.379834,13.240069
287,-6.217964,6.6213384,2.02388,2.9073606,35.321384,-3.009084,12.738008,2.6056416,-3.1404278,0.7526443,2.8029165,28.410164,-10.495569,12.883636
288,6.0616856,-7.051997,-1.8955882,3.4410727,34.974735,-2.487875,12.895319,4.705758,-4.788004,0.6669367,3.8267982,26.865265,-10.712207,12.721091
289,6.4896965,-1.7894344,-2.8689873,4.140983,34.92098,-1.8210007,12.796381,-4.235715,-12.410564,-2.1331737,3.95719,26.79353,-10.62378,12.402843
290,7.9532537,-2.8715703,-3.3269367,4.389473,35.09281,-1.7546455,12.82297,0.27522683,-4.6549053,-1.1062464,5.419776,26.258642,-10.480411,12.131648
291,7.2108035,-18.739902,-4.12872,3.236965,35.78273,-1.7773094,12.485049,-5.646896,7.516226,3.4303615,4.031291,26.673368,-10.30926,12.019814
292,9.432397,-5.554432,-4.3163714,3.6016998,35.2582,-1.1553389,13.093858,-1.050389,-0.6468166,0.48053232,2.697206,25.867556,-10.231625,11.616108
293,-3.5978417,-10.051986,-0.18224998,1.6413957,36.31482,-0.14790066,12.663052,-3.697902,2.3206131,2.3320432,5.6497154,26.39359,-10.191208,11.683393
294,2.8105614,4.687961,1.2244996,4.029944,36.12752,0.8951514,13.663617,2.7155077,-2.0993044,-0.078086756,5.365138,24.859137,-9.567014,10.866561
295,-0.107901596,18.333504,4.4044547,5.6900396,36.50975,1.4994892,14.719849,8.870105,-11.95888,-2.5111897,7.256211,24.04241,-9.247483,9.869396
296,4.444482,7.429905,1.8676168,6.451491,36.618607,1.5617765,14.986518,4.8211865,-11.653151,-3.4439173,2.6441154,24.509504,-9.230893,9.477283
297,2.5946708,-7.078721,0.76035374,4.2649636,36.60102,1.3172708,14.5208,-2.1627288,-0.5007401,-0.5770037,2.9678109,24.813107,-9.464324,10.023339
298,8.8656225,-8.466004,-1.0537914,4.0893235,35.573887,0.98429686,14.504841,1.1179311,-2.326525,-1.2288225,5.406232,23.742365,-9.874836,10.475487
299,8.628975,-1.3052521,-0.067230165,3.9026597,35.616932,1.6203606,14.330763,-3.3187435,-10.745638,-1.8357952,2.154518,24.351046,-9.734223,10.292862
300,3.7648807,-2.7601717,-0.32765213,1.716039,35.676556,1.6617743,14.315933,-4.3303876,-7.85026,-3.4873555,2.6060565,24.282562,-9.59623,10.289835
301,-0.060590822,-13.850806,-2.1245837,-0.63100255,35.92259,1.6214043,14.193165,-10.8819275,-0.23092227,-0.7833836,5.153464,24.22723,-9.690192,10.432999
302,4.234235,-7.9759955,-1.215517,1.4335415,35.958855,1.8080633,14.490978,-4.2685976,-10.811393,-2.0140834,0.60122573,24.896477,-9.718521,10.445675
303,-1.6069725,-4.655534,-0.75917387,0.29115888,35.905724,1.8584851,14.779541,-8.206778,-7.263342,-1.1715231,0.12906815,25.051323,-9.611908,10.387384
304,-2.1683745,-4.274107,1.1002848,-0.91181034,36.158894,1.7504759,15.175678,-4.2671366,0.19702883,-2.7059681,0.554281,24.614136,-9.64885,10.514781
305,-0.35802394,-1.5679421,1.3534324,0.31627962,35.780697,1.7802477,15.316282,-1.413841,-5.6571736,-5.6981273,1.9969283,23.986975,-9.837226,10.637027
306,4.8683186,-1.2250408,1.3470378,3.5116189,34.737106,1.5639007,15.405443,1.3467364,-11.036581,-6.9325256,1.9360127,23.254835,-10.076248,10.8892145
307,5.9130893,2.276237,0.87273914,2.9418938,33.333103,0.9753125,15.10062,-5.8114743,-5.8303957,-3.6009524,-0.22465664,23.440506,-10.082597,10.991381
308,-2.6432724,-5.784417,-0.97974527,0.49011573,32.531864,0.08560503,14.286969,-11.012453,2.6107016,0.7028573,-0.36606959,23.76646,-10.025949,11.109422
309,-9.6308975,-14.053989,-3.4526033,-1.9886745,32.005703,-0.27846643,14.191018,-12.415685,6.331489,3.1256115,-0.31879133,23.822628,-9.788872,11.382762
310,-17.426632,-11.144037,-3.2530859,-5.302101,32.163906,-0.3770841,14.476143,-4.416312,4.5037465,2.6438403,3.776116,23.427984,-9.4936075,10.99519
311,1.1434339,-8.887853,-3.0210912,1.6333435,31.301994,-0.6139233,15.135002,-8.363209,-1.3869421,1.0536864,0.48722145,23.79843,-9.147405,11.9197
312,-8.9245,6.8145022,-0.4405525,4.215547,31.326334,-1.1041971,14.933552,-20.276379,-11.638435,-1.2292519,-4.7329106,25.26138,-9.187754,12.587727
313,-0.42265248,5.7128973,-1.9238166,6.7170353,31.364996,-1.4046677,15.074979,-5.741479,-11.058083,-2.013725,0.4711877,24.298271,-8.641532,12.445473
314,-1.0124108,0.45963538,-0.95675904,5.040512,31.566273,-1.435935,15.070648,5.4676065,-2.981212,-2.0054142,3.9280932,23.432318,-8.36583,12.123451
315,0.5162654,-3.6545806,-1.5785967,5.133288,31.855185,-1.7861228,14.232678,1.715008,-5.6197996,-2.1166837,2.1914124,23.755997,-8.42509,12.193858
316,-1.3206296,-1.9469553,-0.8411562,5.2132263,32.42393,-2.6117167,13.5628,1.5919931,-6.32904,-2.1307044,2.111074,24.38621,-8.518793,12.306718
317,-1.2157406,-4.8775287,-1.5272399,4.1261473,32.9935,-3.1224825,13.225601,0.106755115,-5.47368,-1.8250188,2.7316613,24.753403,-8.752859,12.485966
318,-2.5247512,-6.877537,-1.0144658,1.7127446,33.56855,-3.6395893,12.811084,-9.00853,-10.232276,-0.5342506,-2.3112261,26.080935,-9.345915,13.1390915
319,1.7954955,-16.107397,-4.644587,2.0003374,34.570812,-4.3993344,11.858031,-12.115328,-9.123112,-0.06385865,-1.9145701,26.677034,-10.034048,13.730164
320,-6.1556854,-10.026625,-2.0971296,-0.014588722,35.03576,-4.668653,11.766994,-15.043204,-6.694564,1.0682639,-2.5798683,27.19521,-10.103021,13.846432
321,-2.9164643,-19.43617,-4.623432,-0.0474559,35.657852,-4.699589,11.679632,-14.98996,-3.3681226,0.3907003,-0.10037106,27.153383,-10.285062,13.845844
322,6.0920553,-20.833364,-4.606748,1.216697,35.725357,-5.1660028,12.399699,-1.5151515,-1.9423821,-1.9342256,5.6089253,26.336027,-10.057577,13.818586
323,-3.4950738,9.463915,3.9616423,3.2471085,34.83307,-4.8406377,12.166411,-3.5192485,-13.57247,-1.0525475,-2.309135,27.70999,-10.294256,14.162123
324,-3.3738406,21.750751,5.5167,6.242993,34.29085,-4.9410434,12.456228,5.5452704,-12.850029,-5.6072264,2.175658,26.416502,-10.219907,13.924726
325,5.7525935,-5.5157266,-3.7600002,5.8919725,34.007767,-5.1206512,11.738288,6.6920767,-13.587196,-5.6907387,4.5774136,26.241905,-10.53814,13.216773
326,17.65376,-18.584036,-5.4429264,6.452389,34.32451,-5.255275,10.641857,-0.92997575,-8.239503,-1.3481307,3.5827582,26.834858,-11.493896,13.410047
327,4.9380474,-6.4502892,-1.933082,5.5677485,34.451893,-4.9744697,10.708224,-7.4600058,-4.8871226,0.34245518,0.67390794,27.55244,-11.249141,13.314979
328,-17.60989,12.785745,5.3079543,2.2508724,34.640095,-4.603314,11.292889,5.2276382,-4.0421352,-2.0598257,2.7815542,27.191122,-10.681555,12.961115
329,-19.3938,16.635208,7.0897903,2.4905186,34.752804,-4.7299495,11.461959,9.035844,-12.437276,-6.1448317,3.7307026,27.411911,-10.716621,12.90644
330,-12.117202,10.451394,3.189733,2.4448175,34.696674,-4.609015,11.195984,4.795761,-11.418392,-5.157768,3.103823,27.263514,-11.071657,12.630688
331,0.4382468,-8.153315,-3.9291246,0.06981399,34.01247,-5.053515,10.02659,-4.5532684,-8.5323925,-1.718326,1.8393995,27.807976,-11.73365,12.3109455
332,3.9117184,-17.207039,-5.8173685,2.9119952,34.692795,-4.7241607,9.792967,-8.975473,2.2332234,1.7959349,1.3253359,28.338982,-11.664228,12.433462
333,4.908271,-12.21994,-3.8911898,2.9505894,34.29359,-4.4678373,10.316881,1.8123955,1.7885243,-4.0790834,4.159697,26.84369,-11.658854,12.485956
334,11.257644,-22.75551,-5.336965,4.315653,33.612144,-4.021061,9.476433,-11.0382185,7.8777523,5.312323,-2.363149,28.774666,-12.254189,12.887722
335,-3.878129,3.8224566,2.5072854,1.4612633,34.360622,-3.2124455,9.374088,-8.562364,2.5093668,-1.8729781,2.034533,27.42738,-12.652904,13.058715
336,3.605193,-5.734223,-1.237747,3.7163074,34.25906,-3.3023157,8.899169,-4.4162908,-13.420634,-1.3996772,-0.77003473,27.841969,-11.987105,12.649422
337,-3.7573853,8.61282,3.469811,7.169916,34.396034,-3.337296,9.27584,1.2503918,-6.5754433,-8.700743,4.572327,27.22367,-12.436926,12.674314
338,6.3683863,9.613614,4.0077195,7.5799074,34.597046,-2.8075027,8.809895,-10.655818,-10.888792,1.4431726,0.4356574,28.551762,-11.972223,12.869716
339,7.5029883,-2.3603373,-2.320602,7.757975,33.42851,-2.8264306,9.16792,-4.6235023,-3.7433848,-2.549646,1.7500244,28.100689,-11.458439,12.310802
340,9.450909,-7.377268,-0.41751987,9.790667,33.06575,-1.9116547,9.191866,-16.680555,-4.2993693,2.403979,1.1549164,28.974985,-11.420759,12.606408
341,15.829696,-9.921989,-2.9693027,7.341218,32.244083,-1.7142575,9.449171,-14.735474,-3.0963004,3.7794805,3.272616,28.691013,-10.69136,12.399294
342,9.524942,-0.33839726,-2.7961395,6.0940447,32.288986,-2.012611,9.720838,-9.306865,0.5637749,1.4483544,1.4321864,28.762852,-10.422126,12.554936
343,5.6731763,9.94736,2.3104458,9.137379,32.192776,-1.9932654,9.80849,-5.916851,-5.177022,-1.509301,2.5201685,28.692316,-10.315733,12.675093
344,0.18251176,3.4420042,1.4232885,7.241458,31.885859,-2.0271902,10.125397,1.2462724,-5.923188,-3.3335028,3.6671412,28.704077,-9.983316,12.557377
345,-3.045703,-12.863161,-1.3644904,2.6199107,32.59956,-1.95709,10.077177,-3.7998388,8.845257,0.539602,-0.3005789,30.031498,-10.281826,12.737073
346,1.2713448,-7.5171976,-0.7245455,4.1640596,32.515434,-2.151958,10.242136,9.084494,10.923462,-0.52628666,4.9900274,29.391886,-9.973169,12.5762615
347,0.7221566,-12.273704,-1.5487363,4.3841963,32.330948,-1.5898857,9.95816,6.3243,5.1087575,-0.74982566,3.8905194,29.651175,-10.000127,12.509805
348,-14.355522,-10.339776,-0.42080694,2.1918101,32.606354,-0.72133756,9.67186,-3.4959536,-6.6131773,-2.038488,2.7486095,30.207054,-10.214122,12.457233
349,-3.5720398,2.7349565,1.7528715,2.8653986,32.032036,-0.8002995,10.180026,2.7671306,-9.868177,-3.3894417,2.3365057,29.227077,-10.869542,12.761021
350,-0.116401106,0.33944458,0.80319405,2.801242,31.498514,-1.2604965,10.607837,5.818307,-10.063302,-3.2049809,4.8231645,28.568737,-10.522063,12.554923
351,0.9170016,-10.659688,-2.5031447,6.368851,32.60717,-1.4554291,10.5528755,-0.78385574,-1.65086,-0.6927793,6.2560625,29.036728,-10.415951,12.561792
352,2.8726487,-11.141858,-2.333142,6.3523316,33.1324,-1.6820431,10.692958,-4.4588346,9.024858,1.513207,5.6536803,28.853518,-10.357297,12.818387
353,-12.35417,-1.9298974,2.4203618,0.2224308,32.631714,-1.6564738,11.531477,7.639506,-10.808619,-3.5371115,5.110785,28.169304,-10.4051,12.776414
354,-5.450324,-4.634411,2.356618,2.897186,32.300575,-1.6552893,11.170233,8.025861,-9.150288,-0.26230165,5.6369123,27.697914,-10.258213,12.505849
355,-4.062029,3.3669958,2.8855448,4.0861683,32.296032,-1.6737037,11.096377,7.6903253,-5.020218,-1.1760216,5.9421926,27.907028,-9.947558,12.646734
356,-8.139912,-0.14282842,1.7941847,0.23902833,32.300747,-1.890089,11.6966095,10.73627,-9.251095,-3.6445966,4.2979336,28.001753,-10.235114,12.837672
357,-1.00264,-8.244504,-1.2143095,2.3710127,32.03552,-2.016599,11.190948,10.195825,-3.0469098,-0.6231283,3.4043624,28.153698,-10.064555,12.679012
358,1.7213976,-7.5095634,-2.2054734,3.001085,31.668413,-2.0228038,10.624843,7.216909,-5.4071217,0.41215444,3.930855,28.544847,-9.980386,12.58765
359,9.094468,-1.7282988,-3.3844452,3.8958454,32.188046,-2.3291924,9.901981,11.483982,15.060753,8.519132,7.724289,28.25977,-9.457146,12.356156
360,5.559495,-4.5391974,-3.1996045,3.3329792,32.247364,-2.2786078,9.19456,11.708183,7.367866,2.4919264,6.2852774,28.718773,-8.960934,12.388687
361,-7.224487,9.708122,1.9271747,0.08578997,30.506039,-2.627846,9.946882,16.68241,-19.702995,-3.2121067,4.5958962,28.999586,-8.589638,12.571478
362,-15.417988,6.800874,2.136474,-3.5293238,29.338293,-2.8583295,9.7128,7.3379645,-28.027914,-6.5615416,4.770826,29.805662,-7.648451,12.164893
363,-10.515817,-8.06181,-2.2497256,-4.73621,30.305147,-3.578449,9.929949,8.336083,-16.69236,-4.426895,5.9208484,29.55397,-7.697837,12.018209
364,-13.789933,7.482128,1.3874615,-4.692919,30.955029,-3.9837465,10.093355,17.229431,-8.519204,-6.106578,6.4397774,28.19686,-7.7725596,11.965587
365,-8.953952,3.2121704,4.2793417,-0.9219734,32.926144,-4.062818,8.397854,1.6652802,-0.16252354,-5.1742525,3.7115843,27.838985,-7.8321247,11.274364
366,-21.751196,16.895863,7.671847,-1.3268532,32.382824,-5.0745525,7.911245,-6.9841747,-9.259485,-4.7289057,-0.23003322,27.78741,-7.629817,10.643
367,-29.80121,21.185076,11.641977,-3.2546618,31.585901,-4.2139096,7.951431,-11.447271,-26.216421,-7.781664,-3.7807984,28.859009,-8.531329,11.147654
368,4.975555,-9.205255,-2.603696,0.26188004,34.696167,-5.785804,7.710617,-14.369233,24.745998,2.4809408,3.811743,27.774935,-8.434712,10.721292
369,1.9476349,-7.5852866,-2.8816013,1.6689694,36.089104,-5.7803035,7.788826,-24.311707,28.493174,4.2151756,1.7652055,28.420137,-7.8828616,11.241348
370,-11.684923,-7.536024,1.1567838,-0.6839511,34.642735,-5.54708,8.28301,-17.001879,-6.9040027,-3.6097715,5.552181,27.27492,-7.6986594,11.29587
371,-11.45062,-17.358654,-2.4876087,-1.199497,34.353943,-5.546104,8.241997,-11.884041,-10.672585,-2.9837034,2.8370883,27.23369,-7.6474094,11.273362
372,-1.7071279,-15.325464,-2.2364666,1.0576849,34.712574,-5.327902,8.255715,-11.276355,-12.150249,-2.4439647,2.8606114,27.62931,-8.084519,11.364734
373,5.623615,-4.4414535,-0.34352723,2.6064556,33.595516,-5.76498,8.853718,-6.9686184,-11.167328,-3.0940013,4.519384,27.96691,-8.24868,11.261566
374,2.0338762,-10.00237,-1.4609805,1.2894,34.10011,-5.856815,8.784578,-7.127381,-8.9807415,0.4081093,2.897806,28.968285,-8.447122,11.460522
375,-1.2469465,-7.8309,0.03493832,2.3063838,34.470093,-5.457072,9.147185,-6.321285,-9.547987,-0.68617237,3.2960358,29.34263,-9.085657,11.980215
376,1.7925766,-9.136153,0.123081654,1.5032883,35.042336,-5.10182,9.448658,0.043813236,-6.2226152,0.23195873,2.3783517,28.939188,-9.167375,12.08187
377,-3.7675345,1.397829,2.4991667,3.2860618,35.275814,-4.6252537,9.6553545,6.4434724,-11.321026,-2.7051578,4.137797,27.991972,-9.220255,12.381835
