Timestep,root_0,root_1,root_2,root_3,root_4,root_5,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
449,0.0,0.0,0.0,-2.551469e-06,-2.2846725e-06,7.947107e-06,5.014412,-24.527287,2.8785894,16.402796,-23.006685,24.49466,3.9430974,-3.7269242,10.362769,4.1949134,-7.4215417,-12.486702,5.827286,5.9120474,-6.4399366,-0.81232744,7.265261,34.358757,-3.4096487,9.923155,-7.1211567,1.6070592,-1.9757181,0.86223394,28.189987,-11.846697,12.946679
450,0.0,0.0,0.0,1.9684217e-06,-7.4680804e-07,1.0798717e-05,4.105288,-21.580507,2.5029156,3.787966,-60.815754,16.835815,3.5159636,-4.269937,7.433846,4.270681,-6.641208,-8.988235,4.8920712,-2.0504942,4.686078,0.8705231,6.9059095,32.696136,-3.1495175,10.291057,2.96211,-9.792301,-6.104,6.430528,27.434538,-10.737814,12.341705
451,0.0,0.0,0.0,-7.25279e-06,5.099242e-06,3.84581e-06,5.8839607,-20.95317,2.5431945,-11.949724,-122.252884,13.0315,5.176504,-4.283276,5.628058,4.560295,-4.629914,-11.0247345,3.9263637,3.7774901,-5.575838,-1.308107,1.6493855,32.554386,-3.3654022,9.923391,-8.835978,-2.8209076,1.4360144,-0.4637474,28.87033,-10.719155,12.803522
452,0.0,0.0,0.0,5.937664e-06,-2.239931e-06,-5.9329577e-05,10.308746,-20.383356,3.0713317,-28.745764,-143.8062,4.9545617,8.918673,-4.299943,-2.1302412,4.1704226,-4.0101113,-14.854493,3.9975584,6.686135,-3.933546,-0.30107826,4.471948,33.168644,-1.8712223,9.887843,-6.0784554,4.202282,3.158991,2.428063,28.350555,-10.731361,12.732559
453,0.0,0.0,0.0,6.8819354e-06,-4.68743e-06,-6.273231e-05,11.79431,-21.741713,2.34028,-32.9853,-144.97633,-3.3935306,14.686058,-4.4258714,-7.342724,4.1944838,7.659213,-26.406166,0.044546254,-6.6567082,19.024752,7.465353,7.809257,32.954876,-1.9078443,10.108719,-7.12779,-7.9095225,-1.82796,8.782903,28.173498,-10.594594,12.544598
454,0.0,0.0,0.0,-1.8544326e-06,-1.010692e-06,-1.15759185e-05,12.033051,-23.838617,0.9962672,-34.676155,-156.32301,-8.652577,16.600334,-4.3662515,-12.070367,4.6366553,11.313964,-21.23165,-0.56717324,-6.0256023,12.403048,7.81088,5.46613,32.497345,-2.1315358,9.675581,-1.1792737,-12.512575,-5.7426796,4.4457893,28.34086,-10.729219,12.502931
455,0.0,0.0,0.0,5.408666e-07,-9.535429e-06,-5.9413735e-05,13.182646,-26.650654,0.73295546,-34.89578,-151.16875,-11.216333,17.229988,-4.279324,-13.605778,4.5903254,14.978198,-21.015535,-0.62499183,-6.5836306,7.9060616,3.0022962,4.7516513,32.62713,-2.0221994,9.396217,-4.366911,-4.222703,-2.440698,3.7669342,28.768147,-11.059175,12.285681
456,0.0,0.0,0.0,-7.052774e-06,3.5439625e-06,-2.0684443e-05,13.088257,-28.939291,0.50868165,-34.540684,-139.27824,-19.839005,18.408825,-4.5152035,-19.895994,4.4027333,23.23237,-28.91857,-2.68736,11.566797,-0.61004156,0.62397856,10.566108,32.543736,-1.7962778,9.26584,1.1993864,0.30725226,2.7341728,3.674311,28.85949,-11.515449,12.363614
457,0.0,0.0,0.0,-1.265527e-05,-5.3001977e-06,4.981845e-05,13.793124,-28.25996,0.059850335,-34.19946,-131.43445,-32.51606,19.503716,-4.762123,-29.347036,3.5418968,32.36245,-29.553528,-3.1373534,15.911499,-11.967884,-2.4388628,10.109388,32.453007,-1.6362289,9.297962,0.30718595,11.898286,3.7623212,2.224151,29.247633,-11.311339,12.431352
458,0.0,0.0,0.0,1.3300466e-05,5.952474e-06,-4.257645e-05,15.266927,-27.81217,-0.340613,-34.391598,-129.91954,-39.80232,19.291723,-4.875253,-33.323196,3.1110027,40.452694,-24.437656,-1.9356289,7.0949497,-15.250561,-3.637613,6.062233,32.55287,-1.5037937,9.169777,2.42238,5.929892,1.2937953,2.569316,29.475399,-11.054282,12.272859
459,0.0,0.0,0.0,6.3368634e-06,-1.9585245e-06,2.3405033e-05,16.334713,-27.241447,-0.6700337,-33.10405,-130.1248,-46.923595,18.477497,-5.074088,-36.75556,2.5246294,45.528793,-25.018908,-2.6320174,2.6119728,-9.052694,-2.7112262,4.456539,32.450493,-1.4330155,9.510498,3.6356742,-0.37108535,-1.4658594,4.061396,29.30082,-10.989945,12.346347
460,0.0,0.0,0.0,-1.5906544e-05,-1.516884e-06,1.1996686e-05,17.634247,-26.010227,-0.84539163,-30.853405,-127.929146,-50.58696,16.486427,-5.0433335,-39.698242,-0.748709,51.05461,-29.017656,-4.286484,-0.7656469,-11.012001,-2.3708272,1.979632,32.615505,-1.4385124,9.877542,1.732662,-1.6244931,-2.111164,3.622565,29.498196,-10.980097,12.512237
461,0.0,0.0,0.0,5.184588e-06,-4.566745e-06,4.253408e-05,18.268263,-24.277573,-0.85145223,-28.855103,-123.92596,-53.83916,13.615081,-5.214742,-40.401615,-0.83293146,54.505295,-31.85714,-5.5268884,-0.6611238,-4.272759,-0.3919616,1.2178665,32.648613,-1.5459615,10.047934,3.758463,-1.4644378,-1.007225,5.0012784,29.34756,-11.073279,12.602644
462,0.0,0.0,0.0,3.3079693e-06,3.840506e-06,0.00011712625,18.433338,-22.93374,-0.8821446,-27.327164,-122.36548,-57.786034,11.744359,-5.0481515,-41.06591,0.36305204,56.54225,-30.035622,-5.4131713,-2.3136365,-6.1068726,-0.69842446,2.3479555,32.789818,-1.632648,10.087658,4.7574425,0.3258724,-0.32668868,5.8702326,29.452978,-10.738934,12.579043
463,0.0,0.0,0.0,3.3255749e-06,8.3253735e-06,2.0764672e-05,18.312925,-22.376118,-1.0318227,-26.135641,-123.40326,-56.48168,10.488807,-4.688534,-39.754444,0.30908048,57.880524,-29.097292,-5.5256886,-2.9585032,-6.2785645,-0.30834436,2.9954507,32.864616,-1.4774178,10.213509,5.676039,-1.536096,-0.41047174,5.423467,29.466871,-10.663207,12.638825
464,0.0,0.0,0.0,-1.363721e-05,-5.7379784e-06,-5.2970725e-05,18.272152,-22.11769,-1.1589059,-23.797447,-115.631615,-52.61379,8.755022,-4.1589804,-37.679993,-0.7693351,57.86562,-31.068604,-6.255756,-0.8239419,-3.9595273,0.384884,2.4875662,32.78953,-1.3523326,10.348147,4.092414,-1.8162625,0.14071473,3.992984,29.428009,-10.87298,12.76469
465,0.0,0.0,0.0,8.526769e-07,6.453757e-06,-2.2259122e-05,17.898087,-21.434334,-1.2234838,-22.950855,-112.975296,-49.09247,7.346579,-3.7538104,-35.959015,-1.6207668,54.784866,-32.09427,-6.4975586,4.7805934,-4.0201416,-0.16128802,3.8737507,32.37957,-1.1902819,10.320506,4.9011664,0.09733722,1.3530384,4.789686,29.03994,-10.801734,12.709412
466,0.0,0.0,0.0,5.248867e-06,9.508366e-06,-9.354615e-05,17.405167,-20.881529,-1.2850976,-23.375813,-119.3932,-45.279922,6.7349086,-3.5796094,-33.12204,-0.81278014,50.579914,-31.567236,-6.411888,7.793739,-5.4296923,-3.2309866,5.927897,31.988483,-1.1788406,10.165315,5.1610246,0.17769039,0.35269082,6.0439854,28.634573,-10.161929,12.437016
467,0.0,0.0,0.0,-1.0442018e-06,2.622386e-06,-7.821308e-05,17.375149,-20.589651,-1.314701,-23.137571,-121.67088,-39.735397,5.903266,-3.3348541,-29.681513,-0.6215448,46.60195,-33.92243,-6.240279,6.9831305,-8.370001,-3.2586946,5.0977736,31.961031,-1.1597514,10.13382,2.6765523,-3.5978477,-0.15974417,3.9598727,28.808872,-10.053611,12.492197
468,0.0,0.0,0.0,-8.935759e-06,6.8518307e-06,5.406438e-05,17.991013,-19.592236,-1.2210841,-22.68741,-125.88926,-33.80004,5.0556307,-3.030901,-26.338284,-0.33914474,39.19826,-41.3359,-9.071755,-0.508982,-6.6986485,-1.9438657,2.4279504,31.333353,-1.4343079,10.447421,6.731751,-13.067106,-4.8329296,4.347426,28.50933,-9.767466,12.62024
469,0.0,0.0,0.0,3.4923853e-06,-1.8715428e-07,-8.535495e-05,17.962168,-18.386082,-1.1729665,-21.494926,-126.2201,-28.786425,3.7611568,-2.486073,-23.599854,0.03510134,34.76898,-44.88703,-11.803288,-4.2339287,-8.469976,-1.2727878,1.9392995,30.989927,-1.8133683,10.729215,15.028761,-18.119564,-6.2382054,6.339106,28.258581,-9.256677,12.55933
470,0.0,0.0,0.0,-1.1578316e-05,-3.5885275e-06,-2.2853521e-05,17.611704,-17.130642,-1.0821742,-20.13184,-120.09853,-27.53542,3.043336,-2.6866663,-21.774971,2.423864,32.244904,-44.726727,-11.719134,-0.46337998,-2.021668,1.0687939,2.852554,30.932001,-1.7533007,10.575853,10.295324,-16.666311,-4.346512,4.858315,28.465899,-9.543486,12.640989
471,0.0,0.0,0.0,-5.782538e-06,-8.720794e-06,1.2822066e-05,19.216724,-14.716937,-0.6757506,-17.63414,-112.839355,-31.978395,-2.0729477,-3.410853,-20.669033,5.4845853,26.936485,-42.772514,-8.404819,4.1173553,-10.092943,-4.1560616,4.2808876,31.697702,-2.155031,9.51501,1.8353761,-1.3741071,-2.7795835,7.0314326,28.119076,-9.263536,12.328923
472,0.0,0.0,0.0,4.4932203e-06,7.255204e-06,6.994848e-05,20.638786,-14.726447,-0.5753367,-14.519047,-100.122215,-33.87874,-6.415591,-2.7418218,-20.102037,6.468681,33.060226,-27.568558,-4.263387,3.5251124,-10.430812,-4.7975526,1.2592498,32.87991,-2.38788,9.014694,7.8924365,11.064931,4.608764,4.318879,28.51035,-9.314809,12.130456
473,0.0,0.0,0.0,3.918339e-06,-4.7138357e-07,-2.7839022e-05,24.129372,-17.43367,-0.78730375,-7.2949805,-87.28945,-31.505589,-8.647853,-0.8047272,-17.65725,9.561602,32.87403,-22.668602,-2.549302,-1.7810249,10.631116,8.021319,16.997782,33.8058,-2.3733208,9.066682,-1.9771312,3.4912133,10.958489,8.694074,29.997904,-8.817907,13.116392
474,0.0,0.0,0.0,-1.11780955e-05,-2.0133236e-06,3.3474094e-05,22.418861,-19.880655,-1.0578918,-6.3655105,-83.06706,-32.38046,-6.412257,-2.17789,-16.73666,17.321972,26.153421,-27.753462,-6.6151953,-6.620309,8.418851,1.0604739,-0.21552083,30.68472,-3.2651677,9.6923485,20.66055,-15.81955,-8.694541,4.52091,29.126968,-9.000553,12.374998
475,0.0,0.0,0.0,2.635631e-06,-7.684874e-07,-4.2884625e-05,21.94183,-17.640898,-0.6892356,-5.6015835,-76.994965,-34.500614,-7.1308737,-3.4121275,-15.651764,19.269123,23.925602,-23.488848,-6.33014,-7.722686,12.847539,3.1236,-0.8898874,30.23528,-3.0229104,9.220536,2.3818846,-21.46953,-8.262282,4.792928,29.527538,-7.8828616,12.113736
476,0.0,0.0,0.0,-1.0659742e-06,2.7140266e-06,-8.289878e-05,22.289877,-16.19355,-0.3909778,-4.0672092,-62.812737,-33.084785,-8.103115,-3.6598425,-13.968939,19.591187,20.828508,-15.155933,-6.891254,-11.7749,-5.524496,1.5219737,-5.2159705,30.66552,-3.162685,9.096766,10.280401,-16.81425,-5.65661,-0.093624115,30.254953,-8.34188,12.010717
477,0.0,0.0,0.0,-7.1140203e-06,-3.6220283e-06,9.198399e-06,24.341627,-17.601566,-0.28290135,-3.0069752,-42.330013,-32.474556,-9.548104,-3.0731902,-0.5190983,2.2174342,15.120914,30.70835,-9.629254,-27.432327,10.292786,7.738028,-7.3402596,32.35731,-2.9996,8.842565,2.702515,4.4524956,-0.031059394,2.7329252,29.5671,-8.27978,11.775017
478,0.0,0.0,0.0,-1.6430481e-06,-2.8520737e-06,4.560863e-06,27.492699,-16.408884,0.25134474,-0.8395455,-22.425476,-38.227898,-15.235403,-1.5771708,39.605488,10.899623,6.0038023,59.5888,-7.05638,-17.789686,14.351031,10.124445,-0.044553224,32.08373,-4.218509,7.856696,-15.700774,-10.153374,-1.4401441,5.0204563,28.120401,-8.097358,11.011208
479,0.0,0.0,0.0,1.180472e-05,3.9194906e-06,3.3777498e-05,29.96061,-14.059029,0.71609163,2.4739296,-8.677339,-41.522392,-22.745604,-1.1643999,67.34843,5.924554,16.01693,83.93949,-4.3283296,-20.969524,1.0139364,2.513481,-6.710934,32.338608,-5.0368805,8.268903,-8.522352,-5.8377094,-5.0673814,-3.3340335,28.793295,-8.428387,11.099786
480,0.0,0.0,0.0,1.4931089e-06,2.1495973e-06,4.0014245e-05,31.400589,-11.601295,1.0279036,3.4389694,-2.537067,-39.761143,-25.217499,0.12723446,80.2445,5.135295,8.2429695,107.882774,0.7222151,-3.9498572,-10.578393,-4.8730273,-2.1862895,34.21133,-5.5019817,7.9136825,-8.584794,26.182888,2.3892992,1.7463934,28.046017,-8.450642,10.985149
481,0.0,0.0,0.0,3.0045928e-06,-3.5973053e-06,1.678932e-06,33.038628,-10.570715,0.872525,5.7530675,-1.8783673,-32.97016,-18.415733,0.6047142,83.952385,7.954188,4.371129,103.02378,-3.8489263,-17.03505,-1.0453644,-0.55785906,1.9757428,33.2852,-5.313714,8.04222,-3.7310555,-3.218659,-3.5086737,7.7734294,26.317413,-8.394873,11.004025
482,0.0,0.0,0.0,4.5712278e-07,5.2384676e-06,3.7567133e-05,32.914986,-9.744362,1.0423126,6.696209,-1.7517633,-29.432007,-17.341785,0.35949385,83.9624,6.0857935,0.7253813,88.82219,-5.013936,-20.632051,-4.0277424,4.796447,-4.8344736,31.675327,-4.8822913,8.151941,-10.004764,-24.202068,-3.1180136,1.2887945,27.698206,-8.939656,11.088696
483,0.0,0.0,0.0,1.1261694e-05,-4.3093137e-06,-1.8279154e-05,32.2926,-8.1336355,1.2095959,6.640236,-1.8449638,-25.697882,-17.44005,1.199176,82.74811,5.835038,-1.09412,79.49458,-3.0599875,0.82838786,-5.099317,-2.301087,1.7568195,33.32578,-5.418027,8.376265,-15.787782,0.792433,-1.8428104,5.6542583,27.324226,-8.588181,10.901821
484,0.0,0.0,0.0,5.547222e-06,-4.4959907e-06,-2.1640022e-05,32.39899,-4.598318,1.303679,6.4127417,-1.8283776,-22.816048,-17.512169,2.556344,77.006485,7.3569508,-1.8370255,72.84073,-1.3537343,0.94113964,-14.634082,-3.5993545,0.85407734,34.166397,-5.2823486,8.217233,-13.639413,-0.51437473,-2.1370056,0.83902985,27.334694,-8.4741,11.185774
485,0.0,0.0,0.0,2.5975808e-06,-3.9640906e-07,-5.167446e-06,33.07038,-3.6000934,1.401686,6.8603754,0.4579978,-21.143349,-17.955439,2.619082,76.11447,6.3589115,-0.557545,69.07519,-0.5026909,2.0778015,-12.939171,-2.679522,1.7055687,34.15087,-5.2281165,7.9817214,-8.6840515,-12.886584,0.70551103,1.0128798,27.641365,-8.46366,11.198554
486,0.0,0.0,0.0,6.885067e-06,4.7576527e-06,-7.8773055e-06,36.02966,-3.2243326,1.3940616,8.77345,1.1861882,-18.621786,-18.12231,2.6508856,73.425964,6.054499,2.4221895,67.40196,0.66521156,3.0119584,-16.937748,-1.8485185,3.6946337,35.49904,-4.683433,8.076172,-11.5138445,-6.5787783,0.36916122,1.6233684,27.785217,-8.691983,11.81839
487,0.0,0.0,0.0,-2.604868e-06,1.6875039e-06,-6.1698415e-06,34.57054,-2.8150573,1.3532065,8.29556,0.62865543,-13.563718,-18.385017,2.5615268,69.181786,6.8679338,1.2810926,61.5409,0.7390939,-0.61341995,-5.911205,2.3918376,1.8159533,35.62732,-4.853854,9.016306,3.4498298,-2.075023,-0.3700556,6.44263,27.234938,-9.136966,11.988835
488,0.0,0.0,0.0,1.4016642e-05,-1.2300974e-06,1.7401042e-05,33.70665,-1.7288816,1.3487109,7.4422536,0.16852427,-12.844283,-19.56515,2.963746,67.60827,6.463568,0.22898717,55.304344,0.04654095,11.605907,-13.280475,-4.375946,2.951764,35.014854,-5.2095656,9.139527,-0.3274193,2.413804,0.036427356,5.7504244,26.99166,-8.655128,11.549825
489,0.0,0.0,0.0,3.5847306e-06,2.0894433e-06,-5.655493e-06,33.122787,-1.1090281,1.3527266,6.36674,1.0137436,-10.799002,-18.94476,3.0373797,63.670418,7.9240184,-1.9481057,47.65754,-1.5916299,0.8187508,-13.708722,-3.1571565,1.8865193,34.711266,-5.0748672,8.967925,-5.6251616,-7.491686,0.47118482,1.4228854,28.136377,-8.70931,11.746345
490,0.0,0.0,0.0,1.0841042e-05,-1.8888095e-06,-1.9038034e-05,34.10642,-0.6527129,1.1849084,6.4090977,1.6786435,-7.121568,-20.156872,3.1200953,61.218163,6.937742,-9.455532,38.407295,-5.7730055,-3.379313,-3.5703444,0.57539153,0.67336744,34.42565,-4.1461744,9.428446,-4.0159326,-22.541916,0.4286027,0.32587516,28.511215,-9.65351,12.244749
491,0.0,0.0,0.0,3.5605465e-06,2.815908e-06,1.3916587e-05,35.41463,-0.8633497,1.1656456,7.134116,1.7963009,-4.889803,-19.468603,2.9833655,55.672077,7.994937,-8.876626,33.631783,-5.1114845,-4.6160502,-11.522057,-0.88285685,2.6144452,36.33958,-4.1920295,9.170344,-10.398112,0.7706165,-0.35913232,2.9504251,28.693485,-9.514078,12.461719
492,0.0,0.0,0.0,-6.7948095e-06,2.1702997e-06,-2.27502e-08,34.695156,-0.2477743,1.1187592,6.834358,2.3735075,-4.346288,-20.053143,2.9516847,52.4585,6.89478,-8.390217,32.173843,-4.284973,5.061412,-5.2784195,-0.35003576,2.034757,35.895523,-4.115857,9.423618,-0.046646737,0.18970804,2.5109835,3.6453407,28.156973,-9.798878,12.53237
493,0.0,0.0,0.0,4.015209e-06,4.1408722e-07,4.2903857e-06,33.00448,0.16165811,0.98510885,6.4121165,2.413094,-4.0491276,-21.334307,3.3813734,47.469795,6.598479,-7.422444,31.103252,-3.570353,6.180375,-5.081724,-0.042483132,4.5403266,36.489033,-4.0367913,10.264501,10.395962,9.440787,-0.1603593,3.9850223,27.096106,-9.658337,12.500546
494,0.0,0.0,0.0,-8.698065e-06,-2.3814148e-06,-3.79768e-05,31.432522,1.4448975,0.6452342,5.620391,2.5509899,-4.2843347,-23.071133,3.4676757,43.700737,7.0863624,-7.442959,34.8936,-3.5572946,-2.523793,-2.9509113,0.78339815,1.400856,35.987465,-3.9505482,10.224796,4.4743543,-1.0356809,0.01072429,4.358322,27.202965,-9.263618,12.344752
495,0.0,0.0,0.0,7.779624e-06,-2.693704e-06,-1.2842172e-05,30.123554,2.6820254,0.13475654,4.8492174,2.7240298,-2.6941714,-24.277718,3.3506427,42.352837,6.8559737,-8.967463,34.86652,-4.71185,-9.126387,-7.5215707,2.3694882,-1.9654329,35.504982,-3.8621943,10.688355,6.6954875,-13.6176605,-0.37233424,3.8354304,27.317339,-9.6044855,12.530949
496,0.0,0.0,0.0,6.772808e-07,-1.6543819e-06,-9.214333e-06,28.110867,2.9616609,-0.317039,4.7579966,2.7594714,6.4450283,-25.96992,3.175357,42.578255,7.26937,-12.705442,32.674072,-6.230439,-18.231243,4.065906,3.517223,-2.8253903,36.19137,-3.2622888,11.446255,4.632012,-18.893435,-4.349629,6.1766286,27.287716,-10.422684,13.160099
497,0.0,0.0,0.0,-5.450224e-06,2.670754e-06,6.9036137e-06,27.066559,4.797363,-0.49754012,4.6851354,2.9516418,7.3011723,-26.349974,3.0285206,40.793194,7.1542425,-14.666259,33.60445,-5.259784,-9.100554,-13.980922,-0.73512363,1.2380697,36.67561,-3.8705673,11.431243,9.220979,-3.6314256,-1.3337779,3.6445868,27.204508,-9.799685,13.18496
498,0.0,0.0,0.0,1.5580521e-06,-5.965309e-06,-2.8037758e-07,25.710844,4.87492,-0.55733514,7.7964125,3.0021777,7.560844,-25.27837,2.6323104,38.46045,9.023977,-13.707961,30.664385,-4.2982097,-6.4696975,-3.565552,0.22626518,1.0780029,37.116047,-3.9240007,11.730272,5.4360504,-4.352161,-1.2966654,5.0156484,27.614763,-10.039716,13.268717
499,0.0,0.0,0.0,5.4329153e-06,-2.1669357e-06,9.750131e-06,24.326221,4.5479636,-0.62906915,8.5831995,3.21985,7.6670246,-24.267109,2.2997057,36.50269,12.989151,-11.25476,27.063702,-3.3637872,-4.4867153,-15.228292,-2.8846252,-0.66620576,37.9493,-4.36483,12.049912,-0.30660227,6.3482566,4.067513,4.5406375,28.789345,-9.86643,13.398573
500,0.0,0.0,0.0,-9.471562e-06,-2.5380718e-06,1.5780332e-05,22.232134,3.4927187,-1.5363607,8.225338,3.170626,6.3402734,-25.986942,2.4300184,35.039375,12.942586,-1.5410315,17.31936,-5.8238645,3.8957365,-10.809607,-5.751074,1.8009562,36.994873,-4.211437,12.300969,-3.7763636,-6.3620687,2.178464,1.7774142,29.204655,-9.929275,13.167543
501,0.0,0.0,0.0,-2.903319e-06,2.173834e-06,-6.0986133e-07,21.463076,3.5704556,-1.5190787,7.7609453,3.2426465,5.43145,-26.67364,2.4326835,34.576336,14.270333,-3.4289708,12.886536,-4.163895,11.369408,-16.87346,-5.6917195,5.839014,36.7424,-4.9145355,11.891535,10.805043,6.962051,-0.21943939,2.4420073,28.368225,-9.766508,13.132002
502,0.0,0.0,0.0,8.260857e-06,-1.1939011e-06,-3.969981e-06,20.595417,3.7579856,-1.4361613,7.6726475,3.3043096,4.688868,-27.386198,2.4821239,32.550842,14.593003,-8.545426,6.3091884,-2.6420271,8.724074,-9.290598,-4.9937305,5.866514,36.29932,-4.558199,12.364829,6.2749076,5.0687366,3.6183896,3.136959,28.218613,-9.882846,13.129832
503,0.0,0.0,0.0,-2.763421e-06,1.544721e-06,-1.1182016e-06,18.798798,2.9699917,-1.6120923,7.120322,3.1784887,3.6821294,-28.301762,2.5261679,29.085974,14.752607,-3.3166676,1.1462165,-4.4494524,-1.4647957,1.2830677,-3.2031665,2.1515322,36.655373,-3.7149017,12.407945,5.351223,-7.59753,3.4833994,2.7116451,28.34949,-10.048152,12.77746
504,0.0,0.0,0.0,3.0172572e-07,-2.5090255e-06,-1.0065107e-05,17.270168,2.370527,-1.9743642,8.415695,3.4110808,3.544791,-29.954086,2.5847588,27.36802,14.101919,-2.5470724,2.4582891,-4.852847,5.4260545,-12.043008,-6.0423956,1.7143058,37.561634,-4.135667,12.443166,13.924327,6.6639204,3.8464527,7.696944,27.165993,-10.133662,12.660612
505,0.0,0.0,0.0,1.9672812e-06,-1.9098037e-07,-3.390574e-06,16.518448,2.1706595,-2.2133863,7.680396,3.798869,3.8268428,-32.260056,2.5533032,26.017275,12.036816,-2.3954506,5.1017027,-5.4271646,-9.805504,-5.976803,-1.3881185,-2.0612369,37.861023,-3.572078,12.642485,-1.7653096,5.249828,6.69147,5.324907,28.383791,-10.1327505,13.079986
506,0.0,0.0,0.0,3.3233146e-06,6.926251e-07,4.6788596e-06,16.237495,2.430112,-2.0283594,6.8709564,4.0155754,5.5179515,-32.648056,2.5112104,23.212584,11.791664,-7.026316,2.2964628,-7.8918386,-3.8530235,4.719482,1.9184476,0.44683203,36.368942,-3.5507877,12.989086,8.700397,-6.269922,0.6914442,6.1477666,27.304998,-10.541822,13.328224
507,0.0,0.0,0.0,4.5395802e-07,-4.3454656e-07,-2.573695e-06,15.436935,2.7625542,-2.2636337,6.227286,4.520648,8.884813,-35.056595,2.3705094,23.151587,12.483618,-7.7447414,1.2022663,-8.528301,-1.7036223,-11.633295,-2.3282228,1.8612093,37.11177,-3.943396,13.141611,0.51764643,9.731748,2.7070613,4.465623,28.369814,-10.551314,13.6987095
508,0.0,0.0,0.0,4.464391e-06,-2.2353636e-06,-1.1292486e-05,13.509638,3.515027,-2.3268723,4.2304378,4.717534,8.923629,-35.164375,2.0411882,21.25082,14.274388,-9.43268,0.38463417,-8.757323,1.7650666,-3.079468,-0.57290906,2.9736807,35.75906,-4.1156263,13.181695,5.2878685,1.6018084,3.332154,5.86383,28.000313,-10.665457,13.587591
509,0.0,0.0,0.0,-2.0384525e-06,2.4172766e-06,8.616134e-06,9.990427,4.0308065,-2.5403504,1.629065,4.6974235,13.602481,-35.130928,2.0103407,19.744495,15.92901,-9.517793,-0.55330193,-8.409523,-4.382637,8.27359,2.1016297,3.185292,35.663727,-3.9973698,13.414759,2.9600074,2.68701,0.982554,3.8103096,28.556871,-10.753783,13.730876
510,0.0,0.0,0.0,-7.435059e-06,5.6426974e-09,3.255077e-07,3.7727354,5.725929,-3.0891705,-2.913353,4.789493,16.239143,-35.020855,1.944129,17.368929,15.941444,-9.774576,-1.0597047,-7.765462,4.206967,-8.614052,-1.8414918,2.4347155,34.996925,-4.0261974,13.486646,5.9506845,6.272873,2.865219,6.2389264,27.665272,-11.137011,13.667907
511,0.0,0.0,0.0,6.134083e-06,-1.5174556e-06,-3.6807494e-06,-3.3150158,6.8444567,-3.8583202,-8.474643,4.789053,20.831635,-35.727104,1.9936564,16.35702,15.209353,-9.665439,-1.052326,-7.8950844,-3.774718,8.67728,1.7381656,1.042774,34.438152,-3.433222,13.691129,6.3190274,-3.8900406,-0.42856577,4.445664,27.411077,-10.983953,13.463034
512,0.0,0.0,0.0,1.7016617e-06,4.1705193e-06,-3.4914924e-06,-7.308363,7.162896,-4.5244255,-12.097097,5.352656,27.583027,-37.815586,2.0674996,17.196503,12.473742,-9.151203,1.557103,-8.305009,-6.683356,-0.4811576,-0.56286114,0.08933865,34.560852,-2.9355505,13.269146,4.18025,-5.32478,-0.13868627,4.9614687,27.301762,-10.937904,12.942052
513,0.0,0.0,0.0,-5.089604e-06,1.3527927e-06,6.889972e-06,-10.875974,6.8545485,-4.794477,-15.513767,4.8020434,35.844273,-38.098953,2.1487436,18.849775,11.838025,-9.988856,4.7768216,-8.966864,-5.261297,-4.2206388,-2.139789,-0.41686147,34.64965,-2.6856375,12.629647,0.9450147,-6.7437463,0.23314293,3.1274068,27.608362,-10.937327,12.473038
514,0.0,0.0,0.0,-3.3034323e-06,1.8616189e-06,4.1262474e-06,-17.053835,6.1363397,-5.3897424,-19.632023,4.2245383,47.470997,-38.082115,2.2422972,22.893381,11.3460865,-4.1897955,20.719332,-7.836261,-6.4723525,-9.797963,-3.4942667,-0.16411667,35.7211,-2.3257298,12.033181,-2.8082476,2.270622,3.0025992,1.4272243,28.125628,-11.064054,12.1013155
515,0.0,0.0,0.0,-2.7786361e-06,3.2797725e-06,-3.3881097e-06,-25.101315,7.0157957,-5.4082465,-25.60039,3.3537939,47.67145,-35.04773,1.9232627,22.31894,11.419214,-4.3472195,20.248764,-4.9119616,9.2223625,-16.512327,-6.2005296,5.7186184,35.11756,-2.5134223,12.249834,-0.636825,0.87815475,0.8058663,1.218147,27.229147,-10.677558,12.096079
516,0.0,0.0,0.0,1.736269e-05,-4.260496e-06,-1.30142225e-05,-25.08298,6.783309,-5.2610936,-25.918034,2.6545928,45.572357,-33.923336,1.6725184,20.981369,9.341309,-1.9538773,19.201302,-3.5764532,11.057562,-9.656269,-3.9586234,6.484713,35.033882,-2.3169458,12.2508545,-2.926351,-2.6802516,1.0415064,1.321329,27.322582,-10.594678,12.150471
517,0.0,0.0,0.0,-1.4488461e-06,-1.1933697e-06,-1.5768645e-05,-26.46955,6.169071,-5.236377,-27.421339,0.2563343,43.751892,-32.008606,1.5124916,19.611626,8.833574,2.7082555,21.939936,-1.724117,6.740322,-9.844128,-1.4013232,2.4423556,35.023556,-2.0558937,12.109303,-6.1363363,3.1252472,3.2274327,0.82194453,27.348022,-10.548453,12.069556
