Timestep,root_0,root_1,root_2,root_3,root_4,root_5,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
140,0.0,0.0,0.0,-3.265596e-06,-5.336805e-06,1.704532e-05,26.526188,-14.665398,0.22180933,1.4439441,-10.420276,-40.543564,-16.127075,-0.6219276,58.66322,11.893657,8.615122,87.50467,1.5514727,-5.872833,8.75181,1.563666,-1.6070858,33.321198,-5.2872505,8.284886,-3.1687942,10.069234,-2.688148,5.242741,27.478981,-8.3549385,10.976536
141,0.0,0.0,0.0,2.615352e-06,-4.543165e-06,-4.99965e-05,28.76979,-13.447795,0.53752625,3.6065936,-3.0281162,-39.055294,-18.688486,0.013429729,76.30768,10.053637,8.762325,94.457924,0.93868434,-5.298648,13.84796,3.0515997,3.4784515,33.00542,-5.3460894,8.572934,-4.7411747,9.424771,2.78998,3.7465172,27.991037,-8.361996,11.362768
142,0.0,0.0,0.0,-1.1549052e-05,1.9816501e-07,6.488167e-06,30.490322,-12.300165,0.6932022,5.835001,-1.5297551,-36.498928,-18.344631,0.81475514,76.00078,10.909399,6.9701686,89.8222,-0.05046056,-23.242413,6.6908607,6.36485,-5.9828076,32.984505,-4.9468026,8.3416,-14.909439,0.37749884,-1.2114414,0.7576695,28.333153,-8.461656,11.57073
143,0.0,0.0,0.0,-2.305958e-06,-5.0280646e-06,1.7511637e-05,32.794952,-7.5311785,1.0200148,6.0567503,-1.4135811,-32.77722,-19.694418,2.3757029,80.37064,9.6280155,2.4050002,86.970825,1.8727024,-2.6343102,-4.970895,-0.6838033,3.1232932,33.754414,-5.436112,8.01766,-12.092503,3.5899978,-1.1766458,4.834481,26.96013,-8.199442,11.211598
144,0.0,0.0,0.0,-7.837971e-06,-4.522132e-07,3.740201e-05,34.213516,-4.040284,1.1663617,5.9261,-1.5302594,-29.645544,-19.00657,3.8928823,79.856735,11.804252,3.615726,79.75574,2.5106301,-3.0823293,-3.8162649,-0.07434888,0.0059492816,33.942997,-5.524998,7.8103685,-14.063767,1.4453723,0.12116342,1.286033,26.889132,-7.7926226,11.237347
145,0.0,0.0,0.0,-5.232247e-06,-1.9553343e-06,-3.1940706e-06,33.487217,-2.588935,1.2904191,5.7674575,-1.7535539,-28.394102,-20.57947,4.296863,79.98479,10.07456,0.8310617,74.43633,1.0479244,-19.684933,-3.5104558,3.8421013,-5.813643,32.475006,-5.319024,8.420156,-14.825129,-16.584293,-3.0862186,-2.6726162,27.801918,-7.8291817,11.499893
146,0.0,0.0,0.0,-3.840018e-06,-5.417576e-06,5.5323824e-05,33.06203,1.2749261,1.1967292,4.9296284,-1.5836103,-25.48019,-23.148502,5.790823,79.10229,9.86945,5.059868,69.00952,2.0937815,3.258246,-18.23575,-4.5224442,2.920186,35.33507,-6.012036,8.819037,-7.964422,8.367458,2.324165,3.0786936,26.86125,-7.769403,11.76391
147,0.0,0.0,0.0,-1.5459436e-06,7.0332994e-06,-1.6408476e-05,31.757036,1.4301106,1.133965,5.1793346,0.19228816,-23.82299,-22.535992,5.615322,74.36668,11.52537,6.381856,64.46979,2.2260907,-10.087155,-10.068903,1.0901692,-0.98432285,34.356674,-5.4897327,9.232139,-7.9843664,-14.817482,-2.401341,0.31146628,27.952812,-8.01962,12.125769
148,0.0,0.0,0.0,8.091808e-06,1.3622931e-06,-3.1669817e-05,32.520912,1.4548321,1.1186348,5.774644,1.3219035,-22.467644,-23.29495,5.4089794,76.197975,12.026717,8.081736,58.696514,2.5453978,14.529903,-20.67734,-5.270972,5.884356,34.188686,-6.572983,8.845621,-3.8084924,-4.136799,-1.1069077,4.3577166,27.736874,-7.6345215,11.452067
149,0.0,0.0,0.0,-1.070011e-05,-2.5755328e-06,1.5082672e-05,33.322685,0.9716173,1.0910243,6.049325,1.0231409,-18.431051,-25.35018,4.899609,73.91298,13.670408,7.15199,54.597534,2.3228056,10.702495,-14.350888,-3.8499882,1.9431995,34.239017,-6.2326236,8.811053,-5.0118885,-9.819868,-1.496082,5.0349183,28.173397,-8.08762,11.467384
150,0.0,0.0,0.0,1.7782646e-07,-3.7598763e-06,-2.2644795e-06,32.244186,1.3284816,1.0546476,5.539999,1.0460436,-15.145544,-26.587542,4.5642023,71.09318,14.834348,3.078748,47.86867,0.1855221,5.3403354,-8.717824,-0.7576833,4.466999,34.19815,-5.9865074,9.6110935,-0.18508008,-10.211763,-2.6106339,4.457011,28.93814,-8.326067,11.9289465
151,0.0,0.0,0.0,8.814694e-06,-1.4931929e-06,1.3985889e-05,30.506691,1.3092768,0.77102256,5.1586733,1.7280965,-12.194346,-26.805391,4.378837,62.112476,17.92304,1.6127818,42.002125,-0.6732318,-7.528117,-1.4699749,2.972426,2.0475523,35.53362,-5.2048316,10.677309,1.9796814,-14.696559,-3.2877655,6.873638,29.211248,-8.689509,12.568206
152,0.0,0.0,0.0,-2.406323e-06,5.092874e-07,-1.3007637e-05,29.066284,1.3123605,0.6824598,4.8748236,2.2134624,-10.870297,-27.593298,4.3894534,55.089985,20.7823,2.8360808,37.75326,-0.6728233,-1.8062216,1.9098725,1.4061072,1.2337492,36.291286,-5.47785,10.904687,6.5154843,1.9545643,2.9142542,5.449137,29.490866,-8.267718,12.715733
153,0.0,0.0,0.0,7.7776795e-06,-3.837993e-06,3.3475158e-06,27.66945,1.4936416,0.28359023,4.826721,2.7434955,-8.544487,-28.746408,4.4618235,50.184925,21.892807,1.6997657,33.559177,-1.6802303,-14.80919,1.7289591,3.6033163,-1.1734741,36.447346,-5.133142,11.636316,8.591924,-13.174005,-2.247198,5.3563714,29.444887,-8.489795,13.102354
154,0.0,0.0,0.0,2.8963626e-07,1.0086035e-06,-2.6592908e-05,26.16959,1.7711408,0.130826,4.8022346,2.6814926,-6.797199,-29.446589,4.316763,46.49205,22.490326,-0.17973089,29.905437,-2.7845747,-20.754007,-6.2503767,2.0145385,-3.78379,36.332348,-5.083481,11.961889,1.994821,-13.091614,-1.44263,3.1902978,29.940487,-8.535714,13.148874
155,0.0,0.0,0.0,-1.9958286e-06,-1.1025691e-06,-2.9149935e-06,24.819168,2.3602343,0.014288694,4.590472,2.7556121,-5.69257,-30.798698,4.0155997,44.146317,21.16064,-0.3197304,27.802574,-3.0849056,-17.226318,-13.335479,0.08509905,-3.697273,36.347374,-5.1616254,12.2314005,0.9790014,-11.967056,-0.8557915,2.1537097,30.282757,-8.674409,13.163118
156,0.0,0.0,0.0,-2.2954632e-06,-1.1092654e-06,-1.3221449e-05,22.870632,2.5934124,-0.13200435,4.090693,2.830724,-3.7474558,-30.547764,3.7658982,40.5019,24.43761,0.99279374,23.723001,-3.3731709,-13.132491,-14.852799,-1.3542914,-3.0789862,36.69634,-5.2324853,12.479897,-1.5156403,-6.609624,0.45277867,0.98865235,30.669853,-8.810202,13.349165
157,0.0,0.0,0.0,6.505072e-06,-2.9359285e-07,2.1694827e-06,20.534681,3.4584289,-0.4310125,3.3787868,3.006143,-3.113219,-31.488058,3.5996187,37.518505,25.592342,0.30330017,23.622293,-2.0231657,-3.2170103,-14.027062,-3.4463875,-1.3552877,37.055485,-5.571639,12.780215,-0.13416581,6.331378,3.7996268,1.4611795,30.229946,-8.884664,13.460742
158,0.0,0.0,0.0,3.4295408e-06,3.1372003e-06,-8.658938e-06,19.012592,4.059269,-0.6334279,3.2166424,3.2911675,-1.9996011,-32.270428,3.2955406,35.36021,24.892618,0.6358843,23.124355,-1.5327725,-2.7532465,-7.998243,-2.9960108,-0.43762106,36.751415,-5.394938,13.144793,0.3129692,-1.1395714,2.4940953,2.843234,30.13156,-9.198436,13.683316
159,0.0,0.0,0.0,-2.634164e-06,-3.69255e-06,-4.948612e-06,18.09979,4.7677374,-0.79038596,3.0646117,3.4130404,-1.4493151,-34.306904,2.8169136,34.10988,26.15271,4.0039425,27.970858,0.8463147,2.435496,-6.813544,-3.684906,0.84002113,37.90671,-5.4124146,12.902299,-3.4165955,11.928392,3.9395149,3.95709,29.705065,-8.965688,13.603553
160,0.0,0.0,0.0,-6.2551667e-06,-2.6374778e-06,-2.1367172e-05,18.223873,4.5698233,-0.8969999,6.8912554,3.812111,3.570944,-35.3524,2.4634004,36.891533,25.432386,4.904678,26.586594,0.4678331,0.1370259,4.2776227,0.3456961,6.0430703,37.20623,-5.2643256,13.1922035,16.010633,-9.952568,-1.9851197,7.764103,29.23084,-9.468532,13.736735
161,0.0,0.0,0.0,-4.369511e-06,1.8174729e-06,8.925322e-06,15.952712,3.588867,-2.2802525,11.219653,4.0931625,5.6558256,-36.379734,2.5344753,37.904854,23.916924,5.9384656,23.360956,-2.027516,-10.288417,11.962791,3.8676422,3.6373637,37.770275,-4.8624644,13.919179,14.020902,-10.526236,-2.336565,6.884847,29.144688,-9.604592,14.162647
162,0.0,0.0,0.0,-3.8917647e-06,-1.3516643e-07,-9.834562e-06,15.608614,3.6403928,-2.387329,10.438128,4.292061,5.108885,-36.6981,2.961848,36.654488,22.843513,3.5564477,17.025345,-5.4387116,-13.823436,-7.0676637,-0.9978821,-0.18768844,37.144062,-4.8456526,13.435162,1.8121878,-6.9662433,1.6031607,4.49516,29.473526,-9.20325,13.710647
163,0.0,0.0,0.0,2.9820267e-06,-1.4604364e-06,1.572865e-05,13.889142,4.590166,-2.2839878,6.7237196,4.5453444,2.0849671,-39.81201,2.4063885,36.941975,22.211006,8.33154,9.832937,-7.3856397,-1.3930376,-22.825588,-5.793273,-2.4022665,36.87451,-5.675695,13.107761,-7.8658147,4.2783346,3.7317998,2.8462782,30.054716,-8.702024,13.161585
164,0.0,0.0,0.0,1.0582729e-05,-1.4442521e-06,-2.2235059e-05,13.364571,5.101247,-2.111096,4.0945997,4.6195745,0.9889891,-41.11561,2.7786515,33.384052,21.74395,6.2042627,6.6409545,-5.971825,10.525069,-28.820187,-8.955728,0.9531341,36.81038,-5.210436,12.408865,-3.868982,7.9158673,7.417203,4.3627057,28.95892,-9.310994,12.8512535
165,0.0,0.0,0.0,2.5233555e-06,-1.191635e-07,-8.637544e-07,12.887157,5.282789,-1.961287,2.8637948,4.8642235,0.054569688,-42.432304,2.9810638,29.16467,23.341228,5.254604,-5.941244,-4.241979,7.1228385,-16.05797,-6.557782,1.8768744,35.88711,-5.4496617,12.727324,-1.9520679,-9.87024,3.3783727,1.8695809,29.98887,-9.165871,13.261877
166,0.0,0.0,0.0,1.1157673e-05,-5.634947e-07,-9.7560705e-06,5.2400856,4.9351034,-3.110536,-1.0991797,5.1684933,0.14948314,-42.38628,3.110303,26.734524,26.734118,6.2917852,-7.491797,-4.1409025,11.405511,-13.374562,-5.3264256,6.165944,35.49854,-5.752914,14.218426,1.8953485,1.3638221,4.3484836,2.5526319,30.397125,-9.641872,13.745613
167,0.0,0.0,0.0,1.047773e-05,-1.5146951e-06,-1.5952983e-05,-4.8787947,6.5010095,-4.0565295,-6.2774963,4.9848933,0.32001913,-44.129143,3.3739345,25.026056,27.690676,16.71382,-12.879319,-6.2615757,-8.641383,12.805961,1.6539247,5.5546284,36.75709,-5.302805,15.423855,1.6526599,7.302526,3.0983913,3.9320745,30.388424,-9.513029,14.213131
168,0.0,0.0,0.0,1.5738648e-06,1.4234188e-06,7.590912e-06,-7.654869,6.5756507,-4.1107683,-7.8172927,4.6804466,2.267376,-46.054886,3.2528503,24.578527,26.184935,18.388145,-9.311647,-6.167394,-11.560607,14.18234,4.430613,3.213119,36.498425,-5.025094,15.085849,-0.99783915,-6.044847,-1.7959058,4.2563252,30.261122,-9.555521,14.043842
169,0.0,0.0,0.0,-1.15529065e-05,2.4771666e-06,-2.2166498e-05,-9.128609,6.544694,-3.9652424,-8.640194,4.625168,3.1512785,-45.766106,3.0460148,23.772102,26.720776,17.099539,-5.7957234,-6.289744,-14.534988,3.9594555,0.96370995,1.466367,36.151417,-5.101939,14.743535,8.443777,-13.987198,-5.4879622,4.486286,29.660776,-9.394582,13.586174
170,0.0,0.0,0.0,-3.0365316e-06,2.5081372e-06,-1.3235685e-05,-19.182125,8.821157,-4.0443983,-17.057661,4.352268,10.624497,-44.29284,2.3166733,26.717316,27.62399,21.682323,5.4944696,-4.40595,-7.988115,4.094059,0.4467254,3.8434908,36.289337,-5.263087,14.340573,8.314219,-3.505377,-1.8686118,4.319417,29.99223,-9.325148,13.285173
171,0.0,0.0,0.0,4.780479e-07,1.0684375e-06,6.2511726e-06,-23.149757,9.516301,-3.8589742,-21.48316,3.1026404,13.674794,-40.736595,1.3855814,23.27136,28.241407,21.544949,5.0227385,-3.613133,-2.8267617,9.715065,1.205791,2.5033238,34.845043,-5.1814017,13.88398,10.061487,-10.662463,-3.7239304,4.9666343,29.698778,-9.641373,13.276064
172,0.0,0.0,0.0,1.1337682e-05,-1.987299e-06,-4.4009732e-05,-23.945686,9.772469,-3.6784072,-21.649784,3.3005905,13.309729,-38.31213,0.89274013,18.952368,28.052786,20.561968,3.7489822,-3.2585738,1.4186666,3.7631857,0.09444207,5.3038187,34.18527,-5.4345665,14.167091,20.530767,-12.931273,-4.020321,7.628921,29.126862,-9.863471,13.619858
173,0.0,0.0,0.0,-1.3424654e-05,2.0397322e-06,-1.6183136e-05,-25.813173,9.973883,-4.2781444,-21.006987,3.483278,18.268703,-37.940388,1.6943275,17.061977,28.196758,16.915154,0.7660899,-4.2776484,1.8978392,-1.160637,-0.57317,4.866467,34.756203,-5.094064,14.531607,12.218214,-0.998925,-1.7434222,3.4097345,28.833523,-10.337846,13.920527
174,0.0,0.0,0.0,-4.1486433e-06,-2.1384901e-06,7.3786823e-06,-28.7271,11.101168,-4.845274,-21.508583,3.5470767,26.410967,-39.277058,2.5015285,17.045334,25.699884,14.501478,0.6716343,-4.4875417,3.3065898,-2.9389875,-2.312243,4.7195706,35.038963,-5.1432924,14.477017,2.8110144,6.3053446,2.6067207,5.1478596,28.664211,-10.291047,13.8162775
175,0.0,0.0,0.0,7.776241e-06,2.2090996e-06,-4.055324e-07,-33.93611,14.472986,-5.73896,-25.12216,3.3945336,34.38833,-42.3922,3.2473748,19.419853,24.536871,12.711863,15.335754,-6.3586397,8.87612,-6.772364,-4.094474,4.026711,36.0742,-4.437843,14.309186,-1.1516453,14.675,6.8001533,6.3213387,27.84847,-10.354976,13.509977
176,0.0,0.0,0.0,1.8459156e-06,3.5822993e-06,1.09454e-05,-33.874985,17.997131,-5.7215405,-25.939571,3.1574197,37.089596,-44.660183,2.9658394,20.39293,22.703154,15.622172,19.914213,-3.7085197,6.3617997,-13.426976,-4.803146,2.901293,36.536205,-4.091864,13.912077,-8.575463,9.540067,5.1821156,4.2908587,27.874939,-10.483473,13.686451
177,0.0,0.0,0.0,8.598177e-06,-2.9060386e-06,-6.8283357e-06,-31.802137,17.99246,-5.3673425,-25.898714,2.761839,35.2903,-42.56404,2.6609488,18.148626,21.56035,14.483411,15.76065,-2.8423352,0.26980352,-6.366811,-2.1551342,1.7951769,34.413773,-4.2278514,13.53812,-4.2786145,-14.26438,-2.1008024,2.4600139,28.350082,-10.408989,13.823257
178,0.0,0.0,0.0,-1.4602474e-05,-5.6171405e-07,5.918858e-06,-37.73709,18.155552,-5.8188534,-29.475306,2.769034,37.999615,-40.552414,2.770206,17.659239,20.56518,18.018507,27.434982,-1.8366435,-3.1785152,-17.594872,-4.594365,2.3439925,36.18207,-3.760214,13.842928,-0.33810622,8.823328,7.679738,3.7348547,27.686842,-10.130445,13.426865
179,0.0,0.0,0.0,1.3386771e-05,-3.0555736e-06,3.5234286e-06,-44.433594,14.081295,-7.1753845,-32.641094,2.0547955,47.881607,-39.470592,3.023325,20.567825,19.047394,16.456108,28.223516,-1.9908483,-3.4690142,-7.2055387,-3.283306,-0.027112298,35.443626,-2.9185069,13.696082,-7.016914,-7.3580546,-2.6053927,3.898629,27.546595,-10.402359,12.546217
180,0.0,0.0,0.0,3.5860394e-06,-4.163275e-06,-1.0112993e-06,-48.108418,12.687915,-7.295501,-34.647366,1.8381224,50.177563,-38.224304,3.0171647,20.968405,17.759705,14.984911,27.48196,-1.9480538,-3.5698202,-4.515237,-2.0956407,0.84687465,34.974953,-3.0536458,13.835515,2.8405163,-5.1158023,-1.4463208,2.9091387,27.105047,-10.221646,12.526409
181,0.0,0.0,0.0,-5.1555526e-06,8.255969e-07,8.540026e-06,-44.68927,10.677843,-7.110083,-32.05878,1.3702991,49.189774,-36.739902,2.950438,20.10867,16.919554,14.39987,26.330153,-1.3637929,-4.214975,-8.723328,-1.7623588,0.19436607,34.914864,-2.7331781,13.309405,-4.0353494,-4.5837264,-0.46963787,2.2274847,27.26315,-10.100866,12.489631
182,0.0,0.0,0.0,-7.263212e-06,3.299959e-06,-2.2078777e-06,-40.41618,8.778932,-6.977304,-30.307219,0.36091638,47.75759,-35.79957,2.988483,19.084469,15.568817,13.211831,25.228025,-1.3205283,-5.296609,3.312787,1.525182,0.24477747,34.49039,-2.3008075,13.172033,1.2487842,-9.53771,-3.5543985,1.3886563,26.997965,-10.187313,12.218611
183,0.0,0.0,0.0,7.497594e-06,6.6899565e-07,5.585024e-07,-35.697037,6.860133,-6.653253,-27.929274,-0.2653613,44.56076,-34.891647,3.010295,17.587778,14.7528925,9.861784,17.654142,-4.1932306,-6.784133,15.102334,4.6866813,1.0758426,34.105247,-2.2448475,13.259358,5.003091,-14.707597,-4.7901177,3.0048811,26.774157,-10.206262,12.155054
184,0.0,0.0,0.0,1.2266133e-05,-4.2291427e-07,1.0219709e-05,-28.929405,5.94462,-6.1925945,-25.108334,-0.44437838,40.588226,-35.771957,3.1813393,15.75033,11.482113,9.376406,14.468978,-5.305955,-0.39036235,7.491035,3.2016537,2.2301433,34.159077,-2.092386,13.007598,4.2260346,-9.788641,-3.3004255,1.646283,26.76607,-10.263538,12.149179
185,0.0,0.0,0.0,-2.8390014e-06,3.551129e-07,-7.275478e-06,-26.153318,5.104118,-5.8722744,-23.740456,-4.0637064,36.4675,-33.785957,3.1465983,13.393607,9.513544,12.32164,17.252346,-3.767896,-1.0974319,-10.114225,-1.4330508,1.2382216,34.699856,-1.9961106,12.253964,-7.234636,5.608935,2.2613294,2.1095052,27.021284,-9.608034,11.916551
186,0.0,0.0,0.0,5.438048e-06,1.2719526e-06,5.3881595e-06,-22.470762,4.418312,-5.379533,-21.118374,-1.49796,32.449932,-31.654373,3.0471673,11.900205,9.0836735,13.73687,25.148867,-1.1523644,-5.093761,-6.860445,1.1391165,1.1603988,34.947075,-2.2865064,12.199149,-0.6311313,6.690683,1.9213442,4.669769,26.93759,-9.861141,12.345974
187,0.0,0.0,0.0,-9.550957e-06,-3.179754e-06,-9.560357e-06,-18.513584,3.7249901,-5.0197062,-18.45913,-1.0187169,29.542158,-32.35833,3.136563,11.518488,7.3974743,14.071397,25.492104,-0.2778668,-1.4259741,-5.084977,1.8777177,1.2186183,35.579357,-2.7186449,12.7086,3.9254162,3.4123936,2.2245865,4.038387,27.326397,-10.239584,12.623173
188,0.0,0.0,0.0,-8.5300435e-06,7.2400735e-07,2.4976625e-06,-16.726526,3.0386224,-4.7562146,-16.743168,-1.0771561,24.749987,-34.61892,2.2330492,11.316075,7.3671284,24.909077,30.803581,3.766603,0.89199215,-1.1281756,3.3800478,1.1648849,36.511887,-2.431852,13.306944,-9.651223,5.089501,0.7386921,2.645457,28.49417,-9.982707,13.448729
189,0.0,0.0,0.0,-7.6103465e-06,1.4607314e-06,-1.5351681e-05,-15.986885,2.9954426,-4.7153025,-15.563805,-0.94014996,22.159128,-35.44976,2.3972874,10.769428,3.4232264,26.031902,28.882576,4.2512574,5.6048627,-15.270385,-2.0669918,-0.9492872,35.889668,-2.059652,13.422439,-0.01605587,-9.537077,-0.006747376,2.003919,27.446249,-10.2609825,12.616019
190,0.0,0.0,0.0,2.9061014e-06,9.818344e-07,-8.259498e-06,-20.838362,0.21803379,-5.881181,-15.890417,1.4765759,22.313208,-30.740564,2.538816,3.6965141,-78.22081,23.508022,26.240723,3.3841085,11.176645,1.4172872,-0.016050616,2.8057091,35.00415,0.11750358,15.064987,6.4568067,-9.514965,-4.795547,6.5302243,24.742668,-9.999969,10.997763
191,0.0,0.0,0.0,1.1565205e-05,1.244338e-05,-9.049607e-06,-22.414785,-3.8909354,-6.3778524,-14.925149,2.8776507,23.702911,-30.183628,3.2434707,-7.872816,-158.60138,19.869389,32.651615,4.5324764,1.0591502,15.061043,7.904122,2.8932705,34.917538,1.4248126,15.517728,-9.716375,-25.644424,-8.868153,2.081339,25.243076,-9.831789,10.047284
192,0.0,0.0,0.0,-3.199691e-05,-1.4183826e-05,-3.941802e-05,-16.957645,-0.479918,-5.2695084,-12.726492,2.1629844,20.405039,-26.5176,3.229264,-16.269194,-164.90448,1.3645093,47.09674,17.954065,6.9262824,1.5619898,2.5578253,2.1513193,36.461784,0.8775633,15.047463,-18.879011,9.53251,2.0645835,2.0046136,24.827974,-11.021186,11.565163
193,0.0,0.0,0.0,8.187133e-06,-2.7872736e-07,1.9628375e-05,-16.574892,1.5907917,-5.7268615,-12.019615,3.3381515,26.157133,-26.5256,3.9890237,-18.692013,-155.25793,9.976823,53.314613,18.353985,5.133624,6.521708,2.8433867,6.2366834,36.524563,1.189147,14.745852,3.211359,16.34307,2.0368545,6.3757997,24.065046,-9.804496,11.63624
194,0.0,0.0,0.0,-7.1399218e-06,-1.0223838e-05,5.16597e-05,-19.384077,2.58038,-6.1787524,-11.990796,3.4802504,27.65414,-25.633974,4.198864,-16.406992,-152.1605,11.23852,58.67959,17.181555,26.892193,5.827627,-2.5090683,14.247049,35.315018,1.466043,15.625431,4.7942243,5.507395,-0.4905368,8.541913,22.717148,-10.483681,11.671212
195,0.0,0.0,0.0,1.7369633e-05,-1.8798608e-05,4.4497512e-05,-27.90733,1.2200227,-7.4671845,-13.789959,3.4181564,28.222311,-27.406145,4.8350472,-11.904347,-142.96432,11.530044,53.278297,14.538309,5.96364,-18.454296,-0.32780045,-0.7417125,34.51872,0.882541,15.612423,8.739741,4.640425,3.3669071,6.0550184,22.908781,-10.3821125,10.821031
196,0.0,0.0,0.0,-2.1494041e-05,4.844838e-07,-6.949596e-05,-30.483145,0.6634872,-7.30338,-12.079251,3.3493075,27.126488,-26.619265,4.9868016,-7.4197745,-128.74203,10.620481,44.01744,12.836308,12.587946,-5.724152,-2.145396,3.4517262,33.290043,0.7727724,16.015656,6.6915455,-14.447452,-0.5811964,3.6628764,23.035234,-10.7112,10.564931
197,0.0,0.0,0.0,-6.763295e-06,4.3836317e-06,4.949934e-05,-30.766163,-1.3866398,-7.0321417,-6.8144054,3.7910385,26.623838,-24.107677,5.0017614,-3.6521373,-111.96384,5.5862217,34.469257,9.539724,2.6198144,-5.6367145,-2.221148,1.9679265,33.85225,0.81191295,15.517884,-2.1708758,-5.566297,1.487233,0.549721,24.169106,-10.294497,10.113847
198,0.0,0.0,0.0,-8.402415e-06,1.1655734e-06,2.8160614e-05,-33.544662,-2.4493341,-6.7080674,4.325611,0.10032785,28.87731,-21.448736,5.260486,-0.44080377,-88.001595,-0.19730945,13.40152,7.6133657,-3.7233033,-9.334552,-2.9211438,0.55875015,33.106388,0.429284,15.300228,-8.9790745,-1.4520069,2.6727653,0.39235207,24.478937,-10.196198,10.660429
199,0.0,0.0,0.0,1.3630857e-05,-1.6135843e-06,2.2325565e-05,-42.05335,-2.55832,-9.027258,6.2505465,10.2125025,33.258404,-20.52523,5.6041245,3.8589807,-57.45472,5.4232597,-33.734802,1.5747331,-9.7711,-2.8112803,0.14855334,-0.76337284,32.972763,0.015003042,15.83786,-12.583275,3.987479,2.7609084,0.8687563,25.247005,-10.173756,11.444029
200,0.0,0.0,0.0,-1.6786851e-05,3.1199281e-06,-1.2220742e-05,-44.219707,-2.924844,-10.439276,14.425504,10.764767,34.89061,-19.960102,6.0061693,5.6683373,-31.454294,8.545554,-58.43108,-5.611873,-17.895763,7.1689706,4.801488,1.331483,32.36343,-0.6427996,16.65055,-0.28819445,-2.3413682,-1.4085685,2.8056805,25.518263,-10.061809,12.176313
201,0.0,0.0,0.0,1.2839174e-05,1.935167e-06,1.7831244e-05,-43.61963,-3.6811697,-10.924795,23.11024,8.179893,40.12401,-19.528654,6.27799,9.743706,-14.5997095,16.485165,-69.83874,-9.3994665,-18.005636,11.601723,3.8112202,0.33158323,33.13409,-1.3040732,16.502104,2.1381588,-7.763386,-1.4515064,1.1943486,26.41466,-10.169068,12.340448
202,0.0,0.0,0.0,-6.692627e-06,-3.2616924e-06,8.9270964e-07,-42.05968,-4.203121,-10.463008,32.051872,7.1984015,44.643013,-18.355928,6.348116,13.156453,-6.009422,18.469574,-73.68869,-10.821257,-7.378625,-1.3641675,-0.049949963,-0.09509446,33.97916,-2.0413737,15.778242,-3.85233,-7.2030582,-0.33749753,-0.6739491,27.03758,-10.158285,12.578806
203,0.0,0.0,0.0,-7.77044e-06,3.5269105e-07,-1.12068765e-05,-37.792507,-4.6774664,-8.341414,38.356453,7.7663226,48.60999,-14.066693,6.1573625,15.059064,-0.7996472,14.121668,-76.38317,-9.342891,1.2463946,-2.4808695,-2.2459245,2.811998,33.479534,-3.046209,14.582073,-7.7671223,-9.139945,-0.7607699,-3.112851,27.194283,-9.948472,13.026996
204,0.0,0.0,0.0,1.17788295e-05,-1.6849652e-06,1.7345629e-06,-33.29431,-6.382185,-7.1929,46.61667,6.392172,52.309883,-9.045194,5.8694596,15.30519,-0.048385642,9.934938,-77.918304,-8.146591,2.6313443,-1.5482488,-3.044136,4.7664967,32.704277,-3.2126024,13.704305,-5.297938,-10.658082,-3.2363257,-2.73077,26.360523,-9.681612,13.024815
205,0.0,0.0,0.0,-3.6028048e-06,-2.1731249e-07,2.7986266e-06,-28.791588,-6.764452,-6.5183063,51.10272,5.535792,55.573418,-4.6914463,5.7004156,14.350791,0.41067708,5.7486405,-80.36251,-7.233778,2.8413358,-2.2207067,-2.4708245,5.57476,32.10781,-3.2268195,13.663478,-7.4118304,-20.617556,-4.7077365,-1.383216,25.912178,-9.603178,13.0586405
206,0.0,0.0,0.0,-1.2187257e-05,-1.9413446e-06,1.929776e-05,-24.139532,-6.2768574,-5.31993,50.511192,7.2593513,55.582344,-2.5743496,5.2692137,13.4387,1.7108876,3.0906456,-75.23499,-7.1441193,5.501241,-10.567899,-4.982022,5.029011,33.130424,-3.8595743,13.190572,-10.021236,-12.813812,-0.7469591,-2.7743473,26.636211,-9.657432,13.093063
207,0.0,0.0,0.0,-3.7012887e-06,1.2619023e-05,-2.0099811e-05,-20.469383,-7.193098,-5.002496,54.54191,5.2861757,54.17654,-0.58314496,4.8114433,12.31804,1.1079206,-0.10197124,-72.64013,-7.25034,9.387888,-19.520123,-6.423699,6.2480464,33.065567,-3.9633129,12.833747,-8.341107,-5.731393,-1.6519055,-0.81046885,26.37278,-9.429116,13.227214
208,0.0,0.0,0.0,2.6236926e-06,2.1802382e-06,7.890487e-06,-14.127827,-8.041227,-3.9962902,54.528194,4.5493016,50.791435,1.0458666,4.006077,11.216592,1.691704,-5.1448584,-70.10783,-4.799585,11.485577,-28.220995,-7.063379,3.1152985,33.942623,-4.5656166,11.811068,-15.627611,-2.0161202,1.5212171,-3.1858141,27.136522,-10.008497,13.789543
