Timestep,q_hip_flexion_r,q_hip_adduction_r,q_hip_rotation_r,q_knee_angle_r,q_ankle_angle_r,q_hip_flexion_l,q_hip_adduction_l,q_hip_rotation_l,q_knee_angle_l,q_ankle_angle_l,q_lumbar_extension,q_lumbar_bending,q_lumbar_rotation,q_arm_flex_r,q_arm_add_r,q_arm_rot_r,q_elbow_flex_r,q_pro_sup_r,q_wrist_flex_r,q_wrist_dev_r,q_arm_flex_l,q_arm_add_l,q_arm_rot_l,q_elbow_flex_l,q_pro_sup_l,q_wrist_flex_l,q_wrist_dev_l,dq_hip_flexion_r,dq_hip_adduction_r,dq_hip_rotation_r,dq_knee_angle_r,dq_ankle_angle_r,dq_hip_flexion_l,dq_hip_adduction_l,dq_hip_rotation_l,dq_knee_angle_l,dq_ankle_angle_l,dq_lumbar_extension,dq_lumbar_bending,dq_lumbar_rotation,dq_arm_flex_r,dq_arm_add_r,dq_arm_rot_r,dq_elbow_flex_r,dq_pro_sup_r,dq_wrist_flex_r,dq_wrist_dev_r,dq_arm_flex_l,dq_arm_add_l,dq_arm_rot_l,dq_elbow_flex_l,dq_pro_sup_l,dq_wrist_flex_l,dq_wrist_dev_l
0,0.37390357,-0.041153222,-0.25065416,-0.12486328,0.106505536,-0.42911187,-0.064425275,0.13951506,-0.11263429,0.33137262,-0.30135426,0.036621172,-0.21473527,-0.3870408,-0.30346245,0.22386204,0.7159159,1.5320765,0.0,0.0,0.33184445,-0.45852667,0.14266732,1.1799092,1.4415534,0.0,0.0,0.007847714,0.26250982,0.08707055,-1.5997552,-4.132255,-0.6247629,-0.5294694,0.9674107,-1.4140688,-0.24610882,0.3223383,0.43241638,-0.42338407,0.4160753,0.08035709,0.59338766,-1.4283282,0.24722673,0.0,0.0,-0.24633905,0.39962775,-0.6375134,0.14297496,0.20146123,0.0,0.0
1,0.37458137,-0.042921904,-0.24367356,-0.14121914,0.0256274,-0.4343498,-0.06420984,0.15283233,-0.13211112,0.32908827,-0.30131805,0.036924176,-0.21715167,-0.3842072,-0.2997589,0.22814167,0.70904833,1.6302954,0.00046142552,0.0047071604,0.34482902,-0.45163855,0.15073843,1.1546692,1.5220295,-0.0038369629,0.0017451199,-0.079433404,-0.8251876,0.7009016,-1.7122422,-9.553818,-0.36823305,0.46179274,1.862582,-2.45837,-0.669871,-0.29185465,-0.3948208,-0.58833814,0.31432143,0.5622987,1.0222682,-0.45214614,8.786975,0.072451435,0.5649048,2.2435784,0.7959538,1.7157123,-4.2363887,11.884783,-0.45250893,0.20622279
2,0.375017,-0.05381944,-0.24078329,-0.16025388,-0.07194445,-0.43319383,-0.060423404,0.17467701,-0.16158876,0.32057372,-0.30265275,0.035066243,-0.22954656,-0.38339734,-0.29396823,0.23490602,0.70643026,1.6743366,0.0015997854,0.009866516,0.35749304,-0.44113964,0.15778498,1.125838,1.6379915,-0.007436415,0.004575258,0.11803957,-1.0050511,-0.018747479,-2.0107288,-9.471388,0.36976486,0.113377295,2.2020204,-3.147564,-0.856806,0.044285864,0.19484,-1.5204102,-0.14795712,0.5397177,0.35763115,-0.08497914,2.2940848,0.1150988,0.4768911,0.6515613,1.2289346,0.33145577,-2.1175892,7.5305653,-0.304867,0.30800724
3,0.37608024,-0.060598295,-0.24280356,-0.18207283,-0.15607876,-0.4284601,-0.06287135,0.19309072,-0.19425336,0.3110781,-0.30063358,0.042864427,-0.24707769,-0.3840486,-0.29260495,0.23856863,0.7083199,1.6807649,0.0027247518,0.014062046,0.3520256,-0.42729887,0.1530388,1.1165192,1.6722875,-0.009881808,0.0075212256,0.08228647,-0.44500852,-0.23444489,-2.2929018,-7.6319857,0.49270597,-0.4239997,1.5263813,-3.3255596,-1.0479255,0.2815973,1.1151565,-1.789831,-0.033909522,-0.119410045,0.31375128,0.38380125,-0.119523525,0.10739392,0.3797724,-1.2794338,1.5017368,-0.9570704,-0.1969828,1.4771674,-0.21023329,0.2778484
4,0.37621593,-0.062629655,-0.24486059,-0.20677106,-0.22039501,-0.42355046,-0.06817214,0.20389998,-0.2289642,0.29867095,-0.29761565,0.05698913,-0.2645772,-0.38177112,-0.296972,0.24425137,0.7100891,1.6743808,0.003528704,0.017172886,0.3337719,-0.41310635,0.1407438,1.119766,1.6725576,-0.011540977,0.009915525,-0.0076668696,-0.05340455,-0.17221865,-2.586085,-5.654706,0.50079334,-0.5737959,0.78279436,-3.564759,-1.3699553,0.32966653,1.5800337,-1.686644,0.37906387,-0.6394245,0.6903133,0.06777478,-0.85084295,0.06568325,0.2704576,-2.163961,1.3717682,-1.3862853,0.64902043,-0.6254984,-0.14087155,0.21386269
5,0.37576544,-0.061112612,-0.24477616,-0.23653752,-0.24515103,-0.41853842,-0.07434031,0.2078355,-0.2667857,0.28269958,-0.29522353,0.07483328,-0.27965918,-0.37332058,-0.30479914,0.25498882,0.7055208,1.6648375,0.0038992702,0.019453013,0.31330147,-0.4004972,0.12965819,1.121962,1.6621635,-0.012718166,0.011538677,-0.21129993,0.2150102,0.17502153,-3.1604757,1.2496214,0.5121473,-0.59358174,0.25785774,-3.9488506,-1.7496488,0.17771952,1.8351883,-1.4955631,1.1205909,-0.8500672,1.2905587,-0.7621854,-0.96984357,0.023162032,0.20233238,-1.9899502,1.1502491,-0.9344906,-0.013340195,-1.1920766,-0.10323545,0.13481654
6,0.37076467,-0.057853363,-0.24100891,-0.26584956,-0.20297718,-0.4121738,-0.07910818,0.20796992,-0.30872566,0.26288104,-0.2932141,0.09289392,-0.29403564,-0.36032945,-0.3127834,0.2648334,0.69574136,1.6555432,0.0039647203,0.021066109,0.2903769,-0.39131775,0.119912565,1.1245973,1.6499934,-0.013572714,0.012532632,-0.6990233,0.38015452,0.48729786,-2.738225,5.547467,0.69738704,-0.3637839,-0.15954353,-4.3577585,-2.1584425,0.17779237,1.7446371,-1.3679761,1.4209454,-0.7620367,0.79734415,-1.102326,-0.8817134,-0.0015224027,0.13793883,-2.4699137,0.7576235,-0.9874744,0.4400555,-1.1893306,-0.07463619,0.080159605
7,0.36675006,-0.052442923,-0.23463522,-0.29472724,-0.16470076,-0.40316388,-0.08118971,0.2014356,-0.35537452,0.23769915,-0.29218748,0.11071849,-0.30193037,-0.3460666,-0.32148117,0.26578492,0.6863244,1.647438,0.0036835899,0.021925354,0.2658638,-0.38352364,0.11265186,1.1282182,1.6390808,-0.014353328,0.013178429,-0.5004897,0.30560136,0.36169437,-2.513999,0.20148566,0.9884005,0.10889586,-0.7252355,-4.8772645,-2.8316376,-0.0074410494,1.5194774,-0.6159238,1.4216219,-0.8830669,-0.3105197,-0.84900415,-0.75289565,-0.039900884,0.059629645,-2.4649146,0.69823974,-0.5417403,0.3811497,-1.0125372,-0.07664552,0.056427456
8,0.36289126,-0.04757271,-0.2270845,-0.3241001,-0.13922308,-0.39237082,-0.07918349,0.19204819,-0.40723383,0.2051035,-0.29508248,0.12591687,-0.30371413,-0.3310101,-0.3321175,0.2663683,0.6809209,1.640642,0.003005168,0.022431944,0.24281476,-0.3741197,0.10670278,1.1294267,1.6303633,-0.014999255,0.013852388,-0.5667021,0.555262,0.78680485,-2.8377259,3.678044,1.1491532,0.22976427,-0.9376103,-5.3989515,-3.5286927,-0.4559044,1.5118276,-0.05744577,1.5297424,-1.1618875,0.2736444,-0.33508587,-0.62466925,-0.077827215,0.04470445,-2.2289166,1.066584,-0.6218579,-0.01140294,-0.7807019,-0.057186298,0.0704887
9,0.36012343,-0.0409841,-0.21650927,-0.35735068,-0.10349594,-0.378407,-0.07702171,0.18193687,-0.46437848,0.16406074,-0.30196127,0.14165007,-0.30134404,-0.31536874,-0.34307516,0.26703155,0.677275,1.635114,0.0021433572,0.022670468,0.22086658,-0.36458954,0.10343963,1.1290909,1.6239032,-0.0154698165,0.014543358,-0.18165128,0.5820319,1.1750922,-3.512117,3.4722936,1.5588623,0.32116672,-0.9564771,-5.8913937,-4.5605774,-0.8317655,1.4520813,0.32853886,1.5849712,-1.0147535,-0.0406863,-0.4038773,-0.5028944,-0.087327786,0.013691212,-2.1950243,0.83223015,-0.13936281,-0.022589406,-0.564798,-0.0406119,0.06658492
10,0.35604924,-0.039515354,-0.20636825,-0.387705,-0.08458572,-0.36065528,-0.06992193,0.17420441,-0.52397555,0.11072338,-0.3106004,0.15076464,-0.2989332,-0.30037764,-0.35072008,0.2655165,0.6720833,1.6310202,0.0012793274,0.022763224,0.19649212,-0.35671842,0.09944196,1.1284648,1.6194067,-0.015663521,0.015193615,-0.31441444,0.06851476,1.2591949,-3.165909,2.433378,1.90175,0.86555886,-0.80962574,-5.9596124,-5.845181,-0.9142883,0.67505056,0.33709967,1.4840709,-0.6241775,-0.20664646,-0.6095566,-0.35443005,-0.08319167,0.0070885965,-2.5532522,0.7971879,-0.56403136,-0.14392866,-0.38345197,-0.0095508,0.06202119
11,0.34998846,-0.03942668,-0.19390266,-0.41617778,-0.058065128,-0.3409028,-0.060801413,0.16693278,-0.5831523,0.048148468,-0.32120705,0.15578906,-0.29563433,-0.28626356,-0.35566303,0.26086327,0.6684098,1.6283188,0.0005552842,0.022972675,0.17077677,-0.3480878,0.09443527,1.1257284,1.6162533,-0.015571045,0.015830688,-0.87497,0.012436727,1.1571294,-2.4967554,2.6649072,2.031103,0.8733509,-0.6632785,-5.8822174,-6.4200583,-1.1322154,0.4558975,0.29174924,1.3612369,-0.42195615,-0.61504656,-0.21631005,-0.22390307,-0.06653377,0.026177116,-2.5950892,0.9180161,-0.46598497,-0.36383748,-0.27457368,0.017376175,0.062451072
12,0.3369017,-0.039248448,-0.18394223,-0.43492064,-0.033122726,-0.31958172,-0.05272599,0.16119993,-0.6413622,-0.016330805,-0.33344355,0.15963356,-0.29311204,-0.272599,-0.35846037,0.25525767,0.6677459,1.6265795,-0.0002546385,0.023440303,0.14696354,-0.33854553,0.09182704,1.1201053,1.6139194,-0.015286935,0.016506428,-1.5556407,0.020997034,0.89412993,-1.4625207,2.351397,2.2316206,0.76537615,-0.5220675,-5.773109,-6.4083734,-1.239235,0.33738962,0.22488007,1.3640864,-0.18849556,-0.5241971,0.026858909,-0.1458921,-0.08996457,0.0543425,-2.2585664,0.9804209,-0.14314456,-0.68197376,-0.20733246,0.03257285,0.067923136
13,0.31900892,-0.039184265,-0.17617773,-0.44429368,-0.011899359,-0.29523873,-0.045556862,0.15637189,-0.6979577,-0.078662924,-0.34524548,0.16208272,-0.29124087,-0.25982985,-0.359056,0.24947415,0.67032284,1.6255243,-0.0011081604,0.023944447,0.1253088,-0.32877344,0.090078,1.1144998,1.6121873,-0.014888118,0.01717783,-1.8959918,-0.008229909,0.7029993,-0.6205674,1.9725546,2.590029,0.6831789,-0.4673052,-5.5661106,-6.0891495,-1.1066273,0.18197745,0.15876694,1.2173394,0.023824643,-0.60678154,0.40054977,-0.084102295,-0.07111567,0.046757124,-2.1150172,0.9734214,-0.20054057,-0.47788033,-0.15238343,0.041846115,0.06449155
14,0.29755536,-0.04080746,-0.17167051,-0.44321853,-0.0045991084,-0.2670296,-0.038465515,0.1522806,-0.7516599,-0.13677797,-0.35451546,0.16195773,-0.29072303,-0.24964792,-0.357109,0.24169184,0.6764587,1.6249676,-0.001704274,0.02426247,0.10582752,-0.32025558,0.08861442,1.1087646,1.6109915,-0.01439998,0.017699046,-2.1095948,-0.15575117,0.45137653,0.24695817,0.84042805,2.9927547,0.65008295,-0.46980676,-5.2296786,-5.6116633,-0.805473,-0.06964886,0.06128851,0.90670943,0.2878117,-0.8719617,0.74611235,-0.04132935,-0.052516207,0.023822382,-1.8272657,0.79139584,-0.12384666,-0.64347756,-0.1009018,0.05037791,0.0449007
15,0.27595103,-0.04156823,-0.16817313,-0.4389084,0.007527287,-0.2355243,-0.033998597,0.1475838,-0.8017059,-0.18810615,-0.36174157,0.1617997,-0.2910373,-0.2414955,-0.3534429,0.23239252,0.6861975,1.6248088,-0.0020866836,0.024517488,0.08755901,-0.31355456,0.086330585,1.103672,1.6102151,-0.013902009,0.018078508,-2.2240105,-0.006362252,0.2539576,0.58098215,1.3979509,3.2452478,0.28927264,-0.44980437,-4.8587093,-4.729408,-0.6773291,0.046812654,-0.10636344,0.75908023,0.4174415,-0.9611796,1.1158898,-0.0040230174,-0.03056943,0.02516439,-1.8247956,0.5896238,-0.2957428,-0.42254922,-0.064788766,0.04786773,0.033442814
16,0.25341648,-0.040578935,-0.16713136,-0.43181503,0.021226969,-0.20189412,-0.03325443,0.14314574,-0.8482916,-0.22489682,-0.36837783,0.16293682,-0.292945,-0.23178793,-0.34766495,0.22607741,0.69596624,1.624805,-0.00261853,0.024603251,0.07048609,-0.30881783,0.08155797,1.098513,1.609866,-0.013496693,0.018404089,-2.2560527,0.13655262,0.0038382418,0.79498905,1.2183725,3.437999,-0.022033656,-0.42632005,-4.524698,-2.8629062,-0.6499061,0.12594508,-0.23598732,1.0989307,0.68811226,-0.44304803,0.89897764,0.0015167961,-0.061428476,0.0010543673,-1.6320565,0.39169726,-0.59207195,-0.56943804,-0.020465333,0.035725154,0.031232242
17,0.23160973,-0.040012177,-0.16761665,-0.42290658,0.031663176,-0.16598484,-0.03308041,0.1394178,-0.8911127,-0.24583353,-0.3738495,0.1625849,-0.29601786,-0.2206271,-0.33691844,0.21940604,0.7038101,1.6249161,-0.0034356485,0.024328904,0.054473273,-0.3082306,0.07782486,1.0923855,1.610056,-0.013372426,0.018653851,-2.111594,-0.022142105,-0.048230432,0.93451124,0.9573194,3.689215,0.08836962,-0.34396347,-4.106304,-1.6757865,-0.47173774,-0.18108845,-0.3468981,1.1214541,1.327807,-0.7974159,0.71899337,0.014885723,-0.0884358,-0.03924753,-1.5908272,-0.16207533,-0.24498908,-0.63380283,0.036242094,0.0018111658,0.021494284
18,0.21154195,-0.04089321,-0.16770789,-0.41266978,0.04025833,-0.12791978,-0.031255495,0.13596857,-0.9292475,-0.25627336,-0.37712866,0.15922146,-0.29911762,-0.21056432,-0.3224444,0.21018215,0.7124016,1.6253631,-0.004412822,0.023675237,0.03921552,-0.31121036,0.07878728,1.0843202,1.6107392,-0.013596445,0.018838527,-1.9448807,-0.134514,0.025154095,1.0752064,0.80792195,3.8644605,0.24834368,-0.3562329,-3.6096458,-0.62471443,-0.24481767,-0.44397536,-0.28399953,0.9323518,1.523361,-0.9919169,0.9520282,0.056547977,-0.09880891,-0.07515337,-1.4902419,-0.386022,0.30231887,-0.9053551,0.080712594,-0.03223397,0.016814975
19,0.19300924,-0.042464007,-0.16682795,-0.4010448,0.047662295,-0.08857282,-0.028104091,0.13203384,-0.9621274,-0.2588033,-0.37827155,0.15386516,-0.30147153,-0.20208214,-0.30890384,0.20141467,0.7247627,1.626035,-0.0052566677,0.02285997,0.023029525,-0.3144643,0.0809844,1.0762894,1.6116008,-0.013983313,0.01902322,-1.7965724,-0.1734236,0.12897445,1.2166674,0.7012853,3.972761,0.35869053,-0.41792247,-3.0696862,-0.055472694,-0.03342389,-0.59597313,-0.2039198,0.7952062,1.2448685,-0.80640763,1.412535,0.069860175,-0.075029746,-0.08208425,-1.7017318,-0.28790486,0.17036374,-0.7364597,0.08576179,-0.04042361,0.018521795
20,0.1755212,-0.043852065,-0.16481338,-0.38810948,0.055041824,-0.04871382,-0.024414413,0.12740366,-0.98955846,-0.25678492,-0.37785912,0.1476175,-0.3029646,-0.19343607,-0.29894072,0.19554949,0.7401038,1.6266925,-0.0058468166,0.022104211,0.004599387,-0.31597778,0.08075159,1.0705465,1.6123639,-0.014363615,0.01922491,-1.728522,-0.118594564,0.23960797,1.3544505,0.73732424,3.9873023,0.37617108,-0.4832532,-2.5272207,0.3731866,0.08598245,-0.64051855,-0.116952926,0.9084752,0.8344382,-0.45853364,1.6115477,0.061920878,-0.049782388,-0.07035683,-1.9318066,-0.064408004,-0.1378009,-0.4719385,0.069484085,-0.035913497,0.020072002
21,0.15822947,-0.045123477,-0.16205925,-0.37334993,0.061052024,-0.009087783,-0.020182323,0.12243756,-1.0116025,-0.25058156,-0.37652302,0.14082126,-0.303611,-0.18339734,-0.2931292,0.19282031,0.7569157,1.6272548,-0.0062551564,0.021439625,-0.014987878,-0.31579855,0.07986129,1.0664043,1.6129678,-0.014762888,0.019433316,-1.7230382,-0.12956165,0.30937174,1.5431596,0.52958095,3.940804,0.4500858,-0.5146477,-1.9883678,0.7873616,0.16250674,-0.70425177,-0.021515787,1.065598,0.41442016,-0.16522717,1.7267535,0.05197064,-0.035421334,-0.06265581,-1.9750537,0.07311952,-0.056157537,-0.37586582,0.054368846,-0.040384687,0.02048312
22,0.14098153,-0.046176754,-0.15737835,-0.3573958,0.06621851,0.02913638,-0.015352148,0.116251424,-1.0279785,-0.23954603,-0.37516415,0.13344476,-0.30204007,-0.1712117,-0.2931324,0.19443738,0.7759628,1.6277747,-0.006608258,0.020795058,-0.033575844,-0.31231052,0.0785826,1.0612488,1.6135036,-0.015251423,0.01966952,-1.7273372,-0.12602723,0.5953412,1.6154412,0.46696043,3.7144952,0.54109424,-0.704693,-1.3896396,1.3372593,0.099907085,-0.8011723,0.2901565,1.3196838,-0.26623175,0.35194016,2.0169153,0.05050078,-0.033965304,-0.06340904,-1.7816513,0.52109814,-0.16720223,-0.5934885,0.05140033,-0.05122356,0.02448448
23,0.123273015,-0.047696706,-0.15005648,-0.3412348,0.071021214,0.06445183,-0.009467605,0.10843463,-1.0384071,-0.22259913,-0.37521863,0.12467829,-0.29771852,-0.15633363,-0.29788533,0.1962251,0.7963504,1.6281525,-0.006878734,0.020367512,-0.049225137,-0.30729786,0.07947887,1.0538,1.6139493,-0.015645077,0.019870332,-1.8157957,-0.16827065,0.78287405,1.6393713,0.44677636,3.416309,0.61104476,-0.8025331,-0.82305044,1.936607,-0.07144984,-0.90594107,0.49965575,1.6010042,-0.6197918,0.07799224,2.0528874,0.030676475,-0.02337278,-0.032186482,-1.4291447,0.49205586,0.24408033,-0.8322979,0.040223736,-0.03253918,0.017689519
24,0.10422017,-0.04975917,-0.14216633,-0.32463565,0.07532772,0.09690013,-0.0031982427,0.10060628,-1.0434201,-0.20071033,-0.3770491,0.115100935,-0.29273164,-0.13910122,-0.30391958,0.19513603,0.81632876,1.62823,-0.00707533,0.0202288,-0.063060164,-0.30307817,0.08123696,1.0464722,1.6142122,-0.015788915,0.020019304,-1.9805695,-0.22389206,0.77307546,1.6846933,0.41161326,3.1284611,0.62804204,-0.7533624,-0.2922899,2.3140116,-0.26427564,-0.97571796,0.4841685,1.8066095,-0.59674865,-0.21896465,1.9642289,-0.0029353695,-0.017601695,-0.005179993,-1.3526107,0.37534413,0.13111283,-0.6655179,0.019158378,-0.005806152,0.013060659
25,0.08391866,-0.052070487,-0.13489589,-0.30766624,0.07946862,0.12710308,0.002792825,0.09362645,-1.0433747,-0.17659628,-0.38021517,0.105282,-0.28827617,-0.12085823,-0.30915233,0.19153175,0.8354372,1.6281338,-0.007187389,0.020163586,-0.0771154,-0.29987144,0.081102654,1.0415055,1.6143486,-0.015831703,0.020099776,-2.0581167,-0.23237595,0.6893857,1.7062763,0.40225756,2.9561844,0.5757603,-0.6579297,0.19887263,2.4455514,-0.34449023,-0.9784584,0.4189424,1.8327471,-0.47909296,-0.4462464,1.8800179,-0.012425901,-0.008139483,-0.0068916995,-1.4378021,0.285137,-0.10127331,-0.39153805,0.010631685,-0.0035554466,0.0053316085
26,0.06316196,-0.05455326,-0.12888534,-0.28974894,0.08076747,0.15623152,0.008321886,0.08755537,-1.0385637,-0.1520004,-0.38339445,0.09540952,-0.2845757,-0.10289198,-0.31372294,0.18725514,0.85452974,1.6280185,-0.00724213,0.020007104,-0.092864394,-0.29752678,0.07879945,1.0397512,1.6144646,-0.01593062,0.020124832,-2.084335,-0.27165595,0.5351527,1.8834667,-0.17946061,2.8977888,0.54825497,-0.5857422,0.6673204,2.46111,-0.2809612,-1.008195,0.34292436,1.7622563,-0.44224608,-0.42016357,1.9344854,-0.010777351,-0.0040997025,-0.019118425,-1.6681727,0.19758171,-0.30662143,-0.036151443,0.011545258,-0.012486367,0.0009055659
27,0.042852264,-0.056167252,-0.12300156,-0.2723629,0.082752176,0.18413897,0.012304243,0.081789665,-1.028758,-0.12754202,-0.38660032,0.086345546,-0.2807839,-0.08501248,-0.31837648,0.1821912,0.8750175,1.6278818,-0.0072684227,0.019807307,-0.11056628,-0.295538,0.074357614,1.0411111,1.6145747,-0.016103461,0.020114297,-2.0074918,-0.10543341,0.61676973,1.6608635,0.37750226,2.7042437,0.31867194,-0.5661679,1.2073061,2.432346,-0.35015833,-0.85504234,0.4004423,1.8061969,-0.47811887,-0.55848396,2.1163256,-0.014599458,-0.0019830447,-0.019911282,-1.83498,0.19617707,-0.5260657,0.24246448,0.0103042545,-0.018985465,-0.0021161616
28,0.022983475,-0.057188574,-0.1163691,-0.25687635,0.08799396,0.20939176,0.0150150815,0.07604233,-1.0126691,-0.10360248,-0.3907693,0.07751267,-0.27690774,-0.06465743,-0.32210454,0.17786963,0.8931669,1.6276495,-0.0073394002,0.019559044,-0.12898621,-0.29551047,0.06934352,1.0423352,1.6146958,-0.016294261,0.020077588,-1.9556801,-0.1124606,0.7079746,1.4677566,0.597052,2.4054434,0.24965902,-0.59378934,1.8931533,2.3733807,-0.4509953,-0.91974825,0.3923539,2.1770236,-0.30097917,-0.36117652,1.6290196,-0.0262344,-0.00915065,-0.02593527,-1.8477731,-0.1242985,-0.4873436,0.043089777,0.012592203,-0.01850889,-0.0041257166
29,0.004815515,-0.05845954,-0.10878986,-0.24341907,0.094660066,0.23250963,0.017240088,0.07008408,-0.9894894,-0.079999626,-0.39458066,0.067871906,-0.2728003,-0.04316154,-0.32386783,0.1732771,0.90831804,1.6274978,-0.0074574435,0.019149194,-0.14849049,-0.29713452,0.06293407,1.0406584,1.6149468,-0.016486071,0.019961836,-1.7292048,-0.14010291,0.783458,1.2689357,0.70251745,2.2455575,0.21081406,-0.5867134,2.6027968,2.3488524,-0.3358548,-0.9934913,0.41642728,2.1294823,-0.095300384,-0.51813966,1.4451493,-0.009768118,-0.012738644,-0.046336357,-2.0177271,-0.19053383,-0.7353268,-0.3042848,0.029853158,-0.019103179,-0.014366394
30,-0.011287373,-0.060008965,-0.100881845,-0.231665,0.101969145,0.2540103,0.01925244,0.06472882,-0.95926917,-0.05684182,-0.39718536,0.057666894,-0.26836604,-0.023934204,-0.32382408,0.16570836,0.92390025,1.6275625,-0.007554949,0.018620595,-0.16897574,-0.29951343,0.054916967,1.0353358,1.6151943,-0.016633302,0.01978195,-1.5422896,-0.16609147,0.77957237,1.1301839,0.72306603,2.0865583,0.19994749,-0.4905592,3.2981231,2.2817333,-0.21033746,-1.0366814,0.45139813,1.789159,0.067830235,-0.896838,1.6273032,0.013385235,-0.008285877,-0.05426907,-2.071024,-0.27205935,-0.84438455,-0.6768977,0.021644045,-0.012430677,-0.01880956
31,-0.026052171,-0.06197112,-0.09385346,-0.21988307,0.10604267,0.27420682,0.021465797,0.06068794,-0.92246634,-0.03456626,-0.39837393,0.047115926,-0.26366127,-0.0078621125,-0.3234419,0.15604462,0.9414088,1.6277709,-0.0076218313,0.018096425,-0.18942392,-0.30240145,0.045042135,1.0271666,1.6152894,-0.01670995,0.019645832,-1.4341725,-0.225482,0.6341623,1.2478541,0.08754955,1.9939126,0.24584222,-0.34422436,3.924546,2.194496,-0.037777312,-1.0705309,0.47660366,1.480456,0.0139164645,-1.008306,1.8345252,0.023419572,-0.005804718,-0.05003305,-2.0334017,-0.30283365,-1.0753449,-0.9010149,0.0037141484,-0.0054630022,-0.010710822
32,-0.04036736,-0.0619278,-0.08813732,-0.20774148,0.11030656,0.29320547,0.021970522,0.059260625,-0.8801551,-0.01304804,-0.39860526,0.03928582,-0.25882152,0.006125872,-0.32503232,0.14648983,0.9603182,1.6281217,-0.0075559528,0.017694982,-0.21067262,-0.30289596,0.0266674,1.0201073,1.6152337,-0.016687803,0.019636974,-1.4761728,0.18231782,0.4810169,1.2569307,0.56235933,1.8406521,-0.09127064,0.020706289,4.4147015,2.1202524,-0.017603641,-0.54740804,0.4722159,1.336694,-0.28405407,-0.9317959,1.9402469,0.039183237,0.011941279,-0.034415957,-2.170646,0.11203919,-2.2924829,-0.5860105,-0.0100450115,0.0048401225,0.00319114
33,-0.05595497,-0.0582873,-0.08382821,-0.19461577,0.116779946,0.30992818,0.019393919,0.06042025,-0.83273673,0.0072941687,-0.3991609,0.036326624,-0.2538102,0.01958139,-0.32925907,0.13729236,0.9819717,1.6282877,-0.0074175866,0.01732962,-0.23165737,-0.30274883,0.008261524,1.0131223,1.6152049,-0.016855327,0.019598348,-1.5847377,0.44990468,0.44285434,1.3196396,0.6891371,1.5479555,-0.3538599,0.1157047,4.98159,1.9635475,-0.07816703,-0.17863376,0.54967153,1.3555202,-0.5065716,-0.9120629,2.296898,0.005916693,0.014282007,-0.036634464,-2.0581334,-0.04831487,-1.5645633,-0.7675963,0.000699508,-0.02546953,-0.006671414
34,-0.0712785,-0.053377815,-0.078936934,-0.18189672,0.124158435,0.32387495,0.015070464,0.06090571,-0.7790318,0.02545266,-0.3995927,0.035056703,-0.24818884,0.034941964,-0.33380875,0.13203977,1.0013301,1.62814,-0.00732468,0.016826982,-0.2534006,-0.30406746,-0.004767074,1.0058693,1.6151955,-0.017215883,0.01954303,-1.4782314,0.50367975,0.53004336,1.226154,0.7663192,1.2985363,-0.47271955,-0.0060422174,5.6297956,1.7119431,-0.010246409,-0.10987795,0.57679975,1.6435654,-0.4139499,-0.296097,1.7130386,-0.02327765,0.0070900335,-0.054356895,-2.251992,-0.18340437,-1.1391345,-0.70368564,-0.001496607,-0.039355837,-0.0048424467
35,-0.084801756,-0.048184067,-0.07291221,-0.17055355,0.1319896,0.33572102,0.009687628,0.05981489,-0.71909773,0.04089718,-0.39901245,0.034209374,-0.24162781,0.050937373,-0.33659875,0.12771894,1.0195638,1.628032,-0.007180918,0.016347839,-0.2761633,-0.30663514,-0.01400812,0.99914056,1.6151961,-0.017565042,0.019530892,-1.2442263,0.5331947,0.6480887,1.0775177,0.7663715,1.1335298,-0.5904821,-0.18897308,6.2268486,1.4293779,0.13292937,-0.06439941,0.71739495,1.5663941,-0.19310157,-0.514084,1.8912374,-0.0049286415,0.017093346,-0.0436477,-2.2950642,-0.2980638,-0.7889761,-0.66062576,0.0008793144,-0.031535123,0.00044402602
36,-0.09734678,-0.043489076,-0.06641133,-0.15902287,0.13538076,0.34510353,0.0039774547,0.05694572,-0.65359867,0.05388508,-0.39748117,0.033279236,-0.23346516,0.06642889,-0.33919758,0.124340445,1.0399466,1.6281531,-0.0070366054,0.01613012,-0.29855868,-0.30867448,-0.025039542,0.99296814,1.6151967,-0.017693423,0.019630045,-1.3323513,0.5292551,0.71501124,1.1116692,0.5686746,0.7149282,-0.6289185,-0.2983587,6.7501483,1.2265761,0.07443166,-0.008980556,0.88327706,1.5569731,-0.31182206,-0.23225665,2.1177313,0.019481083,0.013016743,-0.0114188455,-2.167288,-0.13109894,-1.2855953,-0.6166364,-0.00041196396,-0.004308852,0.013743577
37,-0.1116361,-0.037178267,-0.058939904,-0.1477166,0.1425862,0.34998736,-0.003016019,0.054313343,-0.5842619,0.06558243,-0.39704213,0.03495167,-0.22390226,0.08308007,-0.3446934,0.12551561,1.0602396,1.6284109,-0.006862561,0.016173601,-0.31948307,-0.30707562,-0.042359192,0.9863611,1.6151754,-0.017624117,0.019775271,-1.5059824,0.7046768,0.74604434,1.1710963,0.7786639,0.3566442,-0.7453116,-0.23178206,7.0212574,1.1453396,0.03162261,0.29693392,0.99574286,1.7259036,-0.7049208,0.32277355,1.9787291,0.02801144,0.019135594,0.011431287,-2.0395734,0.3435368,-1.9973501,-0.68652725,-0.003115278,0.011259447,0.014397605
