Timestep,glut_med1_r,glut_med2_r,glut_med3_r,glut_min1_r,glut_min2_r,glut_min3_r,semimem_r,semiten_r,bifemlh_r,bifemsh_r,sar_r,add_long_r,add_brev_r,add_mag1_r,add_mag2_r,add_mag3_r,tfl_r,pect_r,grac_r,glut_max1_r,glut_max2_r,glut_max3_r,iliacus_r,psoas_r,quad_fem_r,gem_r,peri_r,rect_fem_r,vas_med_r,vas_int_r,vas_lat_r,med_gas_r,lat_gas_r,soleus_r,tib_post_r,flex_dig_r,flex_hal_r,tib_ant_r,per_brev_r,per_long_r,per_tert_r,ext_dig_r,ext_hal_r,glut_med1_l,glut_med2_l,glut_med3_l,glut_min1_l,glut_min2_l,glut_min3_l,semimem_l,semiten_l,bifemlh_l,bifemsh_l,sar_l,add_long_l,add_brev_l,add_mag1_l,add_mag2_l,add_mag3_l,tfl_l,pect_l,grac_l,glut_max1_l,glut_max2_l,glut_max3_l,iliacus_l,psoas_l,quad_fem_l,gem_l,peri_l,rect_fem_l,vas_med_l,vas_int_l,vas_lat_l,med_gas_l,lat_gas_l,soleus_l,tib_post_l,flex_dig_l,flex_hal_l,tib_ant_l,per_brev_l,per_long_l,per_tert_l,ext_dig_l,ext_hal_l,ercspn_r,ercspn_l,intobl_r,intobl_l,extobl_r,extobl_l
192,-0.18067083,-35.913223,-128.77377,-0.02913479,-0.029393338,-28.464779,-63.33683,-32.5108,-91.83824,-92.40636,-4.7978287,-14.856387,-13.643769,-13.560677,-2.5422862,-4.6106033,-10.608148,-0.43987632,-2.0001447,-24.50176,-75.54381,-26.185703,-81.55519,-76.56897,-30.168985,-6.5522757,-37.3462,-5.3882284,-4.710824,-16.875456,-10.656313,-41.543613,-25.56228,-79.27651,-46.898388,-6.275888,-13.218279,-185.41417,-0.023831086,-17.804874,-10.884663,-42.4908,-6.4330063,-360.24484,-59.66236,-9.020714,-52.78688,-35.91233,-28.396467,-35.33671,-36.474236,-28.939026,-106.68206,-8.098085,-0.010371662,-0.002020608,-0.0076176655,-0.0043180333,-0.16450235,-48.83158,-0.0009340756,-0.0024480128,-10.761838,-2.243956,-0.07167133,-244.9862,-224.29445,-0.013861359,-0.00516531,-0.909109,-256.92496,-8.973962,-21.507374,-62.191387,-625.8821,-142.86127,-2795.4893,-473.69498,-14.334832,-10.509984,-89.19968,-0.0020354309,-74.82651,-2.7755892,-40.31297,-5.909848,-706.4726,-190.37097,-148.15532,-36.54715,-278.84055,-35.75952
193,-0.15027617,-29.34318,-108.65425,-0.024956414,-0.024798946,-23.254711,-54.090477,-31.296038,-88.85906,-87.06281,-4.2058864,-14.709449,-13.25438,-14.213656,-2.4458528,-3.9529736,-9.2512245,-0.40102163,-1.8486747,-20.945868,-66.11443,-39.517063,-71.55257,-67.30587,-41.685886,-6.6418076,-32.63106,-5.1862044,-4.916298,-18.225214,-10.689617,-43.079945,-25.874136,-82.72487,-44.011326,-5.8502026,-13.643109,-199.24371,-0.021471051,-16.24041,-11.75733,-57.03185,-9.842342,-375.38028,-55.695496,-8.157132,-52.31414,-33.54259,-28.244064,-34.39766,-34.060513,-26.07099,-168.1035,-8.0035095,-0.008666658,-0.001697295,-0.0060749003,-0.0035936218,-0.14335215,-48.986122,-0.0007946311,-0.0020924797,-9.656398,-1.9861877,-0.061286446,-332.79727,-313.88144,-0.011084386,-0.0041629677,-0.8149257,-229.99858,-8.461521,-21.505327,-55.94246,-609.8149,-143.24043,-2594.3352,-430.38724,-13.127883,-9.870313,-76.83523,-0.0017824394,-70.069374,-2.478487,-35.103813,-5.237273,-879.61847,-167.72592,-158.91545,-33.410816,-233.73325,-31.086395
194,-0.13621953,-25.027899,-106.498726,-0.022491049,-0.022205343,-20.997087,-51.84101,-34.298588,-90.485794,-79.68456,-3.6772647,-14.801978,-12.142245,-17.168457,-2.3193398,-7.756264,-8.096584,-0.35629392,-1.6616153,-23.889086,-80.53439,-52.12093,-62.292984,-58.673096,-41.700977,-5.621573,-28.777964,-5.1311097,-5.200779,-19.633621,-10.867669,-44.72852,-26.28518,-81.20366,-40.855656,-5.4105697,-13.8602085,-198.96243,-0.019324604,-14.709786,-11.404153,-59.28693,-10.265839,-370.33572,-52.164803,-7.6998205,-50.21112,-29.810856,-27.708591,-27.53103,-29.959885,-22.443636,-164.64374,-7.620187,-0.006966952,-0.0014382191,-0.005132777,-0.0031869584,-0.13564906,-46.31721,-0.00065199414,-0.0017572403,-9.0357,-1.9216572,-0.061595388,-355.59555,-334.172,-0.010220675,-0.004325216,-0.80869853,-208.28395,-8.296485,-22.201017,-51.431553,-531.5384,-126.82086,-2612.5745,-413.35135,-12.12206,-9.4909315,-65.16148,-0.0015695181,-68.48934,-2.175861,-30.113287,-4.5612803,-927.9353,-148.85576,-189.42503,-29.909819,-212.37569,-28.14165
195,-0.12382932,-38.849392,-136.39618,-0.020459931,-0.020060983,-20.427702,-63.962563,-45.11021,-105.12187,-75.57214,-3.26346,-13.481677,-10.892884,-16.28908,-2.6769001,-18.354488,-7.090881,-0.31896642,-2.2222447,-46.686733,-116.80889,-61.27558,-55.189503,-52.07827,-38.825325,-4.4321446,-33.07064,-5.271602,-5.5013194,-20.95418,-11.080382,-45.150818,-26.074545,-73.876884,-36.91827,-5.133154,-13.135143,-190.25958,-0.01726517,-13.164725,-10.841973,-56.71638,-9.534762,-407.9332,-47.992832,-6.95474,-52.70517,-27.76015,-26.311262,-18.808718,-25.852516,-17.805117,-144.98732,-7.176012,-0.005864218,-0.0012601439,-0.0045816484,-0.0028963124,-0.12674658,-50.933754,-0.00055228954,-0.0014851541,-8.201665,-1.7839936,-0.060260903,-348.69037,-331.6201,-0.009719535,-0.004422002,-0.7414407,-204.13435,-8.3758955,-23.515167,-47.27109,-422.8724,-104.178085,-2527.569,-417.4238,-11.330747,-8.786908,-56.385643,-0.0013771506,-91.93455,-1.9320848,-26.251534,-4.0264378,-850.714,-133.5884,-176.53471,-26.58798,-170.57242,-26.701385
196,-0.10484393,-54.963562,-129.90514,-0.017962942,-0.017116245,-23.384937,-64.82215,-49.540924,-103.15942,-69.87291,-2.908923,-12.3120575,-9.945245,-15.7379465,-2.8777473,-26.192438,-6.20603,-0.29270962,-2.0511072,-56.446335,-132.10872,-59.953747,-48.86813,-46.262634,-34.938282,-3.6983497,-24.911861,-5.6436768,-5.774034,-22.080437,-71.051926,-43.881405,-25.041363,-65.453545,-33.0588,-4.6613517,-12.229647,-177.74445,-0.015385523,-11.737411,-10.370816,-53.40286,-8.751897,-402.73523,-42.35954,-6.2319784,-50.689255,-25.495506,-24.239931,-10.969087,-22.642775,-13.568447,-122.605736,-6.5702233,-0.004847532,-0.0010700467,-0.003810219,-0.0025089807,-0.11422781,-49.879578,-0.00046379733,-0.0012409386,-7.38031,-1.6210383,-0.055233084,-325.72617,-309.656,-0.008590917,-0.004151063,-0.6638658,-189.35858,-8.825984,-25.63543,-43.80087,-303.3164,-78.85491,-2337.7556,-462.1792,-10.608236,-8.033876,-50.134853,-0.0012002706,-110.3521,-1.7471691,-23.413136,-3.6279755,-746.2445,-118.21858,-133.41344,-23.3252,-142.95152,-34.9925
197,-3.7696247,-78.08531,-126.759094,-0.015432083,-5.287979,-28.656788,-60.900444,-48.63659,-96.24621,-63.024147,-2.5891526,-11.144077,-8.974975,-14.481107,-2.5103636,-24.01233,-5.438121,-0.26692885,-1.8339529,-61.617626,-137.46236,-52.099205,-42.75272,-40.612957,-32.76891,-3.4780185,-20.502256,-6.2509933,-21.97719,-57.30068,-168.13544,-40.775455,-23.167282,-57.739338,-29.413225,-4.2012606,-10.929356,-173.10811,-0.013678731,-10.43203,-9.715295,-50.991676,-8.1289625,-375.0705,-37.047825,-5.5356865,-46.75664,-22.504946,-21.182755,-6.1481357,-20.125729,-10.467174,-102.0743,-5.987048,-6.421516,-0.00089027215,-0.0030493727,-0.002140282,-0.103184536,-47.19632,-0.00038191833,-0.0010267304,-6.6347203,-1.4685434,-0.050192505,-309.0841,-292.7521,-0.0071423394,-0.0036203135,-0.5867873,-176.19565,-9.830672,-28.656506,-41.648285,-202.38669,-56.138954,-2073.0645,-489.11475,-9.992339,-7.261927,-44.95486,-4.9417605,-125.435104,-1.5879518,-21.034143,-3.287774,-631.86145,-103.624756,-101.9892,-20.510883,-120.382805,-71.562325
198,-33.368515,-84.98857,-123.84456,-0.0122654755,-9.047146,-27.33888,-81.78388,-51.400673,-110.55409,-61.82398,-2.3385649,-9.988132,-7.958332,-12.664695,-2.0137403,-25.672998,-4.769386,-0.24242778,-1.7129188,-62.87996,-134.38768,-44.9371,-37.4102,-35.600197,-37.597576,-5.081975,-22.893078,-7.0178294,-146.91992,-170.68575,-361.07166,-36.74373,-20.939056,-51.451366,-26.816345,-3.9439168,-9.971795,-96.65211,-0.013070206,-10.022629,-5.903371,-33.604008,-4.8688126,-348.83054,-32.378963,-4.887849,-42.966713,-19.885727,-18.47013,-3.1778522,-17.771257,-7.926786,-87.03308,-5.65295,-17.221415,-0.00073805946,-0.0024199306,-0.0018227155,-0.09300665,-45.875328,-0.00031352454,-0.00084688823,-5.948583,-1.3247228,-0.045352113,-324.78683,-307.6909,-0.0058753784,-0.0031131227,-0.51865375,-170.09573,-11.527206,-32.637844,-40.9818,-119.10235,-36.584705,-1646.4225,-461.99695,-9.020055,-6.0668106,-40.41744,-10.029085,-132.74783,-1.4457905,-18.951332,-2.9847906,-529.0243,-218.18294,-75.50223,-89.88759,-98.76531,-126.250305
199,-33.89806,-94.86662,-152.19702,-1.2628877,-8.178378,-28.306194,-128.05046,-57.713768,-151.41655,-57.06682,-2.0584357,-8.847422,-7.173982,-12.283099,-1.8901502,-27.847818,-4.1844587,-0.21654406,-1.6084526,-69.43552,-145.99055,-49.297096,-32.79533,-31.264109,-46.937675,-7.0613728,-38.12787,-7.668722,-216.37329,-221.00044,-448.6917,-31.549047,-17.78879,-39.810955,-20.028542,-2.9534678,-7.4244494,-239.3135,-0.010125784,-7.4679246,-10.45863,-79.16634,-9.263281,-336.65457,-28.230972,-4.3117313,-40.32234,-18.226362,-16.523006,-1.9385417,-15.787394,-6.253144,-76.06893,-7.169728,-20.703745,-0.00061947375,-0.0019846244,-0.0016009376,-0.08537724,-48.793407,-0.0002553422,-0.0007006821,-5.3184204,-1.1935934,-0.04143076,-342.7018,-321.9345,-0.004639124,-0.0024633142,-0.45829108,-226.43066,-14.038714,-37.583572,-41.897396,-55.36295,-20.064728,-1068.9625,-404.2913,-7.558314,-4.784865,-36.367878,-11.784113,-126.87249,-1.3211058,-17.132019,-2.717293,-427.15073,-900.24225,-59.011242,-207.33847,-77.22368,-230.64668
200,-29.903765,-100.41364,-166.38135,-1.5290419,-7.168612,-26.973341,-124.16102,-55.90926,-153.71513,-47.879387,-1.7778351,-7.858302,-6.5848627,-12.487626,-1.9267263,-32.320614,-3.6238067,-0.19340003,-1.431549,-75.21483,-156.79622,-57.774624,-28.770237,-27.470911,-46.06464,-6.5702853,-43.35813,-8.210406,-289.1704,-288.97128,-563.1997,-27.339928,-15.380725,-35.73154,-17.770292,-2.618093,-6.5527225,-237.7285,-0.008953466,-6.599483,-9.830551,-81.25152,-8.884512,-332.01047,-24.640358,-3.8049843,-38.93646,-17.066366,-14.80578,-1.375651,-14.02432,-5.0061316,-72.96737,-8.149196,-22.104336,-0.0005159388,-0.0015658669,-0.0013663202,-0.076611035,-51.673553,-0.00021115401,-0.00059095136,-4.727757,-1.0656257,-0.036804717,-347.35495,-321.67285,-0.0034551094,-0.0018014888,-0.40486217,-241.10242,-17.34392,-43.253635,-44.28961,-21.799973,-10.053773,-563.5383,-331.40512,-5.9450545,-3.6803582,-32.13433,-11.251886,-116.98413,-1.1929542,-15.276272,-2.440387,-366.10306,-1342.656,-54.785645,-233.20428,-66.09738,-319.43747
201,-29.878197,-105.58751,-170.81247,-1.5190434,-6.8686805,-26.633245,-108.50585,-50.807938,-142.83292,-39.534958,-1.5309017,-6.9643297,-5.8879347,-11.539861,-1.8698033,-36.19081,-3.3344004,-0.17174351,-1.2509737,-76.648796,-162.68045,-62.972485,-25.230272,-24.106674,-41.35043,-6.0529294,-41.544388,-8.822518,-354.74002,-348.3983,-668.3308,-24.922523,-14.094447,-35.16727,-17.16609,-4.0367017,-6.3031807,-190.57942,-0.008191505,-6.1535006,-8.208555,-68.70529,-7.347586,-325.0521,-21.477295,-3.3571854,-37.310867,-16.020376,-13.1468935,-1.2972164,-12.588735,-4.4815397,-69.707985,-9.6306305,-24.7501,-0.00045387386,-0.0013829889,-0.001232438,-0.0690775,-52.86896,-0.29862925,-0.0005156916,-4.196988,-0.9515414,-0.03312504,-348.99597,-321.21045,-0.0029474252,-0.0014987097,-0.35717353,-354.2318,-21.308311,-49.3226,-47.907944,-6.534553,-4.43975,-240.71767,-255.172,-4.5650897,-2.780789,-28.288143,-10.014162,-102.01854,-1.0599586,-13.436613,-2.1591942,-310.66345,-1641.6466,-47.910122,-216.64467,-61.458572,-326.79074
202,-35.84017,-106.27121,-164.16393,-2.3888166,-6.906481,-26.397823,-99.56548,-45.36706,-132.67667,-33.57696,-1.3257763,-6.163924,-5.1925926,-10.230621,-1.7271953,-38.882553,-3.02191,-0.15190522,-1.098114,-74.22456,-161.04623,-63.2916,-22.038849,-21.057852,-35.237484,-5.1733866,-36.096066,-9.406672,-429.6602,-415.60812,-778.80304,-21.937065,-12.392717,-31.079842,-15.340139,-5.7823553,-5.6239133,-165.37029,-0.007286533,-5.486046,-7.452558,-62.55349,-6.6379557,-307.919,-18.67954,-2.9559932,-34.554935,-14.530823,-11.8253975,-1.5759666,-11.820205,-4.476621,-67.71892,-10.03113,-27.945688,-0.00041591574,-0.0013243762,-0.00115758,-0.062458646,-49.820087,-1.1499699,-0.0004633667,-3.717559,-0.84937894,-0.029973887,-342.5675,-316.23236,-0.0026824644,-0.0012903649,-0.31182432,-463.88086,-25.721546,-55.46266,-52.405586,-1.446032,-1.8544881,-82.931564,-190.55045,-3.4826622,-2.0860302,-25.178175,-8.475013,-85.59818,-0.9383304,-11.9640465,-1.9104534,-258.51013,-1738.2606,-41.739452,-205.87164,-61.056416,-322.41376
203,-64.720116,-96.37775,-137.63048,-7.028978,-6.466388,-23.521881,-92.85369,-40.09704,-118.997055,-29.56471,-1.1578836,-5.4667244,-4.603687,-9.105878,-1.5788718,-40.081444,-2.7702703,-0.13495147,-0.9792041,-65.199,-144.03896,-58.437893,-19.293049,-18.443132,-29.773455,-4.2869697,-28.03505,-22.238434,-478.20483,-460.6375,-836.0737,-18.949945,-10.6159525,-26.818596,-12.73679,-5.2095313,-4.662909,-163.91843,-0.0062550297,-4.6379128,-7.616573,-64.465294,-6.868907,-266.39783,-16.218805,-2.5807896,-29.868338,-12.63631,-10.394817,-1.973072,-11.302514,-4.58148,-67.76222,-9.984685,-43.445423,-11.062933,-0.86228454,-0.0010770884,-0.05612229,-45.47294,-3.2627642,-0.00042233852,-3.2770622,-0.75501513,-0.02690446,-338.8792,-316.84192,-1.8585879,-0.0010336054,-0.26453713,-534.499,-30.294779,-61.335724,-57.337334,-2.5836725,-2.2352672,-54.19621,-154.53183,-2.936494,-1.7620224,-77.9727,-7.3159466,-72.330536,-0.83122283,-34.911644,-1.6922374,-219.65955,-1700.3263,-40.312656,-242.39435,-61.777245,-319.18246
204,-87.61212,-91.25958,-129.32089,-9.682894,-6.3167105,-24.597849,-73.794395,-33.307213,-95.74789,-24.914682,-1.0092887,-4.78542,-3.9590938,-7.779265,-1.3617748,-41.897472,-2.4717941,-0.11772155,-0.8430061,-58.59664,-131.39865,-54.423973,-16.743492,-16.011776,-25.179993,-3.779734,-28.343018,-39.327908,-526.23694,-513.5033,-909.3683,-16.798319,-9.406993,-24.13453,-11.4803505,-4.7201815,-4.483375,-135.00168,-0.005570988,-4.1483107,-6.7721796,-56.84362,-6.1931434,-221.03899,-13.760159,-2.1661334,-24.637392,-10.573082,-8.779776,-2.29331,-10.788518,-4.634807,-71.72,-9.926029,-63.770214,-19.625738,-4.343237,-0.1603506,-0.050336286,-40.4399,-4.9614005,-0.00039479512,-2.841118,-0.66464907,-0.024149934,-355.15115,-338.6398,-6.791898,-0.0008635765,-0.20163473,-556.99066,-34.77903,-66.72077,-62.32257,-7.947564,-4.2360044,-65.66333,-137.62059,-2.6920047,-1.6389382,-102.629974,-6.4719806,-62.922306,-0.7357926,-44.119076,-1.4977616,-185.68808,-1617.114,-34.30646,-271.1552,-52.91916,-315.13657
205,-90.03177,-83.85048,-118.76332,-9.7592945,-5.6850705,-23.754982,-61.453205,-28.303694,-79.82657,-21.327047,-0.88154584,-4.1895366,-3.449942,-6.7843246,-1.2031856,-42.91582,-2.1428308,-0.10316435,-0.7355107,-52.180573,-119.54705,-51.1383,-14.537577,-13.912646,-21.891685,-3.4298487,-27.140562,-65.61282,-544.2026,-533.0029,-933.7372,-14.877073,-8.3322115,-21.361969,-10.255763,-4.204334,-4.264033,-115.24532,-0.004946657,-3.6926315,-6.0755906,-51.507946,-5.6353836,-179.23724,-11.79598,-1.8589435,-20.430662,-8.899257,-7.392283,-2.6935034,-10.379676,-4.8238425,-85.012726,-10.039574,-80.413635,-27.831814,-7.26147,-2.1447773,-0.04504688,-36.395306,-6.795847,-0.00036765682,-2.4921978,-0.58893436,-0.021669341,-382.93915,-370.57028,-8.749516,-0.0008030408,-0.1679791,-552.44495,-38.910694,-71.41532,-66.96694,-13.791187,-6.1365747,-73.289215,-121.95709,-2.4610305,-1.5161625,-120.20706,-5.728018,-54.844963,-0.6509532,-51.047394,-1.3248975,-162.38754,-1568.3501,-32.126205,-303.87616,-47.995365,-320.217
206,-91.41248,-73.0537,-97.35752,-11.140129,-5.0042167,-19.723629,-60.89803,-25.85126,-74.24383,-19.328573,-0.77320427,-3.7448943,-3.107906,-6.181926,-1.1157416,-43.70689,-1.9730827,-0.09232425,-0.66698545,-44.560215,-105.61179,-47.05974,-12.760023,-12.217052,-19.280619,-3.0319,-20.676989,-108.541405,-521.30066,-508.05756,-892.7782,-10.969472,-6.1640906,-14.857981,-7.7583356,-3.2269146,-3.587871,-129.19585,-0.0041330196,-2.9790032,-6.7141423,-58.985573,-6.4793253,-148.36737,-10.513798,-1.6965516,-17.65721,-7.879025,-6.6520424,-3.037871,-9.910806,-4.9884114,-92.38164,-10.453172,-81.534294,-30.826971,-8.747601,-3.3053222,-0.040306557,-33.179432,-7.3266315,-0.0003331413,-2.2398858,-0.5290323,-0.019436022,-380.82837,-372.76907,-11.547293,-0.10400403,-0.16287735,-541.13446,-42.65531,-75.46805,-71.20278,-24.340685,-9.488216,-107.80798,-117.25421,-2.410857,-1.5138819,-185.22852,-5.1815457,-49.762287,-0.57237107,-72.09854,-1.6512716,-144.85269,-1465.9834,-34.87248,-289.14896,-47.93279,-311.17996
207,-93.36011,-69.190895,-93.80556,-11.246927,-4.6784387,-20.437887,-50.574722,-21.973461,-62.462013,-16.587679,-0.6776421,-3.2505915,-2.6764624,-5.324573,-0.961997,-43.23968,-1.7820641,-0.08026535,-0.5784933,-40.13288,-97.36168,-43.817467,-11.03982,-10.583002,-16.896017,-2.772814,-22.262695,-139.31203,-537.47064,-526.72723,-917.09906,-11.333638,-6.3208995,-16.413334,-7.6932006,-3.1476495,-4.857805,-100.50636,-0.0037896188,-2.8017812,-5.4185457,-48.78231,-5.423904,-121.243866,-9.067194,-1.4789752,-14.5606785,-6.5931635,-5.6177416,-3.2097502,-9.338744,-5.004965,-97.979996,-10.347352,-85.096176,-32.46032,-9.924653,-3.3259902,-0.03605511,-29.09788,-7.4884424,-0.00030640452,-1.9821758,-0.4718398,-0.01743567,-368.87888,-362.60208,-13.279837,-0.1749399,-0.14106016,-515.07263,-46.03325,-78.9852,-75.01827,-33.959682,-12.425866,-139.42468,-112.52074,-2.353022,-1.5008267,-213.46207,-4.6924877,-45.271988,-0.4946962,-82.081085,-2.284209,-124.39978,-1358.1748,-30.937147,-282.91525,-41.26285,-309.88376
208,-96.79121,-58.568367,-79.041916,-13.107292,-4.359103,-18.460545,-45.891872,-19.381313,-55.132713,-14.888993,-0.5997664,-2.869936,-2.3481228,-4.6691084,-0.83849823,-40.67282,-3.392642,-0.071086384,-0.515011,-33.306705,-80.83988,-37.541115,-9.740702,-9.346952,-14.893509,-2.469676,-20.682964,-212.88237,-510.10388,-498.21445,-866.9803,-10.205496,-5.719433,-14.680498,-6.956575,-2.837897,-7.388478,-86.785614,-0.00338021,-2.513427,-4.80801,-43.779945,-4.951202,-101.048874,-7.936511,-1.3085636,-12.377257,-5.6838403,-4.8841243,-3.3433552,-8.719614,-4.943097,-100.025894,-10.056263,-83.41967,-32.49978,-12.841417,-3.9627495,-0.032260746,-25.361528,-7.42383,-0.00027933597,-1.7610939,-0.42092654,-0.01565195,-341.11322,-338.5179,-21.070549,-1.384476,-0.12628955,-479.54144,-49.01057,-81.99181,-78.34851,-42.147385,-14.87382,-165.9217,-107.5592,-2.282211,-1.4745822,-254.51704,-4.2492867,-41.21711,-1.3295093,-96.84112,-3.5097833,-108.9994,-1193.1681,-29.48726,-311.49503,-36.880165,-292.75665
209,-90.57937,-46.614605,-62.168316,-13.452467,-3.8258805,-14.825891,-44.108784,-17.593575,-50.67601,-13.53982,-0.5306383,-2.577078,-2.1116931,-4.228098,-1.549353,-38.64185,-3.818074,-0.06391423,-0.46632412,-26.897303,-64.05872,-32.166042,-8.678163,-9.89531,-13.122029,-2.1866806,-17.245604,-236.52058,-468.28574,-455.10724,-793.14545,-8.037624,-4.4815035,-10.062897,-5.257744,-2.1801162,-6.4997582,-102.727875,-0.0028260374,-2.0285666,-5.366009,-50.891834,-5.711747,-86.43891,-7.0348253,-1.1672715,-10.91547,-5.0723977,-4.375822,-3.4001,-7.9981146,-4.6980567,-101.77685,-9.778963,-78.648415,-31.144447,-13.006724,-3.9558384,-0.028863018,-22.889017,-7.1668468,-0.00025301037,-1.5657239,-0.37480122,-0.014044643,-315.54175,-315.8932,-23.86664,-2.0731814,-0.11483237,-444.5203,-51.500755,-84.43862,-81.06181,-45.92939,-15.931319,-174.0061,-99.50675,-2.1458695,-1.3982223,-254.44992,-3.8142474,-37.017506,-1.6030638,-97.43839,-3.4698136,-97.49191,-1044.9927,-28.498438,-302.539,-33.130524,-278.46506
210,-91.03668,-41.42142,-56.60255,-13.60102,-3.5859258,-14.750097,-36.12075,-14.914115,-42.232536,-11.7207575,-0.46730325,-2.2514694,-1.8282416,-3.6610794,-1.402166,-36.734642,-4.270395,-0.055978864,-0.4062695,-23.13056,-55.664795,-28.509975,-7.600585,-8.931033,-11.540633,-1.9403573,-17.424217,-236.26266,-466.95215,-455.8585,-790.4595,-7.886036,-4.397934,-11.203654,-5.207848,-2.1246572,-7.131464,-83.31752,-0.0025873003,-1.905394,-4.41579,-42.68127,-4.748238,-71.22427,-6.045165,-1.0112255,-9.041898,-4.229201,-3.663697,-3.2336574,-7.22679,-4.3339715,-102.20565,-9.698951,-81.47922,-31.803177,-13.503118,-3.647531,-0.025813129,-20.634623,-7.299867,-0.0002316919,-1.3778412,-0.33244047,-0.012593863,-304.1073,-304.61447,-26.16812,-2.2497177,-0.09837291,-438.50717,-53.513493,-86.37481,-83.19981,-45.78664,-15.764639,-168.58867,-89.80744,-1.9691191,-1.2900195,-246.22766,-3.3985069,-32.884533,-1.4210901,-94.79968,-4.2019978,-85.02977,-974.53033,-25.17511,-268.45386,-27.776966,-278.12952
211,-96.49296,-40.111824,-48.917934,-15.211773,-5.120107,-14.188413,-32.737965,-13.242671,-37.260715,-10.455353,-0.7614888,-2.0144374,-1.6341519,-3.282647,-1.2588501,-34.19095,-13.720788,-0.050077565,-0.36304384,-20.021664,-49.37812,-24.068949,-6.7459455,-7.924519,-10.163109,-1.7217205,-13.557535,-231.10709,-442.97766,-431.59705,-750.187,-6.481802,-3.603459,-8.26523,-4.1664615,-1.7182751,-6.112225,-92.60912,-0.0022092522,-1.5912993,-4.4728827,-46.4169,-4.9128757,-60.124332,-5.3249793,-0.90508133,-7.7283525,-3.6747985,-3.2393553,-3.0025313,-6.4791408,-3.946486,-97.94598,-10.167804,-79.56481,-30.911062,-13.286368,-3.309845,-0.023074592,-19.458076,-7.0637784,-0.00020928429,-1.2256896,-0.29609835,-0.011289187,-298.6288,-296.2722,-27.348064,-2.3869605,-0.09160841,-464.37268,-55.111156,-87.88531,-84.83931,-44.293495,-15.180977,-159.50237,-80.53857,-1.7923954,-1.1793528,-236.1397,-3.0212843,-29.14111,-1.2175717,-93.531746,-4.7460284,-76.3012,-927.80316,-22.648834,-228.30579,-25.161531,-308.09088
212,-119.21865,-49.301712,-48.607246,-19.985497,-9.685842,-17.5481,-26.53353,-11.210012,-30.771158,-9.037369,-1.3042411,-1.769616,-1.4240535,-2.8584447,-1.089342,-30.96241,-22.130285,-0.044038843,-0.31643093,-18.743563,-46.144165,-20.272242,-5.9286747,-6.9662232,-8.958121,-1.5270166,-12.323652,-237.88359,-437.0734,-427.3783,-742.055,-6.14713,-3.4297824,-8.780354,-4.0696125,-1.6561619,-6.4278803,-76.286766,-0.002015971,-1.48588,-3.5777414,-38.733223,-3.8417215,-48.72464,-4.570087,-0.78761476,-6.3724527,-3.0388548,-2.6951687,-2.7490132,-5.7890544,-3.5615275,-89.56884,-10.149747,-81.28683,-31.184376,-13.443227,-3.0406623,-0.02061608,-17.957026,-7.102525,-0.00019094661,-1.0786691,-0.26235756,-0.0101152,-290.312,-284.65073,-29.625555,-2.5594473,-0.080055855,-474.06964,-56.28389,-93.403015,-115.514565,-42.38071,-14.471085,-149.4233,-72.08872,-1.6253945,-1.07354,-223.9294,-2.6834865,-25.813305,-1.0514648,-90.8313,-4.966138,-67.64472,-881.83514,-19.85813,-206.52197,-21.79625,-311.26193
213,-127.0781,-45.804737,-39.95078,-22.459095,-10.096231,-15.743736,-24.39611,-10.05087,-27.623737,-8.0715685,-2.0784068,-1.5868868,-1.281706,-2.5891635,-0.9934211,-28.59653,-24.632402,-0.03949313,-0.28381136,-16.248585,-39.799656,-17.263674,-5.2569594,-6.176457,-7.9034243,-1.354167,-9.644317,-244.29955,-409.49884,-397.96298,-695.4521,-4.848702,-2.6977198,-5.945396,-3.1298804,-1.2954247,-5.5393004,-86.634476,-0.00170065,-1.2152541,-3.6713948,-42.588,-3.917455,-42.000275,-4.028092,-0.69816923,-5.5907936,-2.6897469,-2.3999374,-2.5202267,-5.179284,-3.1984966,-81.339424,-10.018634,-77.83761,-29.996296,-13.508723,-2.9165792,-0.018404087,-17.060225,-6.87908,-0.00017333942,-0.95387,-0.23241566,-0.009054582,-277.06412,-269.70825,-36.31186,-3.0691826,-0.072025955,-462.96765,-83.757805,-129.4033,-180.51042,-40.766922,-13.862327,-138.97371,-64.512436,-1.4711924,-0.9750371,-214.39589,-2.3830836,-22.879166,-1.0292686,-90.484474,-5.047248,-60.634003,-795.5407,-17.778278,-193.75677,-19.634953,-298.40417
